,0,1,2,3,4
88,경기,성남시수정구,0.5856007389222431,0.5911705863308456,0.4246270577199259
89,경기,성남시중원구,0.5844635563335616,0.5738481973105071,0.4428895120193769
90,경기,성남시분당구,0.5116117738102095,0.5684662943074069,0.4445352770421425
91,경기,의정부시,0.5767500311523176,0.5796090797929557,0.43599738896192847
92,경기,안양시만안구,0.5494086328878726,0.6290343560476724,0.3861356356600491
93,경기,안양시동안구,0.5486916723968385,0.6280757310335534,0.3894825495216278
94,경기,부천시,0.5789422815137489,0.6278971339623928,0.3864859590257024
95,경기,광명시,0.5663016257828146,0.6200338882969847,0.3963582917217565
96,경기,평택시,0.5724972519387352,0.5982126380723908,0.4246170880236206
97,경기,동두천시,0.5669916467498047,0.5836063521211995,0.43607186828321615
