"행정구역별(시군구)","직업별","항목","단위","2015 년",
"수지구","3. 사무 종사자","취업인구-현거주지","","33086",
"수지구","3. 사무 종사자","취업인구-근무지","","12653",
"수지구","3. 사무 종사자","남-현거주지","","20539",
"수지구","3. 사무 종사자","남-근무지","","6448",
"수지구","3. 사무 종사자","여-현거주지","","12547",
"수지구","3. 사무 종사자","여-근무지","","6205",
"수지구","4. 서비스 종사자","취업인구-현거주지","","11206",
"수지구","4. 서비스 종사자","취업인구-근무지","","9096",
"수지구","4. 서비스 종사자","남-현거주지","","4848",
"수지구","4. 서비스 종사자","남-근무지","","3380",
"수지구","4. 서비스 종사자","여-현거주지","","6358",
"수지구","4. 서비스 종사자","여-근무지","","5716",
"수지구","5. 판매 종사자","취업인구-현거주지","","18980",
"수지구","5. 판매 종사자","취업인구-근무지","","10457",
"수지구","5. 판매 종사자","남-현거주지","","11305",
"수지구","5. 판매 종사자","남-근무지","","4640",
"수지구","5. 판매 종사자","여-현거주지","","7675",
"수지구","5. 판매 종사자","여-근무지","","5817",
"수지구","6. 농림어업 숙련 종사자","취업인구-현거주지","","304",
"수지구","6. 농림어업 숙련 종사자","취업인구-근무지","","165",
"수지구","6. 농림어업 숙련 종사자","남-현거주지","","228",
"수지구","6. 농림어업 숙련 종사자","남-근무지","","118",
"수지구","6. 농림어업 숙련 종사자","여-현거주지","","76",
"수지구","6. 농림어업 숙련 종사자","여-근무지","","47",
"수지구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","6082",
"수지구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","4524",
"수지구","7. 기능원 및 관련 기능 종사자","남-현거주지","","5172",
"수지구","7. 기능원 및 관련 기능 종사자","남-근무지","","3838",
"수지구","7. 기능원 및 관련 기능 종사자","여-현거주지","","910",
"수지구","7. 기능원 및 관련 기능 종사자","여-근무지","","686",
"수지구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","5948",
"수지구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","3914",
"수지구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","5180",
"수지구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","3518",
"수지구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","768",
"수지구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","396",
"수지구","9. 단순 노무 종사자","취업인구-현거주지","","7016",
"수지구","9. 단순 노무 종사자","취업인구-근무지","","7695",
"수지구","9. 단순 노무 종사자","남-현거주지","","3855",
"수지구","9. 단순 노무 종사자","남-근무지","","4279",
"수지구","9. 단순 노무 종사자","여-현거주지","","3161",
"수지구","9. 단순 노무 종사자","여-근무지","","3416",
"수지구","A. 기타","취업인구-현거주지","","111",
"수지구","A. 기타","취업인구-근무지","","39",
"수지구","A. 기타","남-현거주지","","111",
"수지구","A. 기타","남-근무지","","39",
"수지구","A. 기타","여-현거주지","","",
"수지구","A. 기타","여-근무지","","",
"파주시","계","취업인구-현거주지","","195970",
"파주시","계","취업인구-근무지","","193481",
"파주시","계","남-현거주지","","119490",
"파주시","계","남-근무지","","122191",
"파주시","계","여-현거주지","","76480",
"파주시","계","여-근무지","","71290",
"파주시","1. 관리자","취업인구-현거주지","","2014",
"파주시","1. 관리자","취업인구-근무지","","2317",
"파주시","1. 관리자","남-현거주지","","1654",
"파주시","1. 관리자","남-근무지","","1899",
"파주시","1. 관리자","여-현거주지","","360",
"파주시","1. 관리자","여-근무지","","418",
"파주시","2. 전문가 및 관련 종사자","취업인구-현거주지","","37236",
"파주시","2. 전문가 및 관련 종사자","취업인구-근무지","","34905",
"파주시","2. 전문가 및 관련 종사자","남-현거주지","","19817",
"파주시","2. 전문가 및 관련 종사자","남-근무지","","19038",
"파주시","2. 전문가 및 관련 종사자","여-현거주지","","17419",
"파주시","2. 전문가 및 관련 종사자","여-근무지","","15867",
"파주시","3. 사무 종사자","취업인구-현거주지","","34583",
"파주시","3. 사무 종사자","취업인구-근무지","","31808",
"파주시","3. 사무 종사자","남-현거주지","","19517",
"파주시","3. 사무 종사자","남-근무지","","18381",
"파주시","3. 사무 종사자","여-현거주지","","15066",
"파주시","3. 사무 종사자","여-근무지","","13427",
"파주시","4. 서비스 종사자","취업인구-현거주지","","19181",
"파주시","4. 서비스 종사자","취업인구-근무지","","16601",
"파주시","4. 서비스 종사자","남-현거주지","","6979",
"파주시","4. 서비스 종사자","남-근무지","","5883",
"파주시","4. 서비스 종사자","여-현거주지","","12202",
"파주시","4. 서비스 종사자","여-근무지","","10718",
"파주시","5. 판매 종사자","취업인구-현거주지","","21614",
"파주시","5. 판매 종사자","취업인구-근무지","","17234",
"파주시","5. 판매 종사자","남-현거주지","","11496",
"파주시","5. 판매 종사자","남-근무지","","9493",
"파주시","5. 판매 종사자","여-현거주지","","10118",
"파주시","5. 판매 종사자","여-근무지","","7741",
"파주시","6. 농림어업 숙련 종사자","취업인구-현거주지","","5612",
"파주시","6. 농림어업 숙련 종사자","취업인구-근무지","","5711",
"파주시","6. 농림어업 숙련 종사자","남-현거주지","","3614",
"파주시","6. 농림어업 숙련 종사자","남-근무지","","3691",
"파주시","6. 농림어업 숙련 종사자","여-현거주지","","1998",
"파주시","6. 농림어업 숙련 종사자","여-근무지","","2020",
"파주시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","17952",
"파주시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","20206",
"파주시","7. 기능원 및 관련 기능 종사자","남-현거주지","","15449",
"파주시","7. 기능원 및 관련 기능 종사자","남-근무지","","17486",
"파주시","7. 기능원 및 관련 기능 종사자","여-현거주지","","2503",
"파주시","7. 기능원 및 관련 기능 종사자","여-근무지","","2720",
"파주시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","33088",
"파주시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","40041",
"파주시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","24483",
"파주시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","29711",
"파주시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","8605",
"파주시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","10330",
"파주시","9. 단순 노무 종사자","취업인구-현거주지","","20888",
"파주시","9. 단순 노무 종사자","취업인구-근무지","","20793",
"파주시","9. 단순 노무 종사자","남-현거주지","","12801",
"파주시","9. 단순 노무 종사자","남-근무지","","12842",
"파주시","9. 단순 노무 종사자","여-현거주지","","8087",
"파주시","9. 단순 노무 종사자","여-근무지","","7951",
"파주시","A. 기타","취업인구-현거주지","","3802",
"파주시","A. 기타","취업인구-근무지","","3865",
"파주시","A. 기타","남-현거주지","","3680",
"파주시","A. 기타","남-근무지","","3767",
"파주시","A. 기타","여-현거주지","","122",
"파주시","A. 기타","여-근무지","","98",
"이천시","계","취업인구-현거주지","","104962",
"이천시","계","취업인구-근무지","","122316",
"이천시","계","남-현거주지","","60685",
"이천시","계","남-근무지","","74543",
"이천시","계","여-현거주지","","44277",
"이천시","계","여-근무지","","47773",
"이천시","1. 관리자","취업인구-현거주지","","885",
"이천시","1. 관리자","취업인구-근무지","","1193",
"이천시","1. 관리자","남-현거주지","","711",
"이천시","1. 관리자","남-근무지","","974",
"이천시","1. 관리자","여-현거주지","","174",
"이천시","1. 관리자","여-근무지","","219",
"이천시","2. 전문가 및 관련 종사자","취업인구-현거주지","","17897",
"이천시","2. 전문가 및 관련 종사자","취업인구-근무지","","25286",
"이천시","2. 전문가 및 관련 종사자","남-현거주지","","8904",
"이천시","2. 전문가 및 관련 종사자","남-근무지","","14810",
"이천시","2. 전문가 및 관련 종사자","여-현거주지","","8993",
"이천시","2. 전문가 및 관련 종사자","여-근무지","","10476",
"이천시","3. 사무 종사자","취업인구-현거주지","","14888",
"이천시","3. 사무 종사자","취업인구-근무지","","18276",
"이천시","3. 사무 종사자","남-현거주지","","8310",
"이천시","3. 사무 종사자","남-근무지","","10940",
"이천시","3. 사무 종사자","여-현거주지","","6578",
"이천시","3. 사무 종사자","여-근무지","","7336",
"이천시","4. 서비스 종사자","취업인구-현거주지","","10005",
"이천시","4. 서비스 종사자","취업인구-근무지","","10568",
"이천시","4. 서비스 종사자","남-현거주지","","3643",
"이천시","4. 서비스 종사자","남-근무지","","3915",
"이천시","4. 서비스 종사자","여-현거주지","","6362",
"이천시","4. 서비스 종사자","여-근무지","","6653",
"이천시","5. 판매 종사자","취업인구-현거주지","","8883",
"이천시","5. 판매 종사자","취업인구-근무지","","9823",
"이천시","5. 판매 종사자","남-현거주지","","4633",
"이천시","5. 판매 종사자","남-근무지","","5266",
"이천시","5. 판매 종사자","여-현거주지","","4250",
"이천시","5. 판매 종사자","여-근무지","","4557",
"이천시","6. 농림어업 숙련 종사자","취업인구-현거주지","","8808",
"이천시","6. 농림어업 숙련 종사자","취업인구-근무지","","8903",
"이천시","6. 농림어업 숙련 종사자","남-현거주지","","5584",
"이천시","6. 농림어업 숙련 종사자","남-근무지","","5627",
"이천시","6. 농림어업 숙련 종사자","여-현거주지","","3224",
"이천시","6. 농림어업 숙련 종사자","여-근무지","","3276",
"이천시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","9365",
"이천시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","10755",
"이천시","7. 기능원 및 관련 기능 종사자","남-현거주지","","7808",
"이천시","7. 기능원 및 관련 기능 종사자","남-근무지","","9154",
"이천시","7. 기능원 및 관련 기능 종사자","여-현거주지","","1557",
"이천시","7. 기능원 및 관련 기능 종사자","여-근무지","","1601",
"이천시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","18352",
"이천시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","20064",
"이천시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","11816",
"이천시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","13208",
"이천시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","6536",
"이천시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","6856",
"이천시","9. 단순 노무 종사자","취업인구-현거주지","","14888",
"이천시","9. 단순 노무 종사자","취업인구-근무지","","16294",
"이천시","9. 단순 노무 종사자","남-현거주지","","8369",
"이천시","9. 단순 노무 종사자","남-근무지","","9581",
"이천시","9. 단순 노무 종사자","여-현거주지","","6519",
"이천시","9. 단순 노무 종사자","여-근무지","","6713",
"이천시","A. 기타","취업인구-현거주지","","991",
"이천시","A. 기타","취업인구-근무지","","1154",
"이천시","A. 기타","남-현거주지","","907",
"이천시","A. 기타","남-근무지","","1068",
"이천시","A. 기타","여-현거주지","","84",
"이천시","A. 기타","여-근무지","","86",
"안성시","계","취업인구-현거주지","","93012",
"안성시","계","취업인구-근무지","","103519",
"안성시","계","남-현거주지","","55690",
"안성시","계","남-근무지","","64040",
"안성시","계","여-현거주지","","37322",
"안성시","계","여-근무지","","39479",
"안성시","1. 관리자","취업인구-현거주지","","767",
"안성시","1. 관리자","취업인구-근무지","","1025",
"안성시","1. 관리자","남-현거주지","","630",
"안성시","1. 관리자","남-근무지","","910",
"안성시","1. 관리자","여-현거주지","","137",
"안성시","1. 관리자","여-근무지","","115",
"안성시","2. 전문가 및 관련 종사자","취업인구-현거주지","","12776",
"안성시","2. 전문가 및 관련 종사자","취업인구-근무지","","14453",
"안성시","2. 전문가 및 관련 종사자","남-현거주지","","6230",
"안성시","2. 전문가 및 관련 종사자","남-근무지","","7434",
"안성시","2. 전문가 및 관련 종사자","여-현거주지","","6546",
"안성시","2. 전문가 및 관련 종사자","여-근무지","","7019",
"안성시","3. 사무 종사자","취업인구-현거주지","","15421",
"안성시","3. 사무 종사자","취업인구-근무지","","18475",
"안성시","3. 사무 종사자","남-현거주지","","8706",
"안성시","3. 사무 종사자","남-근무지","","11300",
"안성시","3. 사무 종사자","여-현거주지","","6715",
"안성시","3. 사무 종사자","여-근무지","","7175",
"안성시","4. 서비스 종사자","취업인구-현거주지","","8769",
"안성시","4. 서비스 종사자","취업인구-근무지","","9425",
"안성시","4. 서비스 종사자","남-현거주지","","2985",
"안성시","4. 서비스 종사자","남-근무지","","3214",
"안성시","4. 서비스 종사자","여-현거주지","","5784",
"안성시","4. 서비스 종사자","여-근무지","","6211",
"안성시","5. 판매 종사자","취업인구-현거주지","","7938",
"안성시","5. 판매 종사자","취업인구-근무지","","8306",
"안성시","5. 판매 종사자","남-현거주지","","4099",
"안성시","5. 판매 종사자","남-근무지","","4511",
"안성시","5. 판매 종사자","여-현거주지","","3839",
"안성시","5. 판매 종사자","여-근무지","","3795",
"안성시","6. 농림어업 숙련 종사자","취업인구-현거주지","","9721",
"안성시","6. 농림어업 숙련 종사자","취업인구-근무지","","9786",
"안성시","6. 농림어업 숙련 종사자","남-현거주지","","5969",
"안성시","6. 농림어업 숙련 종사자","남-근무지","","6012",
"안성시","6. 농림어업 숙련 종사자","여-현거주지","","3752",
"안성시","6. 농림어업 숙련 종사자","여-근무지","","3774",
"안성시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","7863",
"안성시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","8697",
"안성시","7. 기능원 및 관련 기능 종사자","남-현거주지","","6678",
"안성시","7. 기능원 및 관련 기능 종사자","남-근무지","","7376",
"안성시","7. 기능원 및 관련 기능 종사자","여-현거주지","","1185",
"안성시","7. 기능원 및 관련 기능 종사자","여-근무지","","1321",
"안성시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","18293",
"안성시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","20799",
"안성시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","13843",
"안성시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","15887",
"안성시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","4450",
"안성시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","4912",
"안성시","9. 단순 노무 종사자","취업인구-현거주지","","11366",
"안성시","9. 단순 노무 종사자","취업인구-근무지","","12503",
"안성시","9. 단순 노무 종사자","남-현거주지","","6454",
"안성시","9. 단순 노무 종사자","남-근무지","","7346",
"안성시","9. 단순 노무 종사자","여-현거주지","","4912",
"안성시","9. 단순 노무 종사자","여-근무지","","5157",
"안성시","A. 기타","취업인구-현거주지","","98",
"안성시","A. 기타","취업인구-근무지","","50",
"안성시","A. 기타","남-현거주지","","96",
"안성시","A. 기타","남-근무지","","50",
"안성시","A. 기타","여-현거주지","","2",
"안성시","A. 기타","여-근무지","","",
"김포시","계","취업인구-현거주지","","160320",
"김포시","계","취업인구-근무지","","157159",
"김포시","계","남-현거주지","","98713",
"김포시","계","남-근무지","","100479",
"김포시","계","여-현거주지","","61607",
"김포시","계","여-근무지","","56680",
"김포시","1. 관리자","취업인구-현거주지","","1913",
"김포시","1. 관리자","취업인구-근무지","","1941",
"김포시","1. 관리자","남-현거주지","","1534",
"김포시","1. 관리자","남-근무지","","1605",
"김포시","1. 관리자","여-현거주지","","379",
"김포시","1. 관리자","여-근무지","","336",
"김포시","2. 전문가 및 관련 종사자","취업인구-현거주지","","33586",
"김포시","2. 전문가 및 관련 종사자","취업인구-근무지","","24692",
"김포시","2. 전문가 및 관련 종사자","남-현거주지","","17652",
"김포시","2. 전문가 및 관련 종사자","남-근무지","","11430",
"김포시","2. 전문가 및 관련 종사자","여-현거주지","","15934",
"김포시","2. 전문가 및 관련 종사자","여-근무지","","13262",
"김포시","3. 사무 종사자","취업인구-현거주지","","32994",
"김포시","3. 사무 종사자","취업인구-근무지","","28223",
"김포시","3. 사무 종사자","남-현거주지","","18896",
"김포시","3. 사무 종사자","남-근무지","","16085",
"김포시","3. 사무 종사자","여-현거주지","","14098",
"김포시","3. 사무 종사자","여-근무지","","12138",
"김포시","4. 서비스 종사자","취업인구-현거주지","","15100",
"김포시","4. 서비스 종사자","취업인구-근무지","","12799",
"김포시","4. 서비스 종사자","남-현거주지","","5812",
"김포시","4. 서비스 종사자","남-근무지","","4298",
"김포시","4. 서비스 종사자","여-현거주지","","9288",
"김포시","4. 서비스 종사자","여-근무지","","8501",
"김포시","5. 판매 종사자","취업인구-현거주지","","19298",
"김포시","5. 판매 종사자","취업인구-근무지","","15597",
"김포시","5. 판매 종사자","남-현거주지","","11386",
"김포시","5. 판매 종사자","남-근무지","","8997",
"김포시","5. 판매 종사자","여-현거주지","","7912",
"김포시","5. 판매 종사자","여-근무지","","6600",
"김포시","6. 농림어업 숙련 종사자","취업인구-현거주지","","5493",
"김포시","6. 농림어업 숙련 종사자","취업인구-근무지","","5612",
"김포시","6. 농림어업 숙련 종사자","남-현거주지","","3428",
"김포시","6. 농림어업 숙련 종사자","남-근무지","","3538",
"김포시","6. 농림어업 숙련 종사자","여-현거주지","","2065",
"김포시","6. 농림어업 숙련 종사자","여-근무지","","2074",
"김포시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","13938",
"김포시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","19145",
"김포시","7. 기능원 및 관련 기능 종사자","남-현거주지","","11766",
"김포시","7. 기능원 및 관련 기능 종사자","남-근무지","","16972",
"김포시","7. 기능원 및 관련 기능 종사자","여-현거주지","","2172",
"김포시","7. 기능원 및 관련 기능 종사자","여-근무지","","2173",
"김포시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","21257",
"김포시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","29990",
"김포시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","17308",
"김포시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","24551",
"김포시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","3949",
"김포시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","5439",
"김포시","9. 단순 노무 종사자","취업인구-현거주지","","15436",
"김포시","9. 단순 노무 종사자","취업인구-근무지","","17858",
"김포시","9. 단순 노무 종사자","남-현거주지","","9700",
"김포시","9. 단순 노무 종사자","남-근무지","","11786",
"김포시","9. 단순 노무 종사자","여-현거주지","","5736",
"김포시","9. 단순 노무 종사자","여-근무지","","6072",
"김포시","A. 기타","취업인구-현거주지","","1305",
"김포시","A. 기타","취업인구-근무지","","1302",
"김포시","A. 기타","남-현거주지","","1231",
"김포시","A. 기타","남-근무지","","1217",
"김포시","A. 기타","여-현거주지","","74",
"김포시","A. 기타","여-근무지","","85",
"화성시","계","취업인구-현거주지","","286538",
"화성시","계","취업인구-근무지","","388624",
"화성시","계","남-현거주지","","182073",
"화성시","계","남-근무지","","267900",
"화성시","계","여-현거주지","","104465",
"화성시","계","여-근무지","","120724",
"화성시","1. 관리자","취업인구-현거주지","","3634",
"화성시","1. 관리자","취업인구-근무지","","5483",
"화성시","1. 관리자","남-현거주지","","3007",
"화성시","1. 관리자","남-근무지","","4798",
"화성시","1. 관리자","여-현거주지","","627",
"화성시","1. 관리자","여-근무지","","685",
"화성시","2. 전문가 및 관련 종사자","취업인구-현거주지","","63179",
"화성시","2. 전문가 및 관련 종사자","취업인구-근무지","","81514",
"화성시","2. 전문가 및 관련 종사자","남-현거주지","","37340",
"화성시","2. 전문가 및 관련 종사자","남-근무지","","53719",
"화성시","2. 전문가 및 관련 종사자","여-현거주지","","25839",
"화성시","2. 전문가 및 관련 종사자","여-근무지","","27795",
"화성시","3. 사무 종사자","취업인구-현거주지","","52278",
"화성시","3. 사무 종사자","취업인구-근무지","","67369",
"화성시","3. 사무 종사자","남-현거주지","","30333",
"화성시","3. 사무 종사자","남-근무지","","41063",
"화성시","3. 사무 종사자","여-현거주지","","21945",
"화성시","3. 사무 종사자","여-근무지","","26306",
"화성시","4. 서비스 종사자","취업인구-현거주지","","23206",
"화성시","4. 서비스 종사자","취업인구-근무지","","25763",
"화성시","4. 서비스 종사자","남-현거주지","","8252",
"화성시","4. 서비스 종사자","남-근무지","","9343",
"화성시","4. 서비스 종사자","여-현거주지","","14954",
"화성시","4. 서비스 종사자","여-근무지","","16420",
"화성시","5. 판매 종사자","취업인구-현거주지","","26859",
"화성시","5. 판매 종사자","취업인구-근무지","","29482",
"화성시","5. 판매 종사자","남-현거주지","","15439",
"화성시","5. 판매 종사자","남-근무지","","18877",
"화성시","5. 판매 종사자","여-현거주지","","11420",
"화성시","5. 판매 종사자","여-근무지","","10605",
"화성시","6. 농림어업 숙련 종사자","취업인구-현거주지","","12781",
"화성시","6. 농림어업 숙련 종사자","취업인구-근무지","","13087",
"화성시","6. 농림어업 숙련 종사자","남-현거주지","","7496",
"화성시","6. 농림어업 숙련 종사자","남-근무지","","7762",
"화성시","6. 농림어업 숙련 종사자","여-현거주지","","5285",
"화성시","6. 농림어업 숙련 종사자","여-근무지","","5325",
"화성시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","25162",
"화성시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","41290",
"화성시","7. 기능원 및 관련 기능 종사자","남-현거주지","","22951",
"화성시","7. 기능원 및 관련 기능 종사자","남-근무지","","38053",
"화성시","7. 기능원 및 관련 기능 종사자","여-현거주지","","2211",
"화성시","7. 기능원 및 관련 기능 종사자","여-근무지","","3237",
"화성시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","52726",
"화성시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","89105",
"화성시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","42145",
"화성시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","72990",
"화성시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","10581",
"화성시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","16115",
"화성시","9. 단순 노무 종사자","취업인구-현거주지","","26027",
"화성시","9. 단순 노무 종사자","취업인구-근무지","","34720",
"화성시","9. 단순 노무 종사자","남-현거주지","","14461",
"화성시","9. 단순 노무 종사자","남-근무지","","20527",
"화성시","9. 단순 노무 종사자","여-현거주지","","11566",
"화성시","9. 단순 노무 종사자","여-근무지","","14193",
"화성시","A. 기타","취업인구-현거주지","","686",
"화성시","A. 기타","취업인구-근무지","","811",
"화성시","A. 기타","남-현거주지","","649",
"화성시","A. 기타","남-근무지","","768",
"화성시","A. 기타","여-현거주지","","37",
"화성시","A. 기타","여-근무지","","43",
"광주시","계","취업인구-현거주지","","151191",
"광주시","계","취업인구-근무지","","135806",
"광주시","계","남-현거주지","","92677",
"광주시","계","남-근무지","","89074",
"광주시","계","여-현거주지","","58514",
"광주시","계","여-근무지","","46732",
"광주시","1. 관리자","취업인구-현거주지","","1317",
"광주시","1. 관리자","취업인구-근무지","","1476",
"광주시","1. 관리자","남-현거주지","","1088",
"광주시","1. 관리자","남-근무지","","1215",
"광주시","1. 관리자","여-현거주지","","229",
"광주시","1. 관리자","여-근무지","","261",
"광주시","2. 전문가 및 관련 종사자","취업인구-현거주지","","28375",
"광주시","2. 전문가 및 관련 종사자","취업인구-근무지","","19477",
"광주시","2. 전문가 및 관련 종사자","남-현거주지","","15291",
"광주시","2. 전문가 및 관련 종사자","남-근무지","","9712",
"광주시","2. 전문가 및 관련 종사자","여-현거주지","","13084",
"광주시","2. 전문가 및 관련 종사자","여-근무지","","9765",
"광주시","3. 사무 종사자","취업인구-현거주지","","28972",
"광주시","3. 사무 종사자","취업인구-근무지","","25320",
"광주시","3. 사무 종사자","남-현거주지","","15562",
"광주시","3. 사무 종사자","남-근무지","","14787",
"광주시","3. 사무 종사자","여-현거주지","","13410",
"광주시","3. 사무 종사자","여-근무지","","10533",
"광주시","4. 서비스 종사자","취업인구-현거주지","","15514",
"광주시","4. 서비스 종사자","취업인구-근무지","","11578",
"광주시","4. 서비스 종사자","남-현거주지","","6035",
"광주시","4. 서비스 종사자","남-근무지","","4370",
"광주시","4. 서비스 종사자","여-현거주지","","9479",
"광주시","4. 서비스 종사자","여-근무지","","7208",
"광주시","5. 판매 종사자","취업인구-현거주지","","19709",
"광주시","5. 판매 종사자","취업인구-근무지","","15225",
"광주시","5. 판매 종사자","남-현거주지","","11851",
"광주시","5. 판매 종사자","남-근무지","","10049",
"광주시","5. 판매 종사자","여-현거주지","","7858",
"광주시","5. 판매 종사자","여-근무지","","5176",
"광주시","6. 농림어업 숙련 종사자","취업인구-현거주지","","2506",
"광주시","6. 농림어업 숙련 종사자","취업인구-근무지","","2528",
"광주시","6. 농림어업 숙련 종사자","남-현거주지","","1558",
"광주시","6. 농림어업 숙련 종사자","남-근무지","","1591",
"광주시","6. 농림어업 숙련 종사자","여-현거주지","","948",
"광주시","6. 농림어업 숙련 종사자","여-근무지","","937",
"광주시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","16057",
"광주시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","18994",
"광주시","7. 기능원 및 관련 기능 종사자","남-현거주지","","13553",
"광주시","7. 기능원 및 관련 기능 종사자","남-근무지","","16646",
"광주시","7. 기능원 및 관련 기능 종사자","여-현거주지","","2504",
"광주시","7. 기능원 및 관련 기능 종사자","여-근무지","","2348",
"광주시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","21853",
"광주시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","24119",
"광주시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","17516",
"광주시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","19764",
"광주시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","4337",
"광주시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","4355",
"광주시","9. 단순 노무 종사자","취업인구-현거주지","","16667",
"광주시","9. 단순 노무 종사자","취업인구-근무지","","16894",
"광주시","9. 단순 노무 종사자","남-현거주지","","10021",
"광주시","9. 단순 노무 종사자","남-근무지","","10757",
"광주시","9. 단순 노무 종사자","여-현거주지","","6646",
"광주시","9. 단순 노무 종사자","여-근무지","","6137",
"광주시","A. 기타","취업인구-현거주지","","221",
"광주시","A. 기타","취업인구-근무지","","195",
"광주시","A. 기타","남-현거주지","","202",
"광주시","A. 기타","남-근무지","","183",
"광주시","A. 기타","여-현거주지","","19",
"광주시","A. 기타","여-근무지","","12",
"양주시","계","취업인구-현거주지","","93971",
"양주시","계","취업인구-근무지","","89820",
"양주시","계","남-현거주지","","57199",
"양주시","계","남-근무지","","57615",
"양주시","계","여-현거주지","","36772",
"양주시","계","여-근무지","","32205",
"양주시","1. 관리자","취업인구-현거주지","","953",
"양주시","1. 관리자","취업인구-근무지","","992",
"양주시","1. 관리자","남-현거주지","","708",
"양주시","1. 관리자","남-근무지","","773",
"양주시","1. 관리자","여-현거주지","","245",
"양주시","1. 관리자","여-근무지","","219",
"양주시","2. 전문가 및 관련 종사자","취업인구-현거주지","","13767",
"양주시","2. 전문가 및 관련 종사자","취업인구-근무지","","11628",
"양주시","2. 전문가 및 관련 종사자","남-현거주지","","6020",
"양주시","2. 전문가 및 관련 종사자","남-근무지","","5100",
"양주시","2. 전문가 및 관련 종사자","여-현거주지","","7747",
"양주시","2. 전문가 및 관련 종사자","여-근무지","","6528",
"양주시","3. 사무 종사자","취업인구-현거주지","","15045",
"양주시","3. 사무 종사자","취업인구-근무지","","14021",
"양주시","3. 사무 종사자","남-현거주지","","8074",
"양주시","3. 사무 종사자","남-근무지","","7940",
"양주시","3. 사무 종사자","여-현거주지","","6971",
"양주시","3. 사무 종사자","여-근무지","","6081",
"양주시","4. 서비스 종사자","취업인구-현거주지","","9723",
"양주시","4. 서비스 종사자","취업인구-근무지","","8295",
"양주시","4. 서비스 종사자","남-현거주지","","3345",
"양주시","4. 서비스 종사자","남-근무지","","2931",
"양주시","4. 서비스 종사자","여-현거주지","","6378",
"양주시","4. 서비스 종사자","여-근무지","","5364",
"양주시","5. 판매 종사자","취업인구-현거주지","","9997",
"양주시","5. 판매 종사자","취업인구-근무지","","8030",
"양주시","5. 판매 종사자","남-현거주지","","5163",
"양주시","5. 판매 종사자","남-근무지","","4650",
