"행정구역별(시군구)","직업별","항목","단위","2015 년",
"서구","4. 서비스 종사자","여-근무지","","11473",
"서구","5. 판매 종사자","취업인구-현거주지","","29472",
"서구","5. 판매 종사자","취업인구-근무지","","20396",
"서구","5. 판매 종사자","남-현거주지","","16308",
"서구","5. 판매 종사자","남-근무지","","11890",
"서구","5. 판매 종사자","여-현거주지","","13164",
"서구","5. 판매 종사자","여-근무지","","8506",
"서구","6. 농림어업 숙련 종사자","취업인구-현거주지","","701",
"서구","6. 농림어업 숙련 종사자","취업인구-근무지","","622",
"서구","6. 농림어업 숙련 종사자","남-현거주지","","493",
"서구","6. 농림어업 숙련 종사자","남-근무지","","433",
"서구","6. 농림어업 숙련 종사자","여-현거주지","","208",
"서구","6. 농림어업 숙련 종사자","여-근무지","","189",
"서구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","26917",
"서구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","24596",
"서구","7. 기능원 및 관련 기능 종사자","남-현거주지","","23083",
"서구","7. 기능원 및 관련 기능 종사자","남-근무지","","20887",
"서구","7. 기능원 및 관련 기능 종사자","여-현거주지","","3834",
"서구","7. 기능원 및 관련 기능 종사자","여-근무지","","3709",
"서구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","41402",
"서구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","41630",
"서구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","32358",
"서구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","32995",
"서구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","9044",
"서구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","8635",
"서구","9. 단순 노무 종사자","취업인구-현거주지","","22353",
"서구","9. 단순 노무 종사자","취업인구-근무지","","21294",
"서구","9. 단순 노무 종사자","남-현거주지","","13229",
"서구","9. 단순 노무 종사자","남-근무지","","12916",
"서구","9. 단순 노무 종사자","여-현거주지","","9124",
"서구","9. 단순 노무 종사자","여-근무지","","8378",
"서구","A. 기타","취업인구-현거주지","","652",
"서구","A. 기타","취업인구-근무지","","385",
"서구","A. 기타","남-현거주지","","613",
"서구","A. 기타","남-근무지","","361",
"서구","A. 기타","여-현거주지","","39",
"서구","A. 기타","여-근무지","","24",
"강화군","계","취업인구-현거주지","","32703",
"강화군","계","취업인구-근무지","","34066",
"강화군","계","남-현거주지","","18520",
"강화군","계","남-근무지","","19840",
"강화군","계","여-현거주지","","14183",
"강화군","계","여-근무지","","14226",
"강화군","1. 관리자","취업인구-현거주지","","180",
"강화군","1. 관리자","취업인구-근무지","","264",
"강화군","1. 관리자","남-현거주지","","159",
"강화군","1. 관리자","남-근무지","","225",
"강화군","1. 관리자","여-현거주지","","21",
"강화군","1. 관리자","여-근무지","","39",
"강화군","2. 전문가 및 관련 종사자","취업인구-현거주지","","3912",
"강화군","2. 전문가 및 관련 종사자","취업인구-근무지","","4028",
"강화군","2. 전문가 및 관련 종사자","남-현거주지","","1913",
"강화군","2. 전문가 및 관련 종사자","남-근무지","","1997",
"강화군","2. 전문가 및 관련 종사자","여-현거주지","","1999",
"강화군","2. 전문가 및 관련 종사자","여-근무지","","2031",
"강화군","3. 사무 종사자","취업인구-현거주지","","3331",
"강화군","3. 사무 종사자","취업인구-근무지","","3465",
"강화군","3. 사무 종사자","남-현거주지","","1790",
"강화군","3. 사무 종사자","남-근무지","","1903",
"강화군","3. 사무 종사자","여-현거주지","","1541",
"강화군","3. 사무 종사자","여-근무지","","1562",
"강화군","4. 서비스 종사자","취업인구-현거주지","","3782",
"강화군","4. 서비스 종사자","취업인구-근무지","","4034",
"강화군","4. 서비스 종사자","남-현거주지","","1424",
"강화군","4. 서비스 종사자","남-근무지","","1612",
"강화군","4. 서비스 종사자","여-현거주지","","2358",
"강화군","4. 서비스 종사자","여-근무지","","2422",
"강화군","5. 판매 종사자","취업인구-현거주지","","2532",
"강화군","5. 판매 종사자","취업인구-근무지","","2592",
"강화군","5. 판매 종사자","남-현거주지","","1213",
"강화군","5. 판매 종사자","남-근무지","","1264",
"강화군","5. 판매 종사자","여-현거주지","","1319",
"강화군","5. 판매 종사자","여-근무지","","1328",
"강화군","6. 농림어업 숙련 종사자","취업인구-현거주지","","9214",
"강화군","6. 농림어업 숙련 종사자","취업인구-근무지","","9339",
"강화군","6. 농림어업 숙련 종사자","남-현거주지","","5321",
"강화군","6. 농림어업 숙련 종사자","남-근무지","","5403",
"강화군","6. 농림어업 숙련 종사자","여-현거주지","","3893",
"강화군","6. 농림어업 숙련 종사자","여-근무지","","3936",
"강화군","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","1832",
"강화군","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","2084",
"강화군","7. 기능원 및 관련 기능 종사자","남-현거주지","","1522",
"강화군","7. 기능원 및 관련 기능 종사자","남-근무지","","1806",
"강화군","7. 기능원 및 관련 기능 종사자","여-현거주지","","310",
"강화군","7. 기능원 및 관련 기능 종사자","여-근무지","","278",
"강화군","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","2751",
"강화군","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","2746",
"강화군","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","2181",
"강화군","8. 장치, 기계조작 및 조립 종사자","남-근무지","","2318",
"강화군","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","570",
"강화군","8. 장치, 기계조작 및 조립 종사자","여-근무지","","428",
"강화군","9. 단순 노무 종사자","취업인구-현거주지","","4966",
"강화군","9. 단순 노무 종사자","취업인구-근무지","","5228",
"강화군","9. 단순 노무 종사자","남-현거주지","","2809",
"강화군","9. 단순 노무 종사자","남-근무지","","3041",
"강화군","9. 단순 노무 종사자","여-현거주지","","2157",
"강화군","9. 단순 노무 종사자","여-근무지","","2187",
"강화군","A. 기타","취업인구-현거주지","","203",
"강화군","A. 기타","취업인구-근무지","","286",
"강화군","A. 기타","남-현거주지","","188",
"강화군","A. 기타","남-근무지","","271",
"강화군","A. 기타","여-현거주지","","15",
"강화군","A. 기타","여-근무지","","15",
"옹진군","계","취업인구-현거주지","","11682",
"옹진군","계","취업인구-근무지","","13132",
"옹진군","계","남-현거주지","","7339",
"옹진군","계","남-근무지","","8644",
"옹진군","계","여-현거주지","","4343",
"옹진군","계","여-근무지","","4488",
"옹진군","1. 관리자","취업인구-현거주지","","59",
"옹진군","1. 관리자","취업인구-근무지","","83",
"옹진군","1. 관리자","남-현거주지","","45",
"옹진군","1. 관리자","남-근무지","","72",
"옹진군","1. 관리자","여-현거주지","","14",
"옹진군","1. 관리자","여-근무지","","11",
"옹진군","2. 전문가 및 관련 종사자","취업인구-현거주지","","893",
"옹진군","2. 전문가 및 관련 종사자","취업인구-근무지","","1115",
"옹진군","2. 전문가 및 관련 종사자","남-현거주지","","575",
"옹진군","2. 전문가 및 관련 종사자","남-근무지","","775",
"옹진군","2. 전문가 및 관련 종사자","여-현거주지","","318",
"옹진군","2. 전문가 및 관련 종사자","여-근무지","","340",
"옹진군","3. 사무 종사자","취업인구-현거주지","","1033",
"옹진군","3. 사무 종사자","취업인구-근무지","","1193",
"옹진군","3. 사무 종사자","남-현거주지","","593",
"옹진군","3. 사무 종사자","남-근무지","","736",
"옹진군","3. 사무 종사자","여-현거주지","","440",
"옹진군","3. 사무 종사자","여-근무지","","457",
"옹진군","4. 서비스 종사자","취업인구-현거주지","","1546",
"옹진군","4. 서비스 종사자","취업인구-근무지","","1705",
"옹진군","4. 서비스 종사자","남-현거주지","","632",
"옹진군","4. 서비스 종사자","남-근무지","","730",
"옹진군","4. 서비스 종사자","여-현거주지","","914",
"옹진군","4. 서비스 종사자","여-근무지","","975",
"옹진군","5. 판매 종사자","취업인구-현거주지","","530",
"옹진군","5. 판매 종사자","취업인구-근무지","","558",
"옹진군","5. 판매 종사자","남-현거주지","","261",
"옹진군","5. 판매 종사자","남-근무지","","271",
"옹진군","5. 판매 종사자","여-현거주지","","269",
"옹진군","5. 판매 종사자","여-근무지","","287",
"옹진군","6. 농림어업 숙련 종사자","취업인구-현거주지","","1455",
"옹진군","6. 농림어업 숙련 종사자","취업인구-근무지","","1461",
"옹진군","6. 농림어업 숙련 종사자","남-현거주지","","987",
"옹진군","6. 농림어업 숙련 종사자","남-근무지","","984",
"옹진군","6. 농림어업 숙련 종사자","여-현거주지","","468",
"옹진군","6. 농림어업 숙련 종사자","여-근무지","","477",
"옹진군","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","769",
"옹진군","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","1049",
"옹진군","7. 기능원 및 관련 기능 종사자","남-현거주지","","721",
"옹진군","7. 기능원 및 관련 기능 종사자","남-근무지","","1003",
"옹진군","7. 기능원 및 관련 기능 종사자","여-현거주지","","48",
"옹진군","7. 기능원 및 관련 기능 종사자","여-근무지","","46",
"옹진군","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","1118",
"옹진군","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","1565",
"옹진군","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","1044",
"옹진군","8. 장치, 기계조작 및 조립 종사자","남-근무지","","1485",
"옹진군","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","74",
"옹진군","8. 장치, 기계조작 및 조립 종사자","여-근무지","","80",
"옹진군","9. 단순 노무 종사자","취업인구-현거주지","","3005",
"옹진군","9. 단순 노무 종사자","취업인구-근무지","","3128",
"옹진군","9. 단순 노무 종사자","남-현거주지","","1252",
"옹진군","9. 단순 노무 종사자","남-근무지","","1355",
"옹진군","9. 단순 노무 종사자","여-현거주지","","1753",
"옹진군","9. 단순 노무 종사자","여-근무지","","1773",
"옹진군","A. 기타","취업인구-현거주지","","1274",
"옹진군","A. 기타","취업인구-근무지","","1275",
"옹진군","A. 기타","남-현거주지","","1229",
"옹진군","A. 기타","남-근무지","","1233",
"옹진군","A. 기타","여-현거주지","","45",
"옹진군","A. 기타","여-근무지","","42",
"광주광역시","계","취업인구-현거주지","","649556",
"광주광역시","계","취업인구-근무지","","600516",
"광주광역시","계","남-현거주지","","378690",
"광주광역시","계","남-근무지","","343642",
"광주광역시","계","여-현거주지","","270866",
"광주광역시","계","여-근무지","","256874",
"광주광역시","1. 관리자","취업인구-현거주지","","9475",
"광주광역시","1. 관리자","취업인구-근무지","","8094",
"광주광역시","1. 관리자","남-현거주지","","7685",
"광주광역시","1. 관리자","남-근무지","","6542",
"광주광역시","1. 관리자","여-현거주지","","1790",
"광주광역시","1. 관리자","여-근무지","","1552",
"광주광역시","2. 전문가 및 관련 종사자","취업인구-현거주지","","148349",
"광주광역시","2. 전문가 및 관련 종사자","취업인구-근무지","","134427",
"광주광역시","2. 전문가 및 관련 종사자","남-현거주지","","69149",
"광주광역시","2. 전문가 및 관련 종사자","남-근무지","","61153",
"광주광역시","2. 전문가 및 관련 종사자","여-현거주지","","79200",
"광주광역시","2. 전문가 및 관련 종사자","여-근무지","","73274",
"광주광역시","3. 사무 종사자","취업인구-현거주지","","113503",
"광주광역시","3. 사무 종사자","취업인구-근무지","","100579",
"광주광역시","3. 사무 종사자","남-현거주지","","61248",
"광주광역시","3. 사무 종사자","남-근무지","","52557",
"광주광역시","3. 사무 종사자","여-현거주지","","52255",
"광주광역시","3. 사무 종사자","여-근무지","","48022",
"광주광역시","4. 서비스 종사자","취업인구-현거주지","","71553",
"광주광역시","4. 서비스 종사자","취업인구-근무지","","67607",
"광주광역시","4. 서비스 종사자","남-현거주지","","26741",
"광주광역시","4. 서비스 종사자","남-근무지","","24054",
"광주광역시","4. 서비스 종사자","여-현거주지","","44812",
"광주광역시","4. 서비스 종사자","여-근무지","","43553",
"광주광역시","5. 판매 종사자","취업인구-현거주지","","86826",
"광주광역시","5. 판매 종사자","취업인구-근무지","","85457",
"광주광역시","5. 판매 종사자","남-현거주지","","45769",
"광주광역시","5. 판매 종사자","남-근무지","","44268",
"광주광역시","5. 판매 종사자","여-현거주지","","41057",
"광주광역시","5. 판매 종사자","여-근무지","","41189",
"광주광역시","6. 농림어업 숙련 종사자","취업인구-현거주지","","11197",
"광주광역시","6. 농림어업 숙련 종사자","취업인구-근무지","","8755",
"광주광역시","6. 농림어업 숙련 종사자","남-현거주지","","6487",
"광주광역시","6. 농림어업 숙련 종사자","남-근무지","","4811",
"광주광역시","6. 농림어업 숙련 종사자","여-현거주지","","4710",
"광주광역시","6. 농림어업 숙련 종사자","여-근무지","","3944",
"광주광역시","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","61724",
"광주광역시","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","57799",
"광주광역시","7. 기능원 및 관련 기능 종사자","남-현거주지","","53624",
"광주광역시","7. 기능원 및 관련 기능 종사자","남-근무지","","49998",
"광주광역시","7. 기능원 및 관련 기능 종사자","여-현거주지","","8100",
"광주광역시","7. 기능원 및 관련 기능 종사자","여-근무지","","7801",
"광주광역시","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","79940",
"광주광역시","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","74303",
"광주광역시","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","66445",
"광주광역시","8. 장치, 기계조작 및 조립 종사자","남-근무지","","61184",
"광주광역시","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","13495",
"광주광역시","8. 장치, 기계조작 및 조립 종사자","여-근무지","","13119",
"광주광역시","9. 단순 노무 종사자","취업인구-현거주지","","65458",
"광주광역시","9. 단순 노무 종사자","취업인구-근무지","","62182",
"광주광역시","9. 단순 노무 종사자","남-현거주지","","40210",
"광주광역시","9. 단순 노무 종사자","남-근무지","","37948",
"광주광역시","9. 단순 노무 종사자","여-현거주지","","25248",
"광주광역시","9. 단순 노무 종사자","여-근무지","","24234",
"광주광역시","A. 기타","취업인구-현거주지","","1531",
"광주광역시","A. 기타","취업인구-근무지","","1313",
"광주광역시","A. 기타","남-현거주지","","1332",
"광주광역시","A. 기타","남-근무지","","1127",
"광주광역시","A. 기타","여-현거주지","","199",
"광주광역시","A. 기타","여-근무지","","186",
"동구","계","취업인구-현거주지","","41737",
"동구","계","취업인구-근무지","","59825",
"동구","계","남-현거주지","","23759",
"동구","계","남-근무지","","31055",
"동구","계","여-현거주지","","17978",
"동구","계","여-근무지","","28770",
"동구","1. 관리자","취업인구-현거주지","","782",
"동구","1. 관리자","취업인구-근무지","","883",
"동구","1. 관리자","남-현거주지","","635",
"동구","1. 관리자","남-근무지","","684",
"동구","1. 관리자","여-현거주지","","147",
"동구","1. 관리자","여-근무지","","199",
"동구","2. 전문가 및 관련 종사자","취업인구-현거주지","","10989",
"동구","2. 전문가 및 관련 종사자","취업인구-근무지","","15381",
"동구","2. 전문가 및 관련 종사자","남-현거주지","","5407",
"동구","2. 전문가 및 관련 종사자","남-근무지","","7294",
"동구","2. 전문가 및 관련 종사자","여-현거주지","","5582",
"동구","2. 전문가 및 관련 종사자","여-근무지","","8087",
"동구","3. 사무 종사자","취업인구-현거주지","","6821",
"동구","3. 사무 종사자","취업인구-근무지","","11715",
"동구","3. 사무 종사자","남-현거주지","","3562",
"동구","3. 사무 종사자","남-근무지","","5775",
"동구","3. 사무 종사자","여-현거주지","","3259",
"동구","3. 사무 종사자","여-근무지","","5940",
"동구","4. 서비스 종사자","취업인구-현거주지","","5174",
"동구","4. 서비스 종사자","취업인구-근무지","","8058",
"동구","4. 서비스 종사자","남-현거주지","","1959",
"동구","4. 서비스 종사자","남-근무지","","3039",
"동구","4. 서비스 종사자","여-현거주지","","3215",
"동구","4. 서비스 종사자","여-근무지","","5019",
"동구","5. 판매 종사자","취업인구-현거주지","","6619",
"동구","5. 판매 종사자","취업인구-근무지","","11255",
"동구","5. 판매 종사자","남-현거주지","","3502",
"동구","5. 판매 종사자","남-근무지","","5164",
"동구","5. 판매 종사자","여-현거주지","","3117",
"동구","5. 판매 종사자","여-근무지","","6091",
"동구","6. 농림어업 숙련 종사자","취업인구-현거주지","","338",
"동구","6. 농림어업 숙련 종사자","취업인구-근무지","","247",
"동구","6. 농림어업 숙련 종사자","남-현거주지","","213",
"동구","6. 농림어업 숙련 종사자","남-근무지","","152",
"동구","6. 농림어업 숙련 종사자","여-현거주지","","125",
"동구","6. 농림어업 숙련 종사자","여-근무지","","95",
"동구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","3562",
"동구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","3989",
"동구","7. 기능원 및 관련 기능 종사자","남-현거주지","","3048",
"동구","7. 기능원 및 관련 기능 종사자","남-근무지","","3260",
"동구","7. 기능원 및 관련 기능 종사자","여-현거주지","","514",
"동구","7. 기능원 및 관련 기능 종사자","여-근무지","","729",
"동구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","3056",
"동구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","2849",
"동구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","2708",
"동구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","2500",
"동구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","348",
"동구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","349",
"동구","9. 단순 노무 종사자","취업인구-현거주지","","4364",
"동구","9. 단순 노무 종사자","취업인구-근무지","","5422",
"동구","9. 단순 노무 종사자","남-현거주지","","2699",
"동구","9. 단순 노무 종사자","남-근무지","","3161",
"동구","9. 단순 노무 종사자","여-현거주지","","1665",
"동구","9. 단순 노무 종사자","여-근무지","","2261",
"동구","A. 기타","취업인구-현거주지","","32",
"동구","A. 기타","취업인구-근무지","","26",
"동구","A. 기타","남-현거주지","","26",
"동구","A. 기타","남-근무지","","26",
"동구","A. 기타","여-현거주지","","6",
"동구","A. 기타","여-근무지","","",
"서구","계","취업인구-현거주지","","135160",
"서구","계","취업인구-근무지","","134971",
"서구","계","남-현거주지","","78614",
"서구","계","남-근무지","","76903",
"서구","계","여-현거주지","","56546",
"서구","계","여-근무지","","58068",
"서구","1. 관리자","취업인구-현거주지","","2155",
"서구","1. 관리자","취업인구-근무지","","2185",
"서구","1. 관리자","남-현거주지","","1659",
"서구","1. 관리자","남-근무지","","1764",
"서구","1. 관리자","여-현거주지","","496",
"서구","1. 관리자","여-근무지","","421",
"서구","2. 전문가 및 관련 종사자","취업인구-현거주지","","31689",
"서구","2. 전문가 및 관련 종사자","취업인구-근무지","","28402",
"서구","2. 전문가 및 관련 종사자","남-현거주지","","14900",
"서구","2. 전문가 및 관련 종사자","남-근무지","","13502",
"서구","2. 전문가 및 관련 종사자","여-현거주지","","16789",
"서구","2. 전문가 및 관련 종사자","여-근무지","","14900",
"서구","3. 사무 종사자","취업인구-현거주지","","25115",
"서구","3. 사무 종사자","취업인구-근무지","","25063",
"서구","3. 사무 종사자","남-현거주지","","13354",
"서구","3. 사무 종사자","남-근무지","","12636",
"서구","3. 사무 종사자","여-현거주지","","11761",
"서구","3. 사무 종사자","여-근무지","","12427",
"서구","4. 서비스 종사자","취업인구-현거주지","","14924",
"서구","4. 서비스 종사자","취업인구-근무지","","14976",
"서구","4. 서비스 종사자","남-현거주지","","5733",
"서구","4. 서비스 종사자","남-근무지","","5462",
"서구","4. 서비스 종사자","여-현거주지","","9191",
"서구","4. 서비스 종사자","여-근무지","","9514",
"서구","5. 판매 종사자","취업인구-현거주지","","20462",
"서구","5. 판매 종사자","취업인구-근무지","","25773",
"서구","5. 판매 종사자","남-현거주지","","11063",
"서구","5. 판매 종사자","남-근무지","","13090",
"서구","5. 판매 종사자","여-현거주지","","9399",
"서구","5. 판매 종사자","여-근무지","","12683",
"서구","6. 농림어업 숙련 종사자","취업인구-현거주지","","1275",
"서구","6. 농림어업 숙련 종사자","취업인구-근무지","","832",
"서구","6. 농림어업 숙련 종사자","남-현거주지","","853",
"서구","6. 농림어업 숙련 종사자","남-근무지","","518",
"서구","6. 농림어업 숙련 종사자","여-현거주지","","422",
"서구","6. 농림어업 숙련 종사자","여-근무지","","314",
"서구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","11830",
"서구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","11008",
"서구","7. 기능원 및 관련 기능 종사자","남-현거주지","","10360",
"서구","7. 기능원 및 관련 기능 종사자","남-근무지","","9649",
"서구","7. 기능원 및 관련 기능 종사자","여-현거주지","","1470",
"서구","7. 기능원 및 관련 기능 종사자","여-근무지","","1359",
"서구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","14229",
"서구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","13766",
"서구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","12624",
"서구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","12831",
"서구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","1605",
"서구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","935",
"서구","9. 단순 노무 종사자","취업인구-현거주지","","13276",
"서구","9. 단순 노무 종사자","취업인구-근무지","","12900",
"서구","9. 단순 노무 종사자","남-현거주지","","7863",
"서구","9. 단순 노무 종사자","남-근무지","","7385",
"서구","9. 단순 노무 종사자","여-현거주지","","5413",
"서구","9. 단순 노무 종사자","여-근무지","","5515",
"서구","A. 기타","취업인구-현거주지","","205",
"서구","A. 기타","취업인구-근무지","","66",
"서구","A. 기타","남-현거주지","","205",
"서구","A. 기타","남-근무지","","66",
"서구","A. 기타","여-현거주지","","",
"서구","A. 기타","여-근무지","","",
"남구","계","취업인구-현거주지","","94875",
"남구","계","취업인구-근무지","","65732",
"남구","계","남-현거주지","","53236",
"남구","계","남-근무지","","34681",
"남구","계","여-현거주지","","41639",
"남구","계","여-근무지","","31051",
"남구","1. 관리자","취업인구-현거주지","","1409",
"남구","1. 관리자","취업인구-근무지","","1071",
"남구","1. 관리자","남-현거주지","","1017",
"남구","1. 관리자","남-근무지","","813",
"남구","1. 관리자","여-현거주지","","392",
"남구","1. 관리자","여-근무지","","258",
"남구","2. 전문가 및 관련 종사자","취업인구-현거주지","","24095",
"남구","2. 전문가 및 관련 종사자","취업인구-근무지","","18039",
"남구","2. 전문가 및 관련 종사자","남-현거주지","","10810",
"남구","2. 전문가 및 관련 종사자","남-근무지","","7257",
"남구","2. 전문가 및 관련 종사자","여-현거주지","","13285",
"남구","2. 전문가 및 관련 종사자","여-근무지","","10782",
"남구","3. 사무 종사자","취업인구-현거주지","","16276",
"남구","3. 사무 종사자","취업인구-근무지","","9293",
"남구","3. 사무 종사자","남-현거주지","","8652",
"남구","3. 사무 종사자","남-근무지","","4528",
"남구","3. 사무 종사자","여-현거주지","","7624",
"남구","3. 사무 종사자","여-근무지","","4765",
"남구","4. 서비스 종사자","취업인구-현거주지","","11069",
"남구","4. 서비스 종사자","취업인구-근무지","","8511",
"남구","4. 서비스 종사자","남-현거주지","","4025",
"남구","4. 서비스 종사자","남-근무지","","2757",
"남구","4. 서비스 종사자","여-현거주지","","7044",
"남구","4. 서비스 종사자","여-근무지","","5754",
"남구","5. 판매 종사자","취업인구-현거주지","","12421",
"남구","5. 판매 종사자","취업인구-근무지","","7795",
"남구","5. 판매 종사자","남-현거주지","","6311",
"남구","5. 판매 종사자","남-근무지","","3999",
"남구","5. 판매 종사자","여-현거주지","","6110",
"남구","5. 판매 종사자","여-근무지","","3796",
"남구","6. 농림어업 숙련 종사자","취업인구-현거주지","","2456",
"남구","6. 농림어업 숙련 종사자","취업인구-근무지","","1928",
"남구","6. 농림어업 숙련 종사자","남-현거주지","","1375",
"남구","6. 농림어업 숙련 종사자","남-근무지","","1028",
"남구","6. 농림어업 숙련 종사자","여-현거주지","","1081",
"남구","6. 농림어업 숙련 종사자","여-근무지","","900",
"남구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","9179",
"남구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","6895",
"남구","7. 기능원 및 관련 기능 종사자","남-현거주지","","8039",
"남구","7. 기능원 및 관련 기능 종사자","남-근무지","","5840",
"남구","7. 기능원 및 관련 기능 종사자","여-현거주지","","1140",
"남구","7. 기능원 및 관련 기능 종사자","여-근무지","","1055",
"남구","8. 장치, 기계조작 및 조립 종사자","취업인구-현거주지","","7665",
"남구","8. 장치, 기계조작 및 조립 종사자","취업인구-근무지","","3981",
"남구","8. 장치, 기계조작 및 조립 종사자","남-현거주지","","6723",
"남구","8. 장치, 기계조작 및 조립 종사자","남-근무지","","3566",
"남구","8. 장치, 기계조작 및 조립 종사자","여-현거주지","","942",
"남구","8. 장치, 기계조작 및 조립 종사자","여-근무지","","415",
"남구","9. 단순 노무 종사자","취업인구-현거주지","","10239",
"남구","9. 단순 노무 종사자","취업인구-근무지","","8189",
"남구","9. 단순 노무 종사자","남-현거주지","","6218",
"남구","9. 단순 노무 종사자","남-근무지","","4863",
"남구","9. 단순 노무 종사자","여-현거주지","","4021",
"남구","9. 단순 노무 종사자","여-근무지","","3326",
"남구","A. 기타","취업인구-현거주지","","66",
"남구","A. 기타","취업인구-근무지","","30",
"남구","A. 기타","남-현거주지","","66",
"남구","A. 기타","남-근무지","","30",
"남구","A. 기타","여-현거주지","","",
"남구","A. 기타","여-근무지","","",
"북구","계","취업인구-현거주지","","197477",
"북구","계","취업인구-근무지","","158291",
"북구","계","남-현거주지","","115038",
"북구","계","남-근무지","","89177",
"북구","계","여-현거주지","","82439",
"북구","계","여-근무지","","69114",
"북구","1. 관리자","취업인구-현거주지","","2834",
"북구","1. 관리자","취업인구-근무지","","1838",
"북구","1. 관리자","남-현거주지","","2405",
"북구","1. 관리자","남-근무지","","1511",
"북구","1. 관리자","여-현거주지","","429",
"북구","1. 관리자","여-근무지","","327",
"북구","2. 전문가 및 관련 종사자","취업인구-현거주지","","46505",
"북구","2. 전문가 및 관련 종사자","취업인구-근무지","","38686",
"북구","2. 전문가 및 관련 종사자","남-현거주지","","21931",
"북구","2. 전문가 및 관련 종사자","남-근무지","","17748",
"북구","2. 전문가 및 관련 종사자","여-현거주지","","24574",
"북구","2. 전문가 및 관련 종사자","여-근무지","","20938",
"북구","3. 사무 종사자","취업인구-현거주지","","33272",
"북구","3. 사무 종사자","취업인구-근무지","","25122",
"북구","3. 사무 종사자","남-현거주지","","17911",
"북구","3. 사무 종사자","남-근무지","","12626",
"북구","3. 사무 종사자","여-현거주지","","15361",
"북구","3. 사무 종사자","여-근무지","","12496",
"북구","4. 서비스 종사자","취업인구-현거주지","","22587",
"북구","4. 서비스 종사자","취업인구-근무지","","18875",
"북구","4. 서비스 종사자","남-현거주지","","8458",
"북구","4. 서비스 종사자","남-근무지","","6579",
"북구","4. 서비스 종사자","여-현거주지","","14129",
"북구","4. 서비스 종사자","여-근무지","","12296",
"북구","5. 판매 종사자","취업인구-현거주지","","27538",
"북구","5. 판매 종사자","취업인구-근무지","","22208",
"북구","5. 판매 종사자","남-현거주지","","14283",
"북구","5. 판매 종사자","남-근무지","","11742",
"북구","5. 판매 종사자","여-현거주지","","13255",
"북구","5. 판매 종사자","여-근무지","","10466",
"북구","6. 농림어업 숙련 종사자","취업인구-현거주지","","2330",
"북구","6. 농림어업 숙련 종사자","취업인구-근무지","","1300",
"북구","6. 농림어업 숙련 종사자","남-현거주지","","1406",
"북구","6. 농림어업 숙련 종사자","남-근무지","","734",
"북구","6. 농림어업 숙련 종사자","여-현거주지","","924",
"북구","6. 농림어업 숙련 종사자","여-근무지","","566",
"북구","7. 기능원 및 관련 기능 종사자","취업인구-현거주지","","19168",
"북구","7. 기능원 및 관련 기능 종사자","취업인구-근무지","","16499",
"북구","7. 기능원 및 관련 기능 종사자","남-현거주지","","16573",
"북구","7. 기능원 및 관련 기능 종사자","남-근무지","","14194",
"북구","7. 기능원 및 관련 기능 종사자","여-현거주지","","2595",
