"행정구역별","성별","연령별","항목","단위","2015 년",
"울산광역시","남자","60~64","대학교(4년제 이상)","","3003",
"울산광역시","남자","60~64","대학원 이상","","853",
"울산광역시","남자","60~64","안 받았음(미취학 포함)","","273",
"울산광역시","남자","65~69","내국인(60세 이상)-계","","19387",
"울산광역시","남자","65~69","초등학교","","3849",
"울산광역시","남자","65~69","중학교","","5512",
"울산광역시","남자","65~69","고등학교","","7229",
"울산광역시","남자","65~69","대학(4년제 미만)","","507",
"울산광역시","남자","65~69","대학교(4년제 이상)","","1618",
"울산광역시","남자","65~69","대학원 이상","","304",
"울산광역시","남자","65~69","안 받았음(미취학 포함)","","368",
"울산광역시","남자","70~74","내국인(60세 이상)-계","","12384",
"울산광역시","남자","70~74","초등학교","","3549",
"울산광역시","남자","70~74","중학교","","3509",
"울산광역시","남자","70~74","고등학교","","3578",
"울산광역시","남자","70~74","대학(4년제 미만)","","269",
"울산광역시","남자","70~74","대학교(4년제 이상)","","757",
"울산광역시","남자","70~74","대학원 이상","","167",
"울산광역시","남자","70~74","안 받았음(미취학 포함)","","555",
"울산광역시","남자","75~79","내국인(60세 이상)-계","","7199",
"울산광역시","남자","75~79","초등학교","","2542",
"울산광역시","남자","75~79","중학교","","1622",
"울산광역시","남자","75~79","고등학교","","1762",
"울산광역시","남자","75~79","대학(4년제 미만)","","113",
"울산광역시","남자","75~79","대학교(4년제 이상)","","438",
"울산광역시","남자","75~79","대학원 이상","","51",
"울산광역시","남자","75~79","안 받았음(미취학 포함)","","671",
"울산광역시","남자","80~84","내국인(60세 이상)-계","","3356",
"울산광역시","남자","80~84","초등학교","","1289",
"울산광역시","남자","80~84","중학교","","536",
"울산광역시","남자","80~84","고등학교","","734",
"울산광역시","남자","80~84","대학(4년제 미만)","","28",
"울산광역시","남자","80~84","대학교(4년제 이상)","","247",
"울산광역시","남자","80~84","대학원 이상","","8",
"울산광역시","남자","80~84","안 받았음(미취학 포함)","","514",
"울산광역시","남자","85세 이상","내국인(60세 이상)-계","","1321",
"울산광역시","남자","85세 이상","초등학교","","499",
"울산광역시","남자","85세 이상","중학교","","177",
"울산광역시","남자","85세 이상","고등학교","","201",
"울산광역시","남자","85세 이상","대학(4년제 미만)","","15",
"울산광역시","남자","85세 이상","대학교(4년제 이상)","","83",
"울산광역시","남자","85세 이상","대학원 이상","","1",
"울산광역시","남자","85세 이상","안 받았음(미취학 포함)","","345",
"울산광역시","여자","합계","내국인(60세 이상)-계","","85631",
"울산광역시","여자","합계","초등학교","","34286",
"울산광역시","여자","합계","중학교","","18159",
"울산광역시","여자","합계","고등학교","","14650",
"울산광역시","여자","합계","대학(4년제 미만)","","809",
"울산광역시","여자","합계","대학교(4년제 이상)","","1605",
"울산광역시","여자","합계","대학원 이상","","290",
"울산광역시","여자","합계","안 받았음(미취학 포함)","","15832",
"울산광역시","여자","60~64","내국인(60세 이상)-계","","28878",
"울산광역시","여자","60~64","초등학교","","8467",
"울산광역시","여자","60~64","중학교","","9428",
"울산광역시","여자","60~64","고등학교","","8670",
"울산광역시","여자","60~64","대학(4년제 미만)","","541",
"울산광역시","여자","60~64","대학교(4년제 이상)","","960",
"울산광역시","여자","60~64","대학원 이상","","186",
"울산광역시","여자","60~64","안 받았음(미취학 포함)","","626",
"울산광역시","여자","65~69","내국인(60세 이상)-계","","18371",
"울산광역시","여자","65~69","초등학교","","8179",
"울산광역시","여자","65~69","중학교","","4703",
"울산광역시","여자","65~69","고등학교","","3569",
"울산광역시","여자","65~69","대학(4년제 미만)","","166",
"울산광역시","여자","65~69","대학교(4년제 이상)","","355",
"울산광역시","여자","65~69","대학원 이상","","51",
"울산광역시","여자","65~69","안 받았음(미취학 포함)","","1348",
"울산광역시","여자","70~74","내국인(60세 이상)-계","","14369",
"울산광역시","여자","70~74","초등학교","","7481",
"울산광역시","여자","70~74","중학교","","2435",
"울산광역시","여자","70~74","고등학교","","1356",
"울산광역시","여자","70~74","대학(4년제 미만)","","45",
"울산광역시","여자","70~74","대학교(4년제 이상)","","129",
"울산광역시","여자","70~74","대학원 이상","","23",
"울산광역시","여자","70~74","안 받았음(미취학 포함)","","2900",
"울산광역시","여자","75~79","내국인(60세 이상)-계","","11229",
"울산광역시","여자","75~79","초등학교","","5643",
"울산광역시","여자","75~79","중학교","","1086",
"울산광역시","여자","75~79","고등학교","","675",
"울산광역시","여자","75~79","대학(4년제 미만)","","40",
"울산광역시","여자","75~79","대학교(4년제 이상)","","83",
"울산광역시","여자","75~79","대학원 이상","","11",
"울산광역시","여자","75~79","안 받았음(미취학 포함)","","3691",
"울산광역시","여자","80~84","내국인(60세 이상)-계","","7362",
"울산광역시","여자","80~84","초등학교","","2942",
"울산광역시","여자","80~84","중학교","","358",
"울산광역시","여자","80~84","고등학교","","243",
"울산광역시","여자","80~84","대학(4년제 미만)","","2",
"울산광역시","여자","80~84","대학교(4년제 이상)","","22",
"울산광역시","여자","80~84","대학원 이상","","17",
"울산광역시","여자","80~84","안 받았음(미취학 포함)","","3778",
