"행정구역별(시군구)","산업별","항목","단위","2015 년",
"전국","계","취업인구-현거주지","","23870022",
"전국","계","취업인구-근무지","","23870022",
"전국","계","남-현거주지","","14044168",
"전국","계","남-근무지","","14044168",
"전국","계","여-현거주지","","9825854",
"전국","계","여-근무지","","9825854",
"전국","A. 농업, 임업 및 어업","취업인구-현거주지","","1560935",
"전국","A. 농업, 임업 및 어업","취업인구-근무지","","1560935",
"전국","A. 농업, 임업 및 어업","남-현거주지","","867980",
"전국","A. 농업, 임업 및 어업","남-근무지","","867980",
"전국","A. 농업, 임업 및 어업","여-현거주지","","692955",
"전국","A. 농업, 임업 및 어업","여-근무지","","692955",
"전국","B. 광업","취업인구-현거주지","","19407",
"전국","B. 광업","취업인구-근무지","","19407",
"전국","B. 광업","남-현거주지","","15935",
"전국","B. 광업","남-근무지","","15935",
"전국","B. 광업","여-현거주지","","3472",
"전국","B. 광업","여-근무지","","3472",
"전국","C. 제조업","취업인구-현거주지","","4286275",
"전국","C. 제조업","취업인구-근무지","","4286275",
"전국","C. 제조업","남-현거주지","","3111277",
"전국","C. 제조업","남-근무지","","3111277",
"전국","C. 제조업","여-현거주지","","1174998",
"전국","C. 제조업","여-근무지","","1174998",
"전국","D. 전기,가스,증기 및 수도사업","취업인구-현거주지","","115539",
"전국","D. 전기,가스,증기 및 수도사업","취업인구-근무지","","115539",
"전국","D. 전기,가스,증기 및 수도사업","남-현거주지","","96713",
"전국","D. 전기,가스,증기 및 수도사업","남-근무지","","96713",
"전국","D. 전기,가스,증기 및 수도사업","여-현거주지","","18826",
"전국","D. 전기,가스,증기 및 수도사업","여-근무지","","18826",
"전국","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-현거주지","","83310",
"전국","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-근무지","","83310",
"전국","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-현거주지","","67766",
"전국","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-근무지","","67766",
"전국","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-현거주지","","15544",
"전국","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-근무지","","15544",
"전국","F. 건설업","취업인구-현거주지","","1501491",
"전국","F. 건설업","취업인구-근무지","","1501491",
"전국","F. 건설업","남-현거주지","","1346211",
"전국","F. 건설업","남-근무지","","1346211",
"전국","F. 건설업","여-현거주지","","155280",
"전국","F. 건설업","여-근무지","","155280",
"전국","G. 도매 및 소매업","취업인구-현거주지","","3258067",
"전국","G. 도매 및 소매업","취업인구-근무지","","3258067",
"전국","G. 도매 및 소매업","남-현거주지","","1782212",
"전국","G. 도매 및 소매업","남-근무지","","1782212",
"전국","G. 도매 및 소매업","여-현거주지","","1475855",
"전국","G. 도매 및 소매업","여-근무지","","1475855",
"전국","H. 운수업","취업인구-현거주지","","1165696",
"전국","H. 운수업","취업인구-근무지","","1165696",
"전국","H. 운수업","남-현거주지","","1023384",
"전국","H. 운수업","남-근무지","","1023384",
"전국","H. 운수업","여-현거주지","","142312",
"전국","H. 운수업","여-근무지","","142312",
"전국","I. 숙박 및 음식점업","취업인구-현거주지","","1912245",
"전국","I. 숙박 및 음식점업","취업인구-근무지","","1912245",
"전국","I. 숙박 및 음식점업","남-현거주지","","717725",
"전국","I. 숙박 및 음식점업","남-근무지","","717725",
"전국","I. 숙박 및 음식점업","여-현거주지","","1194520",
"전국","I. 숙박 및 음식점업","여-근무지","","1194520",
"전국","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-현거주지","","694457",
"전국","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-근무지","","694457",
"전국","J. 출판, 영상 방송통신 및 정보서비스업","남-현거주지","","481772",
"전국","J. 출판, 영상 방송통신 및 정보서비스업","남-근무지","","481772",
"전국","J. 출판, 영상 방송통신 및 정보서비스업","여-현거주지","","212685",
"전국","J. 출판, 영상 방송통신 및 정보서비스업","여-근무지","","212685",
"전국","K. 금융 및 보험업","취업인구-현거주지","","809325",
"전국","K. 금융 및 보험업","취업인구-근무지","","809325",
"전국","K. 금융 및 보험업","남-현거주지","","399230",
"전국","K. 금융 및 보험업","남-근무지","","399230",
"전국","K. 금융 및 보험업","여-현거주지","","410095",
"전국","K. 금융 및 보험업","여-근무지","","410095",
"전국","L. 부동산업 및 임대업","취업인구-현거주지","","616290",
"전국","L. 부동산업 및 임대업","취업인구-근무지","","616290",
"전국","L. 부동산업 및 임대업","남-현거주지","","411304",
"전국","L. 부동산업 및 임대업","남-근무지","","411304",
"전국","L. 부동산업 및 임대업","여-현거주지","","204986",
"전국","L. 부동산업 및 임대업","여-근무지","","204986",
"전국","M. 전문,과학 및 기술서비스업","취업인구-현거주지","","1035640",
"전국","M. 전문,과학 및 기술서비스업","취업인구-근무지","","1035640",
"전국","M. 전문,과학 및 기술서비스업","남-현거주지","","691150",
"전국","M. 전문,과학 및 기술서비스업","남-근무지","","691150",
"전국","M. 전문,과학 및 기술서비스업","여-현거주지","","344490",
"전국","M. 전문,과학 및 기술서비스업","여-근무지","","344490",
"전국","N. 사업시설관리 및 사업지원서비스업","취업인구-현거주지","","1045959",
"전국","N. 사업시설관리 및 사업지원서비스업","취업인구-근무지","","1045959",
"전국","N. 사업시설관리 및 사업지원서비스업","남-현거주지","","662491",
"전국","N. 사업시설관리 및 사업지원서비스업","남-근무지","","662491",
"전국","N. 사업시설관리 및 사업지원서비스업","여-현거주지","","383468",
"전국","N. 사업시설관리 및 사업지원서비스업","여-근무지","","383468",
"전국","O. 공공행정, 국방 및 사회보장행정","취업인구-현거주지","","951972",
"전국","O. 공공행정, 국방 및 사회보장행정","취업인구-근무지","","951972",
"전국","O. 공공행정, 국방 및 사회보장행정","남-현거주지","","649131",
"전국","O. 공공행정, 국방 및 사회보장행정","남-근무지","","649131",
"전국","O. 공공행정, 국방 및 사회보장행정","여-현거주지","","302841",
"전국","O. 공공행정, 국방 및 사회보장행정","여-근무지","","302841",
"전국","P. 교육서비스업","취업인구-현거주지","","1726517",
"전국","P. 교육서비스업","취업인구-근무지","","1726517",
"전국","P. 교육서비스업","남-현거주지","","605707",
"전국","P. 교육서비스업","남-근무지","","605707",
"전국","P. 교육서비스업","여-현거주지","","1120810",
"전국","P. 교육서비스업","여-근무지","","1120810",
"전국","Q. 보건업 및 사회복지서비스업","취업인구-현거주지","","1542971",
"전국","Q. 보건업 및 사회복지서비스업","취업인구-근무지","","1542971",
"전국","Q. 보건업 및 사회복지서비스업","남-현거주지","","313296",
"전국","Q. 보건업 및 사회복지서비스업","남-근무지","","313296",
"전국","Q. 보건업 및 사회복지서비스업","여-현거주지","","1229675",
"전국","Q. 보건업 및 사회복지서비스업","여-근무지","","1229675",
"전국","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-현거주지","","405576",
"전국","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-근무지","","405576",
"전국","R. 예술, 스포츠 및 여가 관련 서비스업","남-현거주지","","218727",
"전국","R. 예술, 스포츠 및 여가 관련 서비스업","남-근무지","","218727",
"전국","R. 예술, 스포츠 및 여가 관련 서비스업","여-현거주지","","186849",
"전국","R. 예술, 스포츠 및 여가 관련 서비스업","여-근무지","","186849",
"전국","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-현거주지","","1032706",
"전국","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-근무지","","1032706",
"전국","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-현거주지","","568227",
"전국","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-근무지","","568227",
"전국","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-현거주지","","464479",
"전국","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-근무지","","464479",
"전국","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-현거주지","","93206",
"전국","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-근무지","","93206",
"전국","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-현거주지","","4979",
"전국","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-근무지","","4979",
"전국","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-현거주지","","88227",
"전국","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-근무지","","88227",
"전국","U.국제 및 외국기관","취업인구-현거주지","","12438",
"전국","U.국제 및 외국기관","취업인구-근무지","","12438",
"전국","U.국제 및 외국기관","남-현거주지","","8951",
"전국","U.국제 및 외국기관","남-근무지","","8951",
"전국","U.국제 및 외국기관","여-현거주지","","3487",
"전국","U.국제 및 외국기관","여-근무지","","3487",
"동부","계","취업인구-현거주지","","19190834",
"동부","계","취업인구-근무지","","17644512",
"동부","계","남-현거주지","","11285631",
"동부","계","남-근무지","","10180888",
"동부","계","여-현거주지","","7905203",
"동부","계","여-근무지","","7463624",
"동부","A. 농업, 임업 및 어업","취업인구-현거주지","","244445",
"동부","A. 농업, 임업 및 어업","취업인구-근무지","","181570",
"동부","A. 농업, 임업 및 어업","남-현거주지","","146001",
"동부","A. 농업, 임업 및 어업","남-근무지","","106278",
"동부","A. 농업, 임업 및 어업","여-현거주지","","98444",
"동부","A. 농업, 임업 및 어업","여-근무지","","75292",
"동부","B. 광업","취업인구-현거주지","","12317",
"동부","B. 광업","취업인구-근무지","","8819",
"동부","B. 광업","남-현거주지","","9790",
"동부","B. 광업","남-근무지","","6729",
"동부","B. 광업","여-현거주지","","2527",
"동부","B. 광업","여-근무지","","2090",
"동부","C. 제조업","취업인구-현거주지","","3452506",
"동부","C. 제조업","취업인구-근무지","","2913211",
"동부","C. 제조업","남-현거주지","","2509811",
"동부","C. 제조업","남-근무지","","2081810",
"동부","C. 제조업","여-현거주지","","942695",
"동부","C. 제조업","여-근무지","","831401",
"동부","D. 전기,가스,증기 및 수도사업","취업인구-현거주지","","87913",
"동부","D. 전기,가스,증기 및 수도사업","취업인구-근무지","","71016",
"동부","D. 전기,가스,증기 및 수도사업","남-현거주지","","73027",
"동부","D. 전기,가스,증기 및 수도사업","남-근무지","","57721",
"동부","D. 전기,가스,증기 및 수도사업","여-현거주지","","14886",
"동부","D. 전기,가스,증기 및 수도사업","여-근무지","","13295",
"동부","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-현거주지","","64256",
"동부","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-근무지","","53685",
"동부","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-현거주지","","52199",
"동부","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-근무지","","43267",
"동부","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-현거주지","","12057",
"동부","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-근무지","","10418",
"동부","F. 건설업","취업인구-현거주지","","1257354",
"동부","F. 건설업","취업인구-근무지","","1137001",
"동부","F. 건설업","남-현거주지","","1123854",
"동부","F. 건설업","남-근무지","","1012805",
"동부","F. 건설업","여-현거주지","","133500",
"동부","F. 건설업","여-근무지","","124196",
"동부","G. 도매 및 소매업","취업인구-현거주지","","2850403",
"동부","G. 도매 및 소매업","취업인구-근무지","","2716819",
"동부","G. 도매 및 소매업","남-현거주지","","1559609",
"동부","G. 도매 및 소매업","남-근무지","","1471102",
"동부","G. 도매 및 소매업","여-현거주지","","1290794",
"동부","G. 도매 및 소매업","여-근무지","","1245717",
"동부","H. 운수업","취업인구-현거주지","","998974",
"동부","H. 운수업","취업인구-근무지","","894878",
"동부","H. 운수업","남-현거주지","","875591",
"동부","H. 운수업","남-근무지","","782263",
"동부","H. 운수업","여-현거주지","","123383",
"동부","H. 운수업","여-근무지","","112615",
"동부","I. 숙박 및 음식점업","취업인구-현거주지","","1577952",
"동부","I. 숙박 및 음식점업","취업인구-근무지","","1493536",
"동부","I. 숙박 및 음식점업","남-현거주지","","598936",
"동부","I. 숙박 및 음식점업","남-근무지","","564764",
"동부","I. 숙박 및 음식점업","여-현거주지","","979016",
"동부","I. 숙박 및 음식점업","여-근무지","","928772",
"동부","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-현거주지","","651667",
"동부","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-근무지","","639385",
"동부","J. 출판, 영상 방송통신 및 정보서비스업","남-현거주지","","450592",
"동부","J. 출판, 영상 방송통신 및 정보서비스업","남-근무지","","444303",
"동부","J. 출판, 영상 방송통신 및 정보서비스업","여-현거주지","","201075",
"동부","J. 출판, 영상 방송통신 및 정보서비스업","여-근무지","","195082",
"동부","K. 금융 및 보험업","취업인구-현거주지","","727950",
"동부","K. 금융 및 보험업","취업인구-근무지","","712610",
"동부","K. 금융 및 보험업","남-현거주지","","358418",
"동부","K. 금융 및 보험업","남-근무지","","348022",
"동부","K. 금융 및 보험업","여-현거주지","","369532",
"동부","K. 금융 및 보험업","여-근무지","","364588",
"동부","L. 부동산업 및 임대업","취업인구-현거주지","","550108",
"동부","L. 부동산업 및 임대업","취업인구-근무지","","530083",
"동부","L. 부동산업 및 임대업","남-현거주지","","366620",
"동부","L. 부동산업 및 임대업","남-근무지","","352210",
"동부","L. 부동산업 및 임대업","여-현거주지","","183488",
"동부","L. 부동산업 및 임대업","여-근무지","","177873",
"동부","M. 전문,과학 및 기술서비스업","취업인구-현거주지","","953507",
"동부","M. 전문,과학 및 기술서비스업","취업인구-근무지","","907159",
"동부","M. 전문,과학 및 기술서비스업","남-현거주지","","635156",
"동부","M. 전문,과학 및 기술서비스업","남-근무지","","599808",
"동부","M. 전문,과학 및 기술서비스업","여-현거주지","","318351",
"동부","M. 전문,과학 및 기술서비스업","여-근무지","","307351",
"동부","N. 사업시설관리 및 사업지원서비스업","취업인구-현거주지","","908190",
"동부","N. 사업시설관리 및 사업지원서비스업","취업인구-근무지","","804049",
"동부","N. 사업시설관리 및 사업지원서비스업","남-현거주지","","565698",
"동부","N. 사업시설관리 및 사업지원서비스업","남-근무지","","492215",
"동부","N. 사업시설관리 및 사업지원서비스업","여-현거주지","","342492",
"동부","N. 사업시설관리 및 사업지원서비스업","여-근무지","","311834",
"동부","O. 공공행정, 국방 및 사회보장행정","취업인구-현거주지","","734977",
"동부","O. 공공행정, 국방 및 사회보장행정","취업인구-근무지","","661761",
"동부","O. 공공행정, 국방 및 사회보장행정","남-현거주지","","495945",
"동부","O. 공공행정, 국방 및 사회보장행정","남-근무지","","444309",
"동부","O. 공공행정, 국방 및 사회보장행정","여-현거주지","","239032",
"동부","O. 공공행정, 국방 및 사회보장행정","여-근무지","","217452",
"동부","P. 교육서비스업","취업인구-현거주지","","1510426",
"동부","P. 교육서비스업","취업인구-근무지","","1422862",
"동부","P. 교육서비스업","남-현거주지","","527507",
"동부","P. 교육서비스업","남-근무지","","491701",
"동부","P. 교육서비스업","여-현거주지","","982919",
"동부","P. 교육서비스업","여-근무지","","931161",
"동부","Q. 보건업 및 사회복지서비스업","취업인구-현거주지","","1310795",
"동부","Q. 보건업 및 사회복지서비스업","취업인구-근무지","","1272863",
"동부","Q. 보건업 및 사회복지서비스업","남-현거주지","","273132",
"동부","Q. 보건업 및 사회복지서비스업","남-근무지","","259041",
"동부","Q. 보건업 및 사회복지서비스업","여-현거주지","","1037663",
"동부","Q. 보건업 및 사회복지서비스업","여-근무지","","1013822",
"동부","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-현거주지","","335824",
"동부","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-근무지","","307253",
"동부","R. 예술, 스포츠 및 여가 관련 서비스업","남-현거주지","","181388",
"동부","R. 예술, 스포츠 및 여가 관련 서비스업","남-근무지","","166163",
"동부","R. 예술, 스포츠 및 여가 관련 서비스업","여-현거주지","","154436",
"동부","R. 예술, 스포츠 및 여가 관련 서비스업","여-근무지","","141090",
"동부","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-현거주지","","867542",
"동부","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-근무지","","829114",
"동부","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-현거주지","","470823",
"동부","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-근무지","","445957",
"동부","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-현거주지","","396719",
"동부","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-근무지","","383157",
"동부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-현거주지","","83444",
"동부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-근무지","","77738",
"동부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-현거주지","","4346",
"동부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-근무지","","4089",
"동부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-현거주지","","79098",
"동부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-근무지","","73649",
"동부","U.국제 및 외국기관","취업인구-현거주지","","10284",
"동부","U.국제 및 외국기관","취업인구-근무지","","9100",
"동부","U.국제 및 외국기관","남-현거주지","","7188",
"동부","U.국제 및 외국기관","남-근무지","","6331",
"동부","U.국제 및 외국기관","여-현거주지","","3096",
"동부","U.국제 및 외국기관","여-근무지","","2769",
"읍부","계","취업인구-현거주지","","2185330",
"읍부","계","취업인구-근무지","","2327221",
"읍부","계","남-현거주지","","1308155",
"읍부","계","남-근무지","","1455171",
"읍부","계","여-현거주지","","877175",
"읍부","계","여-근무지","","872050",
"읍부","A. 농업, 임업 및 어업","취업인구-현거주지","","279759",
"읍부","A. 농업, 임업 및 어업","취업인구-근무지","","282402",
"읍부","A. 농업, 임업 및 어업","남-현거주지","","156786",
"읍부","A. 농업, 임업 및 어업","남-근무지","","158723",
"읍부","A. 농업, 임업 및 어업","여-현거주지","","122973",
"읍부","A. 농업, 임업 및 어업","여-근무지","","123679",
"읍부","B. 광업","취업인구-현거주지","","3411",
"읍부","B. 광업","취업인구-근무지","","3870",
"읍부","B. 광업","남-현거주지","","3017",
"읍부","B. 광업","남-근무지","","3446",
"읍부","B. 광업","여-현거주지","","394",
"읍부","B. 광업","여-근무지","","424",
"읍부","C. 제조업","취업인구-현거주지","","471006",
"읍부","C. 제조업","취업인구-근무지","","585000",
"읍부","C. 제조업","남-현거주지","","340346",
"읍부","C. 제조업","남-근무지","","438908",
"읍부","C. 제조업","여-현거주지","","130660",
"읍부","C. 제조업","여-근무지","","146092",
"읍부","D. 전기,가스,증기 및 수도사업","취업인구-현거주지","","15087",
"읍부","D. 전기,가스,증기 및 수도사업","취업인구-근무지","","18369",
"읍부","D. 전기,가스,증기 및 수도사업","남-현거주지","","12809",
"읍부","D. 전기,가스,증기 및 수도사업","남-근무지","","15798",
"읍부","D. 전기,가스,증기 및 수도사업","여-현거주지","","2278",
"읍부","D. 전기,가스,증기 및 수도사업","여-근무지","","2571",
"읍부","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-현거주지","","10367",
"읍부","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-근무지","","11466",
"읍부","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-현거주지","","8501",
"읍부","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-근무지","","9548",
"읍부","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-현거주지","","1866",
"읍부","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-근무지","","1918",
"읍부","F. 건설업","취업인구-현거주지","","139007",
"읍부","F. 건설업","취업인구-근무지","","157700",
"읍부","F. 건설업","남-현거주지","","125957",
"읍부","F. 건설업","남-근무지","","144477",
"읍부","F. 건설업","여-현거주지","","13050",
"읍부","F. 건설업","여-근무지","","13223",
"읍부","G. 도매 및 소매업","취업인구-현거주지","","239994",
"읍부","G. 도매 및 소매업","취업인구-근무지","","232749",
"읍부","G. 도매 및 소매업","남-현거주지","","129733",
"읍부","G. 도매 및 소매업","남-근무지","","131903",
"읍부","G. 도매 및 소매업","여-현거주지","","110261",
"읍부","G. 도매 및 소매업","여-근무지","","100846",
"읍부","H. 운수업","취업인구-현거주지","","98866",
"읍부","H. 운수업","취업인구-근무지","","102864",
"읍부","H. 운수업","남-현거주지","","87671",
"읍부","H. 운수업","남-근무지","","91330",
"읍부","H. 운수업","여-현거주지","","11195",
"읍부","H. 운수업","여-근무지","","11534",
"읍부","I. 숙박 및 음식점업","취업인구-현거주지","","167043",
"읍부","I. 숙박 및 음식점업","취업인구-근무지","","163975",
"읍부","I. 숙박 및 음식점업","남-현거주지","","57728",
"읍부","I. 숙박 및 음식점업","남-근무지","","56458",
"읍부","I. 숙박 및 음식점업","여-현거주지","","109315",
"읍부","I. 숙박 및 음식점업","여-근무지","","107517",
"읍부","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-현거주지","","27307",
"읍부","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-근무지","","19822",
"읍부","J. 출판, 영상 방송통신 및 정보서비스업","남-현거주지","","20106",
"읍부","J. 출판, 영상 방송통신 및 정보서비스업","남-근무지","","14744",
"읍부","J. 출판, 영상 방송통신 및 정보서비스업","여-현거주지","","7201",
"읍부","J. 출판, 영상 방송통신 및 정보서비스업","여-근무지","","5078",
"읍부","K. 금융 및 보험업","취업인구-현거주지","","49028",
"읍부","K. 금융 및 보험업","취업인구-근무지","","39501",
"읍부","K. 금융 및 보험업","남-현거주지","","24309",
"읍부","K. 금융 및 보험업","남-근무지","","21258",
"읍부","K. 금융 및 보험업","여-현거주지","","24719",
"읍부","K. 금융 및 보험업","여-근무지","","18243",
"읍부","L. 부동산업 및 임대업","취업인구-현거주지","","40658",
"읍부","L. 부동산업 및 임대업","취업인구-근무지","","38395",
"읍부","L. 부동산업 및 임대업","남-현거주지","","26797",
"읍부","L. 부동산업 및 임대업","남-근무지","","25966",
"읍부","L. 부동산업 및 임대업","여-현거주지","","13861",
"읍부","L. 부동산업 및 임대업","여-근무지","","12429",
"읍부","M. 전문,과학 및 기술서비스업","취업인구-현거주지","","51562",
"읍부","M. 전문,과학 및 기술서비스업","취업인구-근무지","","55161",
"읍부","M. 전문,과학 및 기술서비스업","남-현거주지","","35532",
"읍부","M. 전문,과학 및 기술서비스업","남-근무지","","41757",
"읍부","M. 전문,과학 및 기술서비스업","여-현거주지","","16030",
"읍부","M. 전문,과학 및 기술서비스업","여-근무지","","13404",
"읍부","N. 사업시설관리 및 사업지원서비스업","취업인구-현거주지","","77585",
"읍부","N. 사업시설관리 및 사업지원서비스업","취업인구-근무지","","72710",
"읍부","N. 사업시설관리 및 사업지원서비스업","남-현거주지","","53595",
"읍부","N. 사업시설관리 및 사업지원서비스업","남-근무지","","51419",
"읍부","N. 사업시설관리 및 사업지원서비스업","여-현거주지","","23990",
"읍부","N. 사업시설관리 및 사업지원서비스업","여-근무지","","21291",
"읍부","O. 공공행정, 국방 및 사회보장행정","취업인구-현거주지","","120928",
"읍부","O. 공공행정, 국방 및 사회보장행정","취업인구-근무지","","139116",
"읍부","O. 공공행정, 국방 및 사회보장행정","남-현거주지","","85326",
"읍부","O. 공공행정, 국방 및 사회보장행정","남-근무지","","99371",
"읍부","O. 공공행정, 국방 및 사회보장행정","여-현거주지","","35602",
"읍부","O. 공공행정, 국방 및 사회보장행정","여-근무지","","39745",
"읍부","P. 교육서비스업","취업인구-현거주지","","126426",
"읍부","P. 교육서비스업","취업인구-근무지","","138219",
"읍부","P. 교육서비스업","남-현거주지","","44540",
"읍부","P. 교육서비스업","남-근무지","","50980",
"읍부","P. 교육서비스업","여-현거주지","","81886",
"읍부","P. 교육서비스업","여-근무지","","87239",
"읍부","Q. 보건업 및 사회복지서비스업","취업인구-현거주지","","134438",
"읍부","Q. 보건업 및 사회복지서비스업","취업인구-근무지","","137349",
"읍부","Q. 보건업 및 사회복지서비스업","남-현거주지","","22470",
"읍부","Q. 보건업 및 사회복지서비스업","남-근무지","","26676",
"읍부","Q. 보건업 및 사회복지서비스업","여-현거주지","","111968",
"읍부","Q. 보건업 및 사회복지서비스업","여-근무지","","110673",
"읍부","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-현거주지","","36911",
"읍부","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-근무지","","38168",
"읍부","R. 예술, 스포츠 및 여가 관련 서비스업","남-현거주지","","19830",
"읍부","R. 예술, 스포츠 및 여가 관련 서비스업","남-근무지","","20771",
"읍부","R. 예술, 스포츠 및 여가 관련 서비스업","여-현거주지","","17081",
"읍부","R. 예술, 스포츠 및 여가 관련 서비스업","여-근무지","","17397",
"읍부","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-현거주지","","88935",
"읍부","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-근무지","","83060",
"읍부","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-현거주지","","51376",
"읍부","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-근무지","","49437",
"읍부","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-현거주지","","37559",
"읍부","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-근무지","","33623",
"읍부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-현거주지","","5247",
"읍부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-근무지","","4883",
"읍부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-현거주지","","295",
"읍부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-근무지","","261",
"읍부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-현거주지","","4952",
"읍부","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-근무지","","4622",
"읍부","U.국제 및 외국기관","취업인구-현거주지","","1765",
"읍부","U.국제 및 외국기관","취업인구-근무지","","2442",
"읍부","U.국제 및 외국기관","남-현거주지","","1431",
"읍부","U.국제 및 외국기관","남-근무지","","1940",
"읍부","U.국제 및 외국기관","여-현거주지","","334",
"읍부","U.국제 및 외국기관","여-근무지","","502",
"면부","계","취업인구-현거주지","","2493858",
"면부","계","취업인구-근무지","","3106348",
"면부","계","남-현거주지","","1450382",
"면부","계","남-근무지","","1945003",
"면부","계","여-현거주지","","1043476",
"면부","계","여-근무지","","1161345",
"면부","A. 농업, 임업 및 어업","취업인구-현거주지","","1036731",
"면부","A. 농업, 임업 및 어업","취업인구-근무지","","1074893",
"면부","A. 농업, 임업 및 어업","남-현거주지","","565193",
"면부","A. 농업, 임업 및 어업","남-근무지","","589588",
"면부","A. 농업, 임업 및 어업","여-현거주지","","471538",
"면부","A. 농업, 임업 및 어업","여-근무지","","485305",
"면부","B. 광업","취업인구-현거주지","","3679",
"면부","B. 광업","취업인구-근무지","","6036",
"면부","B. 광업","남-현거주지","","3128",
"면부","B. 광업","남-근무지","","5267",
"면부","B. 광업","여-현거주지","","551",
"면부","B. 광업","여-근무지","","769",
"면부","C. 제조업","취업인구-현거주지","","362763",
"면부","C. 제조업","취업인구-근무지","","731258",
"면부","C. 제조업","남-현거주지","","261120",
"면부","C. 제조업","남-근무지","","552589",
"면부","C. 제조업","여-현거주지","","101643",
"면부","C. 제조업","여-근무지","","178669",
"면부","D. 전기,가스,증기 및 수도사업","취업인구-현거주지","","12539",
"면부","D. 전기,가스,증기 및 수도사업","취업인구-근무지","","22735",
"면부","D. 전기,가스,증기 및 수도사업","남-현거주지","","10877",
"면부","D. 전기,가스,증기 및 수도사업","남-근무지","","20396",
"면부","D. 전기,가스,증기 및 수도사업","여-현거주지","","1662",
"면부","D. 전기,가스,증기 및 수도사업","여-근무지","","2339",
"면부","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-현거주지","","8687",
"면부","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-근무지","","15556",
