"행정구역별(시군구)","산업별","항목","단위","2015 년",
"금정구","K. 금융 및 보험업","여-근무지","","788",
"금정구","L. 부동산업 및 임대업","취업인구-현거주지","","2810",
"금정구","L. 부동산업 및 임대업","취업인구-근무지","","2260",
"금정구","L. 부동산업 및 임대업","남-현거주지","","1809",
"금정구","L. 부동산업 및 임대업","남-근무지","","1414",
"금정구","L. 부동산업 및 임대업","여-현거주지","","1001",
"금정구","L. 부동산업 및 임대업","여-근무지","","846",
"금정구","M. 전문,과학 및 기술서비스업","취업인구-현거주지","","3833",
"금정구","M. 전문,과학 및 기술서비스업","취업인구-근무지","","3058",
"금정구","M. 전문,과학 및 기술서비스업","남-현거주지","","2597",
"금정구","M. 전문,과학 및 기술서비스업","남-근무지","","1956",
"금정구","M. 전문,과학 및 기술서비스업","여-현거주지","","1236",
"금정구","M. 전문,과학 및 기술서비스업","여-근무지","","1102",
"금정구","N. 사업시설관리 및 사업지원서비스업","취업인구-현거주지","","4049",
"금정구","N. 사업시설관리 및 사업지원서비스업","취업인구-근무지","","3220",
"금정구","N. 사업시설관리 및 사업지원서비스업","남-현거주지","","2587",
"금정구","N. 사업시설관리 및 사업지원서비스업","남-근무지","","2100",
"금정구","N. 사업시설관리 및 사업지원서비스업","여-현거주지","","1462",
"금정구","N. 사업시설관리 및 사업지원서비스업","여-근무지","","1120",
"금정구","O. 공공행정, 국방 및 사회보장행정","취업인구-현거주지","","3543",
"금정구","O. 공공행정, 국방 및 사회보장행정","취업인구-근무지","","2395",
"금정구","O. 공공행정, 국방 및 사회보장행정","남-현거주지","","2212",
"금정구","O. 공공행정, 국방 및 사회보장행정","남-근무지","","1482",
"금정구","O. 공공행정, 국방 및 사회보장행정","여-현거주지","","1331",
"금정구","O. 공공행정, 국방 및 사회보장행정","여-근무지","","913",
"금정구","P. 교육서비스업","취업인구-현거주지","","10771",
"금정구","P. 교육서비스업","취업인구-근무지","","11373",
"금정구","P. 교육서비스업","남-현거주지","","3848",
"금정구","P. 교육서비스업","남-근무지","","4602",
"금정구","P. 교육서비스업","여-현거주지","","6923",
"금정구","P. 교육서비스업","여-근무지","","6771",
"금정구","Q. 보건업 및 사회복지서비스업","취업인구-현거주지","","8440",
"금정구","Q. 보건업 및 사회복지서비스업","취업인구-근무지","","7381",
"금정구","Q. 보건업 및 사회복지서비스업","남-현거주지","","2002",
"금정구","Q. 보건업 및 사회복지서비스업","남-근무지","","1361",
"금정구","Q. 보건업 및 사회복지서비스업","여-현거주지","","6438",
"금정구","Q. 보건업 및 사회복지서비스업","여-근무지","","6020",
"금정구","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-현거주지","","1858",
"금정구","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-근무지","","1953",
"금정구","R. 예술, 스포츠 및 여가 관련 서비스업","남-현거주지","","896",
"금정구","R. 예술, 스포츠 및 여가 관련 서비스업","남-근무지","","1003",
"금정구","R. 예술, 스포츠 및 여가 관련 서비스업","여-현거주지","","962",
"금정구","R. 예술, 스포츠 및 여가 관련 서비스업","여-근무지","","950",
"금정구","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-현거주지","","5063",
"금정구","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-근무지","","4663",
"금정구","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-현거주지","","2788",
"금정구","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-근무지","","2524",
"금정구","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-현거주지","","2275",
"금정구","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-근무지","","2139",
"금정구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-현거주지","","362",
"금정구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-근무지","","375",
"금정구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-현거주지","","",
"금정구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-근무지","","12",
"금정구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-현거주지","","362",
"금정구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-근무지","","363",
"금정구","U.국제 및 외국기관","취업인구-현거주지","","14",
"금정구","U.국제 및 외국기관","취업인구-근무지","","1",
"금정구","U.국제 및 외국기관","남-현거주지","","7",
"금정구","U.국제 및 외국기관","남-근무지","","",
"금정구","U.국제 및 외국기관","여-현거주지","","7",
"금정구","U.국제 및 외국기관","여-근무지","","1",
"강서구","계","취업인구-현거주지","","42763",
"강서구","계","취업인구-근무지","","123402",
"강서구","계","남-현거주지","","26899",
"강서구","계","남-근무지","","92375",
"강서구","계","여-현거주지","","15864",
"강서구","계","여-근무지","","31027",
"강서구","A. 농업, 임업 및 어업","취업인구-현거주지","","5506",
"강서구","A. 농업, 임업 및 어업","취업인구-근무지","","6313",
"강서구","A. 농업, 임업 및 어업","남-현거주지","","2974",
"강서구","A. 농업, 임업 및 어업","남-근무지","","3401",
"강서구","A. 농업, 임업 및 어업","여-현거주지","","2532",
"강서구","A. 농업, 임업 및 어업","여-근무지","","2912",
"강서구","B. 광업","취업인구-현거주지","","5",
"강서구","B. 광업","취업인구-근무지","","23",
"강서구","B. 광업","남-현거주지","","",
"강서구","B. 광업","남-근무지","","3",
"강서구","B. 광업","여-현거주지","","5",
"강서구","B. 광업","여-근무지","","20",
"강서구","C. 제조업","취업인구-현거주지","","12370",
"강서구","C. 제조업","취업인구-근무지","","58668",
"강서구","C. 제조업","남-현거주지","","9588",
"강서구","C. 제조업","남-근무지","","47873",
"강서구","C. 제조업","여-현거주지","","2782",
"강서구","C. 제조업","여-근무지","","10795",
"강서구","D. 전기,가스,증기 및 수도사업","취업인구-현거주지","","207",
"강서구","D. 전기,가스,증기 및 수도사업","취업인구-근무지","","287",
"강서구","D. 전기,가스,증기 및 수도사업","남-현거주지","","144",
"강서구","D. 전기,가스,증기 및 수도사업","남-근무지","","217",
"강서구","D. 전기,가스,증기 및 수도사업","여-현거주지","","63",
"강서구","D. 전기,가스,증기 및 수도사업","여-근무지","","70",
"강서구","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-현거주지","","245",
"강서구","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-근무지","","692",
"강서구","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-현거주지","","183",
"강서구","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-근무지","","578",
"강서구","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-현거주지","","62",
"강서구","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-근무지","","114",
"강서구","F. 건설업","취업인구-현거주지","","2072",
"강서구","F. 건설업","취업인구-근무지","","7607",
"강서구","F. 건설업","남-현거주지","","1868",
"강서구","F. 건설업","남-근무지","","6916",
"강서구","F. 건설업","여-현거주지","","204",
"강서구","F. 건설업","여-근무지","","691",
"강서구","G. 도매 및 소매업","취업인구-현거주지","","5028",
"강서구","G. 도매 및 소매업","취업인구-근무지","","11625",
"강서구","G. 도매 및 소매업","남-현거주지","","2947",
"강서구","G. 도매 및 소매업","남-근무지","","8065",
"강서구","G. 도매 및 소매업","여-현거주지","","2081",
"강서구","G. 도매 및 소매업","여-근무지","","3560",
"강서구","H. 운수업","취업인구-현거주지","","2516",
"강서구","H. 운수업","취업인구-근무지","","12138",
"강서구","H. 운수업","남-현거주지","","2244",
"강서구","H. 운수업","남-근무지","","10371",
"강서구","H. 운수업","여-현거주지","","272",
"강서구","H. 운수업","여-근무지","","1767",
"강서구","I. 숙박 및 음식점업","취업인구-현거주지","","2901",
"강서구","I. 숙박 및 음식점업","취업인구-근무지","","4234",
"강서구","I. 숙박 및 음식점업","남-현거주지","","1119",
"강서구","I. 숙박 및 음식점업","남-근무지","","1332",
"강서구","I. 숙박 및 음식점업","여-현거주지","","1782",
"강서구","I. 숙박 및 음식점업","여-근무지","","2902",
"강서구","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-현거주지","","274",
"강서구","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-근무지","","915",
"강서구","J. 출판, 영상 방송통신 및 정보서비스업","남-현거주지","","166",
"강서구","J. 출판, 영상 방송통신 및 정보서비스업","남-근무지","","535",
"강서구","J. 출판, 영상 방송통신 및 정보서비스업","여-현거주지","","108",
"강서구","J. 출판, 영상 방송통신 및 정보서비스업","여-근무지","","380",
"강서구","K. 금융 및 보험업","취업인구-현거주지","","781",
"강서구","K. 금융 및 보험업","취업인구-근무지","","875",
"강서구","K. 금융 및 보험업","남-현거주지","","305",
"강서구","K. 금융 및 보험업","남-근무지","","494",
"강서구","K. 금융 및 보험업","여-현거주지","","476",
"강서구","K. 금융 및 보험업","여-근무지","","381",
"강서구","L. 부동산업 및 임대업","취업인구-현거주지","","876",
"강서구","L. 부동산업 및 임대업","취업인구-근무지","","1727",
"강서구","L. 부동산업 및 임대업","남-현거주지","","470",
"강서구","L. 부동산업 및 임대업","남-근무지","","1139",
"강서구","L. 부동산업 및 임대업","여-현거주지","","406",
"강서구","L. 부동산업 및 임대업","여-근무지","","588",
"강서구","M. 전문,과학 및 기술서비스업","취업인구-현거주지","","1291",
"강서구","M. 전문,과학 및 기술서비스업","취업인구-근무지","","3187",
"강서구","M. 전문,과학 및 기술서비스업","남-현거주지","","982",
"강서구","M. 전문,과학 및 기술서비스업","남-근무지","","2499",
"강서구","M. 전문,과학 및 기술서비스업","여-현거주지","","309",
"강서구","M. 전문,과학 및 기술서비스업","여-근무지","","688",
"강서구","N. 사업시설관리 및 사업지원서비스업","취업인구-현거주지","","1011",
"강서구","N. 사업시설관리 및 사업지원서비스업","취업인구-근무지","","2926",
"강서구","N. 사업시설관리 및 사업지원서비스업","남-현거주지","","645",
"강서구","N. 사업시설관리 및 사업지원서비스업","남-근무지","","2102",
"강서구","N. 사업시설관리 및 사업지원서비스업","여-현거주지","","366",
"강서구","N. 사업시설관리 및 사업지원서비스업","여-근무지","","824",
"강서구","O. 공공행정, 국방 및 사회보장행정","취업인구-현거주지","","1645",
"강서구","O. 공공행정, 국방 및 사회보장행정","취업인구-근무지","","3773",
"강서구","O. 공공행정, 국방 및 사회보장행정","남-현거주지","","1208",
"강서구","O. 공공행정, 국방 및 사회보장행정","남-근무지","","2868",
"강서구","O. 공공행정, 국방 및 사회보장행정","여-현거주지","","437",
"강서구","O. 공공행정, 국방 및 사회보장행정","여-근무지","","905",
"강서구","P. 교육서비스업","취업인구-현거주지","","2047",
"강서구","P. 교육서비스업","취업인구-근무지","","2285",
"강서구","P. 교육서비스업","남-현거주지","","548",
"강서구","P. 교육서비스업","남-근무지","","587",
"강서구","P. 교육서비스업","여-현거주지","","1499",
"강서구","P. 교육서비스업","여-근무지","","1698",
"강서구","Q. 보건업 및 사회복지서비스업","취업인구-현거주지","","1990",
"강서구","Q. 보건업 및 사회복지서비스업","취업인구-근무지","","1871",
"강서구","Q. 보건업 및 사회복지서비스업","남-현거주지","","408",
"강서구","Q. 보건업 및 사회복지서비스업","남-근무지","","384",
"강서구","Q. 보건업 및 사회복지서비스업","여-현거주지","","1582",
"강서구","Q. 보건업 및 사회복지서비스업","여-근무지","","1487",
"강서구","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-현거주지","","536",
"강서구","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-근무지","","1266",
"강서구","R. 예술, 스포츠 및 여가 관련 서비스업","남-현거주지","","300",
"강서구","R. 예술, 스포츠 및 여가 관련 서비스업","남-근무지","","900",
"강서구","R. 예술, 스포츠 및 여가 관련 서비스업","여-현거주지","","236",
"강서구","R. 예술, 스포츠 및 여가 관련 서비스업","여-근무지","","366",
"강서구","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-현거주지","","1351",
"강서구","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-근무지","","2859",
"강서구","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-현거주지","","790",
"강서구","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-근무지","","2111",
"강서구","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-현거주지","","561",
"강서구","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-근무지","","748",
"강서구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-현거주지","","111",
"강서구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-근무지","","131",
"강서구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-현거주지","","10",
"강서구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-근무지","","",
"강서구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-현거주지","","101",
"강서구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-근무지","","131",
"연제구","계","취업인구-현거주지","","91334",
"연제구","계","취업인구-근무지","","83972",
"연제구","계","남-현거주지","","52504",
"연제구","계","남-근무지","","45165",
"연제구","계","여-현거주지","","38830",
"연제구","계","여-근무지","","38807",
"연제구","A. 농업, 임업 및 어업","취업인구-현거주지","","221",
"연제구","A. 농업, 임업 및 어업","취업인구-근무지","","186",
"연제구","A. 농업, 임업 및 어업","남-현거주지","","125",
"연제구","A. 농업, 임업 및 어업","남-근무지","","110",
"연제구","A. 농업, 임업 및 어업","여-현거주지","","96",
"연제구","A. 농업, 임업 및 어업","여-근무지","","76",
"연제구","B. 광업","취업인구-현거주지","","12",
"연제구","B. 광업","취업인구-근무지","","23",
"연제구","B. 광업","남-현거주지","","12",
"연제구","B. 광업","남-근무지","","23",
"연제구","B. 광업","여-현거주지","","",
"연제구","B. 광업","여-근무지","","",
"연제구","C. 제조업","취업인구-현거주지","","11838",
"연제구","C. 제조업","취업인구-근무지","","5261",
"연제구","C. 제조업","남-현거주지","","8903",
"연제구","C. 제조업","남-근무지","","3273",
"연제구","C. 제조업","여-현거주지","","2935",
"연제구","C. 제조업","여-근무지","","1988",
"연제구","D. 전기,가스,증기 및 수도사업","취업인구-현거주지","","406",
"연제구","D. 전기,가스,증기 및 수도사업","취업인구-근무지","","112",
"연제구","D. 전기,가스,증기 및 수도사업","남-현거주지","","328",
"연제구","D. 전기,가스,증기 및 수도사업","남-근무지","","82",
"연제구","D. 전기,가스,증기 및 수도사업","여-현거주지","","78",
"연제구","D. 전기,가스,증기 및 수도사업","여-근무지","","30",
"연제구","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-현거주지","","220",
"연제구","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-근무지","","129",
"연제구","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-현거주지","","166",
"연제구","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-근무지","","100",
"연제구","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-현거주지","","54",
"연제구","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-근무지","","29",
"연제구","F. 건설업","취업인구-현거주지","","7274",
"연제구","F. 건설업","취업인구-근무지","","6829",
"연제구","F. 건설업","남-현거주지","","6460",
"연제구","F. 건설업","남-근무지","","6045",
"연제구","F. 건설업","여-현거주지","","814",
"연제구","F. 건설업","여-근무지","","784",
"연제구","G. 도매 및 소매업","취업인구-현거주지","","14804",
"연제구","G. 도매 및 소매업","취업인구-근무지","","11997",
"연제구","G. 도매 및 소매업","남-현거주지","","7876",
"연제구","G. 도매 및 소매업","남-근무지","","6412",
"연제구","G. 도매 및 소매업","여-현거주지","","6928",
"연제구","G. 도매 및 소매업","여-근무지","","5585",
"연제구","H. 운수업","취업인구-현거주지","","5948",
"연제구","H. 운수업","취업인구-근무지","","3683",
"연제구","H. 운수업","남-현거주지","","5243",
"연제구","H. 운수업","남-근무지","","3359",
"연제구","H. 운수업","여-현거주지","","705",
"연제구","H. 운수업","여-근무지","","324",
"연제구","I. 숙박 및 음식점업","취업인구-현거주지","","8573",
"연제구","I. 숙박 및 음식점업","취업인구-근무지","","7779",
"연제구","I. 숙박 및 음식점업","남-현거주지","","3263",
"연제구","I. 숙박 및 음식점업","남-근무지","","2915",
"연제구","I. 숙박 및 음식점업","여-현거주지","","5310",
"연제구","I. 숙박 및 음식점업","여-근무지","","4864",
"연제구","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-현거주지","","1714",
"연제구","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-근무지","","1895",
"연제구","J. 출판, 영상 방송통신 및 정보서비스업","남-현거주지","","1213",
"연제구","J. 출판, 영상 방송통신 및 정보서비스업","남-근무지","","1212",
"연제구","J. 출판, 영상 방송통신 및 정보서비스업","여-현거주지","","501",
"연제구","J. 출판, 영상 방송통신 및 정보서비스업","여-근무지","","683",
"연제구","K. 금융 및 보험업","취업인구-현거주지","","4327",
"연제구","K. 금융 및 보험업","취업인구-근무지","","6317",
"연제구","K. 금융 및 보험업","남-현거주지","","1928",
"연제구","K. 금융 및 보험업","남-근무지","","2458",
"연제구","K. 금융 및 보험업","여-현거주지","","2399",
"연제구","K. 금융 및 보험업","여-근무지","","3859",
"연제구","L. 부동산업 및 임대업","취업인구-현거주지","","2935",
"연제구","L. 부동산업 및 임대업","취업인구-근무지","","3367",
"연제구","L. 부동산업 및 임대업","남-현거주지","","1865",
"연제구","L. 부동산업 및 임대업","남-근무지","","1954",
"연제구","L. 부동산업 및 임대업","여-현거주지","","1070",
"연제구","L. 부동산업 및 임대업","여-근무지","","1413",
"연제구","M. 전문,과학 및 기술서비스업","취업인구-현거주지","","3707",
"연제구","M. 전문,과학 및 기술서비스업","취업인구-근무지","","5687",
"연제구","M. 전문,과학 및 기술서비스업","남-현거주지","","2466",
"연제구","M. 전문,과학 및 기술서비스업","남-근무지","","3500",
"연제구","M. 전문,과학 및 기술서비스업","여-현거주지","","1241",
"연제구","M. 전문,과학 및 기술서비스업","여-근무지","","2187",
"연제구","N. 사업시설관리 및 사업지원서비스업","취업인구-현거주지","","3760",
"연제구","N. 사업시설관리 및 사업지원서비스업","취업인구-근무지","","3974",
"연제구","N. 사업시설관리 및 사업지원서비스업","남-현거주지","","2186",
"연제구","N. 사업시설관리 및 사업지원서비스업","남-근무지","","2091",
"연제구","N. 사업시설관리 및 사업지원서비스업","여-현거주지","","1574",
"연제구","N. 사업시설관리 및 사업지원서비스업","여-근무지","","1883",
"연제구","O. 공공행정, 국방 및 사회보장행정","취업인구-현거주지","","4578",
"연제구","O. 공공행정, 국방 및 사회보장행정","취업인구-근무지","","7981",
"연제구","O. 공공행정, 국방 및 사회보장행정","남-현거주지","","3004",
"연제구","O. 공공행정, 국방 및 사회보장행정","남-근무지","","5365",
"연제구","O. 공공행정, 국방 및 사회보장행정","여-현거주지","","1574",
"연제구","O. 공공행정, 국방 및 사회보장행정","여-근무지","","2616",
"연제구","P. 교육서비스업","취업인구-현거주지","","7729",
"연제구","P. 교육서비스업","취업인구-근무지","","5919",
"연제구","P. 교육서비스업","남-현거주지","","2836",
"연제구","P. 교육서비스업","남-근무지","","1869",
"연제구","P. 교육서비스업","여-현거주지","","4893",
"연제구","P. 교육서비스업","여-근무지","","4050",
"연제구","Q. 보건업 및 사회복지서비스업","취업인구-현거주지","","7032",
"연제구","Q. 보건업 및 사회복지서비스업","취업인구-근무지","","6640",
"연제구","Q. 보건업 및 사회복지서비스업","남-현거주지","","1440",
"연제구","Q. 보건업 및 사회복지서비스업","남-근무지","","1336",
"연제구","Q. 보건업 및 사회복지서비스업","여-현거주지","","5592",
"연제구","Q. 보건업 및 사회복지서비스업","여-근무지","","5304",
"연제구","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-현거주지","","1419",
"연제구","R. 예술, 스포츠 및 여가 관련 서비스업","취업인구-근무지","","1169",
"연제구","R. 예술, 스포츠 및 여가 관련 서비스업","남-현거주지","","791",
"연제구","R. 예술, 스포츠 및 여가 관련 서비스업","남-근무지","","666",
"연제구","R. 예술, 스포츠 및 여가 관련 서비스업","여-현거주지","","628",
"연제구","R. 예술, 스포츠 및 여가 관련 서비스업","여-근무지","","503",
"연제구","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-현거주지","","4447",
"연제구","S. 협회 및 단체, 수리 및 기타 개인서비스업","취업인구-근무지","","4627",
"연제구","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-현거주지","","2354",
"연제구","S. 협회 및 단체, 수리 및 기타 개인서비스업","남-근무지","","2364",
"연제구","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-현거주지","","2093",
"연제구","S. 협회 및 단체, 수리 및 기타 개인서비스업","여-근무지","","2263",
"연제구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-현거주지","","369",
"연제구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","취업인구-근무지","","390",
"연제구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-현거주지","","24",
"연제구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","남-근무지","","24",
"연제구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-현거주지","","345",
"연제구","T.가구 내 고용활동 및 달리 분류되지 않은 자가생산활동","여-근무지","","366",
"연제구","U.국제 및 외국기관","취업인구-현거주지","","21",
"연제구","U.국제 및 외국기관","취업인구-근무지","","7",
"연제구","U.국제 및 외국기관","남-현거주지","","21",
"연제구","U.국제 및 외국기관","남-근무지","","7",
"연제구","U.국제 및 외국기관","여-현거주지","","",
"연제구","U.국제 및 외국기관","여-근무지","","",
"수영구","계","취업인구-현거주지","","78636",
"수영구","계","취업인구-근무지","","55776",
"수영구","계","남-현거주지","","44572",
"수영구","계","남-근무지","","29890",
"수영구","계","여-현거주지","","34064",
"수영구","계","여-근무지","","25886",
"수영구","A. 농업, 임업 및 어업","취업인구-현거주지","","351",
"수영구","A. 농업, 임업 및 어업","취업인구-근무지","","233",
"수영구","A. 농업, 임업 및 어업","남-현거주지","","299",
"수영구","A. 농업, 임업 및 어업","남-근무지","","191",
"수영구","A. 농업, 임업 및 어업","여-현거주지","","52",
"수영구","A. 농업, 임업 및 어업","여-근무지","","42",
"수영구","B. 광업","취업인구-현거주지","","32",
"수영구","B. 광업","취업인구-근무지","","20",
"수영구","B. 광업","남-현거주지","","19",
"수영구","B. 광업","남-근무지","","7",
"수영구","B. 광업","여-현거주지","","13",
"수영구","B. 광업","여-근무지","","13",
"수영구","C. 제조업","취업인구-현거주지","","7982",
"수영구","C. 제조업","취업인구-근무지","","3199",
"수영구","C. 제조업","남-현거주지","","5994",
"수영구","C. 제조업","남-근무지","","1955",
"수영구","C. 제조업","여-현거주지","","1988",
"수영구","C. 제조업","여-근무지","","1244",
"수영구","D. 전기,가스,증기 및 수도사업","취업인구-현거주지","","351",
"수영구","D. 전기,가스,증기 및 수도사업","취업인구-근무지","","326",
"수영구","D. 전기,가스,증기 및 수도사업","남-현거주지","","260",
"수영구","D. 전기,가스,증기 및 수도사업","남-근무지","","249",
"수영구","D. 전기,가스,증기 및 수도사업","여-현거주지","","91",
"수영구","D. 전기,가스,증기 및 수도사업","여-근무지","","77",
"수영구","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-현거주지","","195",
"수영구","E. 하수 폐기물처리, 원료재생 및 환경복원업","취업인구-근무지","","133",
"수영구","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-현거주지","","168",
"수영구","E. 하수 폐기물처리, 원료재생 및 환경복원업","남-근무지","","118",
"수영구","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-현거주지","","27",
"수영구","E. 하수 폐기물처리, 원료재생 및 환경복원업","여-근무지","","15",
"수영구","F. 건설업","취업인구-현거주지","","5374",
"수영구","F. 건설업","취업인구-근무지","","4774",
"수영구","F. 건설업","남-현거주지","","4822",
"수영구","F. 건설업","남-근무지","","4240",
"수영구","F. 건설업","여-현거주지","","552",
"수영구","F. 건설업","여-근무지","","534",
"수영구","G. 도매 및 소매업","취업인구-현거주지","","14215",
"수영구","G. 도매 및 소매업","취업인구-근무지","","10038",
"수영구","G. 도매 및 소매업","남-현거주지","","7335",
"수영구","G. 도매 및 소매업","남-근무지","","5336",
"수영구","G. 도매 및 소매업","여-현거주지","","6880",
"수영구","G. 도매 및 소매업","여-근무지","","4702",
"수영구","H. 운수업","취업인구-현거주지","","5415",
"수영구","H. 운수업","취업인구-근무지","","3567",
"수영구","H. 운수업","남-현거주지","","4795",
"수영구","H. 운수업","남-근무지","","3184",
"수영구","H. 운수업","여-현거주지","","620",
"수영구","H. 운수업","여-근무지","","383",
"수영구","I. 숙박 및 음식점업","취업인구-현거주지","","8496",
"수영구","I. 숙박 및 음식점업","취업인구-근무지","","7071",
"수영구","I. 숙박 및 음식점업","남-현거주지","","3445",
"수영구","I. 숙박 및 음식점업","남-근무지","","2752",
"수영구","I. 숙박 및 음식점업","여-현거주지","","5051",
"수영구","I. 숙박 및 음식점업","여-근무지","","4319",
"수영구","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-현거주지","","1849",
"수영구","J. 출판, 영상 방송통신 및 정보서비스업","취업인구-근무지","","1295",
"수영구","J. 출판, 영상 방송통신 및 정보서비스업","남-현거주지","","1248",
"수영구","J. 출판, 영상 방송통신 및 정보서비스업","남-근무지","","879",
"수영구","J. 출판, 영상 방송통신 및 정보서비스업","여-현거주지","","601",
"수영구","J. 출판, 영상 방송통신 및 정보서비스업","여-근무지","","416",
"수영구","K. 금융 및 보험업","취업인구-현거주지","","3103",
"수영구","K. 금융 및 보험업","취업인구-근무지","","1386",
"수영구","K. 금융 및 보험업","남-현거주지","","1704",
"수영구","K. 금융 및 보험업","남-근무지","","716",
"수영구","K. 금융 및 보험업","여-현거주지","","1399",
"수영구","K. 금융 및 보험업","여-근무지","","670",
"수영구","L. 부동산업 및 임대업","취업인구-현거주지","","3055",
"수영구","L. 부동산업 및 임대업","취업인구-근무지","","2499",
"수영구","L. 부동산업 및 임대업","남-현거주지","","2016",
"수영구","L. 부동산업 및 임대업","남-근무지","","1611",
"수영구","L. 부동산업 및 임대업","여-현거주지","","1039",
"수영구","L. 부동산업 및 임대업","여-근무지","","888",
"수영구","M. 전문,과학 및 기술서비스업","취업인구-현거주지","","3423",
"수영구","M. 전문,과학 및 기술서비스업","취업인구-근무지","","2078",
"수영구","M. 전문,과학 및 기술서비스업","남-현거주지","","2218",
"수영구","M. 전문,과학 및 기술서비스업","남-근무지","","1307",
"수영구","M. 전문,과학 및 기술서비스업","여-현거주지","","1205",
"수영구","M. 전문,과학 및 기술서비스업","여-근무지","","771",
"수영구","N. 사업시설관리 및 사업지원서비스업","취업인구-현거주지","","2875",
"수영구","N. 사업시설관리 및 사업지원서비스업","취업인구-근무지","","1837",
"수영구","N. 사업시설관리 및 사업지원서비스업","남-현거주지","","1657",
"수영구","N. 사업시설관리 및 사업지원서비스업","남-근무지","","1193",
"수영구","N. 사업시설관리 및 사업지원서비스업","여-현거주지","","1218",
"수영구","N. 사업시설관리 및 사업지원서비스업","여-근무지","","644",
"수영구","O. 공공행정, 국방 및 사회보장행정","취업인구-현거주지","","2941",
"수영구","O. 공공행정, 국방 및 사회보장행정","취업인구-근무지","","1948",
"수영구","O. 공공행정, 국방 및 사회보장행정","남-현거주지","","1894",
"수영구","O. 공공행정, 국방 및 사회보장행정","남-근무지","","1134",
"수영구","O. 공공행정, 국방 및 사회보장행정","여-현거주지","","1047",
"수영구","O. 공공행정, 국방 및 사회보장행정","여-근무지","","814",
"수영구","P. 교육서비스업","취업인구-현거주지","","7259",
"수영구","P. 교육서비스업","취업인구-근무지","","4617",
"수영구","P. 교육서비스업","남-현거주지","","2654",
"수영구","P. 교육서비스업","남-근무지","","1452",
"수영구","P. 교육서비스업","여-현거주지","","4605",
"수영구","P. 교육서비스업","여-근무지","","3165",
