"시군구별(1)","시군구별(2)",성별(1),2017,2017,2017,2017,2017,2017,2017,2017
"시군구별(1)","시군구별(2)",성별(1),당뇨병,당뇨병,당뇨병,당뇨병,고혈압,고혈압,고혈압,고혈압
"시군구별(1)","시군구별(2)",성별(1),소계,정상,공복혈당장애,당뇨병,소계,정상,고혈압전단계,고혈압
"강원","정선군",합계,159,24,62,73,258,19,95,144
"강원","정선군",남자,127,20,48,59,193,16,62,115
"강원","정선군",여자,32,4,14,14,65,3,33,29
"강원","철원군",합계,161,36,38,87,458,61,239,158
"강원","철원군",남자,103,25,26,52,294,33,146,115
"강원","철원군",여자,58,11,12,35,164,28,93,43
"강원","화천군",합계,46,2,22,22,83,15,42,26
"강원","화천군",남자,39,2,19,18,57,6,31,20
"강원","화천군",여자,7,-,3,4,26,9,11,6
"강원","양구군",합계,43,5,18,20,77,11,21,45
"강원","양구군",남자,36,3,14,19,50,6,14,30
"강원","양구군",여자,7,2,4,1,27,5,7,15
"강원","인제군",합계,64,5,18,41,101,28,31,42
"강원","인제군",남자,51,3,15,33,75,24,17,34
"강원","인제군",여자,13,2,3,8,26,4,14,8
"강원","고성군",합계,48,7,12,29,125,14,50,61
"강원","고성군",남자,36,3,9,24,78,6,28,44
"강원","고성군",여자,12,4,3,5,47,8,22,17
"강원","양양군",합계,49,8,13,28,123,14,59,50
"강원","양양군",남자,32,7,10,15,79,7,36,36
"강원","양양군",여자,17,1,3,13,44,7,23,14
"충북","소계",합계,6379,902,2176,3301,12805,894,4940,6971
"충북","소계",남자,4720,683,1579,2458,9492,538,3628,5326
"충북","소계",여자,1659,219,597,843,3313,356,1312,1645
"충북","청주시상당구",합계,650,64,240,346,1060,65,395,600
"충북","청주시상당구",남자,465,50,172,243,790,41,304,445
"충북","청주시상당구",여자,185,14,68,103,270,24,91,155
"충북","청주시서원구",합계,831,123,282,426,1504,106,637,761
"충북","청주시서원구",남자,607,89,204,314,1117,67,464,586
"충북","청주시서원구",여자,224,34,78,112,387,39,173,175
"충북","청주시흥덕구",합계,1187,176,424,587,2255,117,957,1181
"충북","청주시흥덕구",남자,901,137,326,438,1721,76,724,921
"충북","청주시흥덕구",여자,286,39,98,149,534,41,233,260
"충북","청주시청원구",합계,744,117,253,374,1530,96,595,839
"충북","청주시청원구",남자,569,93,194,282,1196,62,460,674
"충북","청주시청원구",여자,175,24,59,92,334,34,135,165
"충북","충주시",합계,683,78,239,366,2238,155,828,1255
