"상반기","대전","서구",여자,1602,824,111,4,663,5
"상반기","대전","유성구",합계,2299,1197,177,12,913,6
"상반기","대전","유성구",남자,1280,620,115,7,538,3
"상반기","대전","유성구",여자,1019,577,62,5,375,3
"상반기","대전","대덕구",합계,1414,450,104,5,855,5
"상반기","대전","대덕구",남자,722,212,63,3,444,2
"상반기","대전","대덕구",여자,692,238,41,2,411,3
"상반기","울산","소계",합계,9391,3780,583,51,4977,34
"상반기","울산","소계",남자,5240,1924,360,35,2921,24
"상반기","울산","소계",여자,4151,1856,223,16,2056,10
"상반기","울산","중구",합계,1916,746,95,8,1067,14
"상반기","울산","중구",남자,1042,371,62,6,603,9
"상반기","울산","중구",여자,874,375,33,2,464,5
"상반기","울산","남구",합계,2671,1171,252,16,1232,5
"상반기","울산","남구",남자,1425,575,150,9,691,4
"상반기","울산","남구",여자,1246,596,102,7,541,1
"상반기","울산","동구",합계,1629,567,42,6,1014,8
"상반기","울산","동구",남자,933,294,23,4,612,8
"상반기","울산","동구",여자,696,273,19,2,402,-
"상반기","울산","북구",합계,1560,654,52,10,844,3
"상반기","울산","북구",남자,874,330,36,6,502,-
"상반기","울산","북구",여자,686,324,16,4,342,3
"상반기","울산","울주군",합계,1615,642,142,11,820,4
"상반기","울산","울주군",남자,966,354,89,10,513,3
"상반기","울산","울주군",여자,649,288,53,1,307,1
"상반기","세종","소계",합계,1963,835,224,13,891,5
"상반기","세종","소계",남자,1089,439,126,8,516,4
"상반기","세종","소계",여자,874,396,98,5,375,1
"상반기","경기","소계",합계,86917,37399,7799,770,40949,290
"상반기","경기","소계",남자,46323,18593,4516,469,22745,207
"상반기","경기","소계",여자,40594,18806,3283,301,18204,83
"상반기","경기","수원시장안구",합계,1830,713,120,8,989,10
"상반기","경기","수원시장안구",남자,945,334,64,6,541,4
"상반기","경기","수원시장안구",여자,885,379,56,2,448,6
"상반기","경기","수원시권선구",합계,2407,1210,186,28,983,9
"상반기","경기","수원시권선구",남자,1251,587,115,18,531,5
"상반기","경기","수원시권선구",여자,1156,623,71,10,452,4
"상반기","경기","수원시팔달구",합계,1311,449,125,8,729,10
"상반기","경기","수원시팔달구",남자,670,203,69,3,395,6
"상반기","경기","수원시팔달구",여자,641,246,56,5,334,4
"상반기","경기","수원시영통구",합계,1953,927,118,11,897,7
"상반기","경기","수원시영통구",남자,1060,486,70,6,498,5
"상반기","경기","수원시영통구",여자,893,441,48,5,399,2
"상반기","경기","성남시수정구",합계,1679,823,160,27,669,9
"상반기","경기","성남시수정구",남자,873,382,100,14,377,7
"상반기","경기","성남시수정구",여자,806,441,60,13,292,2
"상반기","경기","성남시중원구",합계,1672,664,178,14,816,3
"상반기","경기","성남시중원구",남자,866,335,109,10,412,3
"상반기","경기","성남시중원구",여자,806,329,69,4,404,-
"상반기","경기","성남시분당구",합계,2758,1366,299,16,1077,13
"상반기","경기","성남시분당구",남자,1540,731,160,10,639,9
"상반기","경기","성남시분당구",여자,1218,635,139,6,438,4
"상반기","경기","의정부시",합계,2468,1031,206,24,1207,10
"상반기","경기","의정부시",남자,1317,518,116,14,669,6
"상반기","경기","의정부시",여자,1151,513,90,10,538,4
"상반기","경기","안양시만안구",합계,1704,736,110,11,847,4
"상반기","경기","안양시만안구",남자,826,343,58,8,417,4
"상반기","경기","안양시만안구",여자,878,393,52,3,430,-
"상반기","경기","안양시동안구",합계,2227,933,183,20,1091,5
"상반기","경기","안양시동안구",남자,1125,428,96,10,591,5
"상반기","경기","안양시동안구",여자,1102,505,87,10,500,-
"상반기","경기","부천시",합계,5902,2186,417,69,3230,13
"상반기","경기","부천시",남자,3074,1052,258,42,1722,10
"상반기","경기","부천시",여자,2828,1134,159,27,1508,3
"상반기","경기","광명시",합계,2326,1177,248,21,880,1
"상반기","경기","광명시",남자,1166,537,144,16,469,1
"상반기","경기","광명시",여자,1160,640,104,5,411,-
"상반기","경기","평택시",합계,3445,1500,238,21,1686,13
"상반기","경기","평택시",남자,1896,792,150,11,943,11
"상반기","경기","평택시",여자,1549,708,88,10,743,2
"상반기","경기","동두천시",합계,586,195,53,5,333,3
"상반기","경기","동두천시",남자,305,79,31,3,192,1
"상반기","경기","동두천시",여자,281,116,22,2,141,2
"상반기","경기","안산시상록구",합계,2730,1301,249,24,1156,7
"상반기","경기","안산시상록구",남자,1442,646,133,19,644,7
"상반기","경기","안산시상록구",여자,1288,655,116,5,512,-
"상반기","경기","안산시단원구",합계,2975,1496,190,15,1274,11
"상반기","경기","안산시단원구",남자,1545,723,102,10,710,8
"상반기","경기","안산시단원구",여자,1430,773,88,5,564,3
"상반기","경기","고양시덕양구",합계,3199,1048,411,27,1713,6
"상반기","경기","고양시덕양구",남자,1703,526,247,17,913,5
"상반기","경기","고양시덕양구",여자,1496,522,164,10,800,1
"상반기","경기","고양시일산동구",합계,2071,732,281,12,1046,9
"상반기","경기","고양시일산동구",남자,1105,335,167,10,593,7
"상반기","경기","고양시일산동구",여자,966,397,114,2,453,2
"상반기","경기","고양시일산서구",합계,2160,731,284,12,1133,4
"상반기","경기","고양시일산서구",남자,1127,335,158,12,622,3
"상반기","경기","고양시일산서구",여자,1033,396,126,-,511,1
"상반기","경기","과천시",합계,356,150,45,3,158,2
"상반기","경기","과천시",남자,187,77,23,2,85,1
"상반기","경기","과천시",여자,169,73,22,1,73,1
"상반기","경기","구리시",합계,1398,695,113,32,558,-
"상반기","경기","구리시",남자,771,369,73,17,312,-
"상반기","경기","구리시",여자,627,326,40,15,246,-
"상반기","경기","남양주시",합계,4382,1660,264,50,2408,7
"상반기","경기","남양주시",남자,2395,862,148,31,1354,6
"상반기","경기","남양주시",여자,1987,798,116,19,1054,1
"상반기","경기","오산시",합계,1403,788,173,9,433,6
"상반기","경기","오산시",남자,750,398,94,6,252,5
"상반기","경기","오산시",여자,653,390,79,3,181,1
"상반기","경기","시흥시",합계,3635,1744,210,39,1642,7
"상반기","경기","시흥시",남자,1976,900,128,21,927,5
"상반기","경기","시흥시",여자,1659,844,82,18,715,2
"상반기","경기","군포시",합계,2068,933,103,12,1020,10
"상반기","경기","군포시",남자,1040,445,63,5,527,5
"상반기","경기","군포시",여자,1028,488,40,7,493,5
"상반기","경기","의왕시",합계,989,424,106,10,449,3
"상반기","경기","의왕시",남자,526,208,60,5,253,2
"상반기","경기","의왕시",여자,463,216,46,5,196,1
"상반기","경기","하남시",합계,1558,766,190,20,582,5
"상반기","경기","하남시",남자,905,423,114,13,355,4
"상반기","경기","하남시",여자,653,343,76,7,227,1
"상반기","경기","용인시처인구",합계,1804,665,150,25,964,10
"상반기","경기","용인시처인구",남자,976,340,93,14,529,9
"상반기","경기","용인시처인구",여자,828,325,57,11,435,1
"상반기","경기","용인시기흥구",합계,2669,1431,186,28,1024,14
"상반기","경기","용인시기흥구",남자,1443,720,111,13,599,8
"상반기","경기","용인시기흥구",여자,1226,711,75,15,425,6
"상반기","경기","용인시수지구",합계,2131,972,122,20,1017,5
"상반기","경기","용인시수지구",남자,1177,500,67,13,597,4
"상반기","경기","용인시수지구",여자,954,472,55,7,420,1
"상반기","경기","파주시",합계,2725,1093,285,27,1320,14
"상반기","경기","파주시",남자,1445,533,152,14,746,12
"상반기","경기","파주시",여자,1280,560,133,13,574,2
"상반기","경기","이천시",합계,1285,477,145,14,649,9
"상반기","경기","이천시",남자,656,198,84,10,364,5
"상반기","경기","이천시",여자,629,279,61,4,285,4
"상반기","경기","안성시",합계,1196,423,100,10,663,4
"상반기","경기","안성시",남자,619,199,62,8,350,3
"상반기","경기","안성시",여자,577,224,38,2,313,1
"상반기","경기","김포시",합계,2756,815,166,10,1765,6
"상반기","경기","김포시",남자,1520,378,104,7,1031,5
"상반기","경기","김포시",여자,1236,437,62,3,734,1
"상반기","경기","화성시",합계,4306,2092,343,16,1855,20
"상반기","경기","화성시",남자,2324,1083,202,7,1032,14
"상반기","경기","화성시",여자,1982,1009,141,9,823,6
"상반기","경기","광주시",합계,2438,1045,580,18,795,8
"상반기","경기","광주시",남자,1346,548,309,11,478,4
"상반기","경기","광주시",여자,1092,497,271,7,317,4
"상반기","경기","양주시",합계,1551,801,144,19,587,2
