"행정구역별(시군구)","성별",2015,2015,2015,2015,2015,2015
"행정구역별(시군구)","성별",취업인구(15세 이상)-계,임금 근로자,고용원이 없는 자영업자,고용원이 있는 자영업자,무급 가족 종사자,미상
"진천군","남자",21248,14884,5015,1093,256,
"진천군","여자",13068,9030,2020,525,1493,
"괴산군","계",18986,7793,7671,693,2829,
"괴산군","남자",11050,4650,5518,466,416,
"괴산군","여자",7936,3143,2153,227,2413,
"음성군","계",51190,33382,10994,2325,4489,
"음성군","남자",31313,20698,8254,1749,612,
"음성군","여자",19877,12684,2740,576,3877,
"단양군","계",15470,7882,4820,555,2213,
"단양군","남자",8775,4668,3439,398,270,
"단양군","여자",6695,3214,1381,157,1943,
"증평군","계",17917,12200,3624,923,1170,
"증평군","남자",10607,7308,2447,702,150,
"증평군","여자",7310,4892,1177,221,1020,
"충청남도","계",1045806,665074,236674,52965,91093,
"충청남도","남자",622602,404000,167513,37936,13153,
"충청남도","여자",423204,261074,69161,15029,77940,
"동부","계",442216,338007,60979,29036,14194,
"동부","남자",264293,200762,40175,20600,2756,
"동부","여자",177923,137245,20804,8436,11438,
"읍부","계",240316,157409,52727,11642,18538,
"읍부","남자",144349,96104,37180,8336,2729,
"읍부","여자",95967,61305,15547,3306,15809,
"면부","계",363274,169658,122968,12287,58361,
"면부","남자",213960,107134,90158,9000,7668,
"면부","여자",149314,62524,32810,3287,50693,
"천안시","계",302996,232626,40444,19704,10222,
"천안시","남자",181667,138073,27568,14125,1901,
"천안시","여자",121329,94553,12876,5579,8321,
"동남구","계",130446,96512,20320,8419,5195,
"동남구","남자",77307,56344,13980,6057,926,
"동남구","여자",53139,40168,6340,2362,4269,
"서북구","계",172550,136114,20124,11285,5027,
"서북구","남자",104360,81729,13588,8068,975,
"서북구","여자",68190,54385,6536,3217,4052,
"공주시","계",54043,30025,16033,2350,5635,
"공주시","남자",30376,16537,11505,1599,735,
"공주시","여자",23667,13488,4528,751,4900,
"보령시","계",51243,28457,14719,2749,5318,
"보령시","남자",30395,17409,10153,1976,857,
"보령시","여자",20848,11048,4566,773,4461,
"아산시","계",150415,115217,21920,6498,6780,
"아산시","남자",94180,73100,15575,4518,987,
"아산시","여자",56235,42117,6345,1980,5793,
"서산시","계",85238,53693,19561,4048,7936,
"서산시","남자",52358,34909,13418,2847,1184,
"서산시","여자",32880,18784,6143,1201,6752,
"논산시","계",59685,31078,17832,2787,7988,
"논산시","남자",33994,17590,13220,1963,1221,
"논산시","여자",25691,13488,4612,824,6767,
"계룡시","계",16876,13566,2007,920,383,
"계룡시","남자",10172,8303,1201,601,67,
"계룡시","여자",6704,5263,806,319,316,
"당진시","계",84635,53221,20256,3966,7192,
"당진시","남자",54297,36610,14036,2845,806,
"당진시","여자",30338,16611,6220,1121,6386,
"금산군","계",27420,11982,9993,878,4567,
"금산군","남자",15693,7033,7386,631,643,
"금산군","여자",11727,4949,2607,247,3924,
"부여군","계",36458,14826,13381,1574,6677,
"부여군","남자",20160,7848,10070,1259,983,
"부여군","여자",16298,6978,3311,315,5694,
"서천군","계",28887,13275,9684,1259,4669,
"서천군","남자",16361,7633,7130,939,659,
"서천군","여자",12526,5642,2554,320,4010,
"청양군","계",18722,6920,7503,420,3879,
"청양군","남자",10273,3790,5556,333,594,
"청양군","여자",8449,3130,1947,87,3285,
"홍성군","계",49596,24915,15611,2496,6574,
"홍성군","남자",28058,14505,11056,1844,653,
"홍성군","여자",21538,10410,4555,652,5921,
"예산군","계",44206,21301,14285,1980,6640,
"예산군","남자",25159,12228,10539,1521,871,
"예산군","여자",19047,9073,3746,459,5769,
"태안군","계",35386,13972,13445,1336,6633,
"태안군","남자",19459,8432,9100,935,992,
"태안군","여자",15927,5540,4345,401,5641,
"전라북도","계",820664,508126,198499,46367,67672,
"전라북도","남자",477729,292684,140880,33137,11028,
"전라북도","여자",342935,215442,57619,13230,56644,
"동부","계",548550,401502,90271,37930,18847,
"동부","남자",324314,231941,62173,27001,3199,
"동부","여자",224236,169561,28098,10929,15648,
"읍부","계",72920,41612,20309,2985,8014,
"읍부","남자",41839,23893,14530,2218,1198,
"읍부","여자",31081,17719,5779,767,6816,
"면부","계",199194,65012,87919,5452,40811,
"면부","남자",111576,36850,64177,3918,6631,
"면부","여자",87618,28162,23742,1534,34180,
"전주시","계",283108,209689,43567,21594,8258,
"전주시","남자",163762,117622,29456,15330,1354,
"전주시","여자",119346,92067,14111,6264,6904,
"완산구","계",157974,116906,23712,12877,4479,
"완산구","남자",90352,64613,15707,9254,778,
"완산구","여자",67622,52293,8005,3623,3701,
"덕진구","계",125134,92783,19855,8717,3779,
"덕진구","남자",73410,53009,13749,6076,576,
"덕진구","여자",51724,39774,6106,2641,3203,
"군산시","계",115528,81628,21280,6787,5833,
"군산시","남자",73305,52566,14687,5047,1005,
"군산시","여자",42223,29062,6593,1740,4828,
"익산시","계",127194,85732,26970,7022,7470,
"익산시","남자",74913,49522,19532,4762,1097,
"익산시","여자",52281,36210,7438,2260,6373,
"정읍시","계",50499,25670,16419,2252,6158,
"정읍시","남자",28919,14423,11766,1672,1058,
"정읍시","여자",21580,11247,4653,580,5100,
"남원시","계",40021,17976,13998,1764,6283,
"남원시","남자",22059,9654,10259,1283,863,
"남원시","여자",17962,8322,3739,481,5420,
"김제시","계",39435,17746,14200,1521,5968,
"김제시","남자",22468,9802,10601,1128,937,
"김제시","여자",16967,7944,3599,393,5031,
"완주군","계",42750,25369,11341,1854,4186,
"완주군","남자",25932,15564,8350,1370,648,
"완주군","여자",16818,9805,2991,484,3538,
"진안군","계",12053,4035,5152,254,2612,
"진안군","남자",6580,2118,3768,182,512,
"진안군","여자",5473,1917,1384,72,2100,
"무주군","계",13112,5171,5101,303,2537,
"무주군","남자",7120,2807,3694,225,394,
"무주군","여자",5992,2364,1407,78,2143,
"장수군","계",12321,4204,5243,287,2587,
"장수군","남자",6730,2227,3879,199,425,
"장수군","여자",5591,1977,1364,88,2162,
"임실군","계",14032,4667,5944,356,3065,
"임실군","남자",7794,2607,4428,240,519,
"임실군","여자",6238,2060,1516,116,2546,
"순창군","계",14485,5184,6289,406,2606,
"순창군","남자",7592,2666,4206,287,433,
"순창군","여자",6893,2518,2083,119,2173,
"고창군","계",29001,10202,12001,1018,5780,
"고창군","남자",15872,5342,8690,776,1064,
"고창군","여자",13129,4860,3311,242,4716,
"부안군","계",27125,10853,10994,949,4329,
"부안군","남자",14683,5764,7564,636,719,
"부안군","여자",12442,5089,3430,313,3610,
"전라남도","계",870571,473470,254716,40456,101929,
"전라남도","남자",506079,286482,174609,28766,16222,
"전라남도","여자",364492,186988,80107,11690,85707,
"동부","계",341565,252390,54550,21496,13129,
"동부","남자",209683,157453,35067,15094,2069,
"동부","여자",131882,94937,19483,6402,11060,
"읍부","계",208976,120455,57410,9687,21424,
"읍부","남자",119666,70174,39357,6810,3325,
"읍부","여자",89310,50281,18053,2877,18099,
"면부","계",320030,100625,142756,9273,67376,
"면부","남자",176730,58855,100185,6862,10828,
"면부","여자",143300,41770,42571,2411,56548,
"목포시","계",101672,74146,17023,6354,4149,
"목포시","남자",61361,44398,11656,4630,677,
"목포시","여자",40311,29748,5367,1724,3472,
"여수시","계",122466,84596,22807,7277,7786,
"여수시","남자",76768,55709,14460,5359,1240,
"여수시","여자",45698,28887,8347,1918,6546,
"순천시","계",121210,80336,26499,7298,7077,
"순천시","남자",70302,47436,16745,5080,1041,
"순천시","여자",50908,32900,9754,2218,6036,
"나주시","계",46217,23019,15549,1490,6159,
"나주시","남자",26082,13143,10897,1033,1009,
"나주시","여자",20135,9876,4652,457,5150,
"광양시","계",68975,48320,12933,3501,4221,
"광양시","남자",43742,32819,8110,2114,699,
"광양시","여자",25233,15501,4823,1387,3522,
"담양군","계",21770,8720,8185,893,3972,
"담양군","남자",12135,4859,5962,658,656,
"담양군","여자",9635,3861,2223,235,3316,
"곡성군","계",15369,5216,6715,516,2922,
"곡성군","남자",8204,2880,4493,377,454,
"곡성군","여자",7165,2336,2222,139,2468,
"구례군","계",13112,5106,5229,348,2429,
"구례군","남자",6987,2662,3696,230,399,
"구례군","여자",6125,2444,1533,118,2030,
"고흥군","계",35415,10590,16193,1011,7621,
"고흥군","남자",18686,5746,11108,782,1050,
"고흥군","여자",16729,4844,5085,229,6571,
"보성군","계",22608,7692,9945,588,4383,
"보성군","남자",12254,4179,6991,443,641,
"보성군","여자",10354,3513,2954,145,3742,
"화순군","계",30225,16295,9044,1307,3579,
"화순군","남자",16282,8940,5856,957,529,
"화순군","여자",13943,7355,3188,350,3050,
"장흥군","계",19367,7735,7758,591,3283,
"장흥군","남자",10551,3924,5760,419,448,
"장흥군","여자",8816,3811,1998,172,2835,
"강진군","계",19013,7492,7554,705,3262,
"강진군","남자",10031,3830,5267,481,453,
"강진군","여자",8982,3662,2287,224,2809,
"해남군","계",38110,13285,15065,1764,7996,
"해남군","남자",20833,7336,10998,1284,1215,
"해남군","여자",17277,5949,4067,480,6781,
"영암군","계",30209,15432,9660,833,4284,
"영암군","남자",18377,10478,6711,522,666,
"영암군","여자",11832,4954,2949,311,3618,
"무안군","계",38857,19004,12397,1667,5789,
"무안군","남자",22213,11378,8796,1129,910,
"무안군","여자",16644,7626,3601,538,4879,
"함평군","계",16883,5655,7661,484,3083,
"함평군","남자",9209,2958,5389,361,501,
"함평군","여자",7674,2697,2272,123,2582,
"영광군","계",25836,11651,9539,909,3737,
"영광군","남자",14702,6938,6549,647,568,
"영광군","여자",11134,4713,2990,262,3169,
"장성군","계",19746,9437,6857,680,2772,
"장성군","남자",11385,5490,4973,474,448,
"장성군","여자",8361,3947,1884,206,2324,
"완도군","계",25847,9362,9922,1191,5372,
"완도군","남자",14863,5357,7427,962,1117,
"완도군","여자",10984,4005,2495,229,4255,
"진도군","계",16715,5081,7349,563,3722,
"진도군","남자",9082,2800,5232,442,608,
"진도군","여자",7633,2281,2117,121,3114,
"신안군","계",20949,5300,10832,486,4331,
"신안군","남자",12030,3222,7533,382,893,
"신안군","여자",8919,2078,3299,104,3438,
"경상북도","계",1290109,773268,327306,61020,128515,
"경상북도","남자",758763,463167,233024,43904,18668,
"경상북도","여자",531346,310101,94282,17116,109847,
"동부","계",653879,482574,107890,38157,25258,
"동부","남자",391164,287764,72242,27312,3846,
"동부","여자",262715,194810,35648,10845,21412,
"읍부","계",283984,180006,66791,12804,24383,
"읍부","남자",170342,109660,47959,9429,3294,
"읍부","여자",113642,70346,18832,3375,21089,
"면부","계",352246,110688,152625,10059,78874,
"면부","남자",197257,65743,112823,7163,11528,
"면부","여자",154989,44945,39802,2896,67346,
"포항시","계",229594,166391,39544,13622,10037,
"포항시","남자",143132,106135,25969,9489,1539,
"포항시","여자",86462,60256,13575,4133,8498,
"남구","계",110770,83085,17559,5797,4329,
"남구","남자",70572,54391,11383,4117,681,
"남구","여자",40198,28694,6176,1680,3648,
"북구","계",118824,83306,21985,7825,5708,
"북구","남자",72560,51744,14586,5372,858,
"북구","여자",46264,31562,7399,2453,4850,
"경주시","계",121659,76487,29104,6038,10030,
"경주시","남자",72513,46880,20081,4244,1308,
"경주시","여자",49146,29607,9023,1794,8722,
"김천시","계",68126,37597,19852,2616,8061,
"김천시","남자",39154,22399,13875,1850,1030,
"김천시","여자",28972,15198,5977,766,7031,
"안동시","계",80848,43832,23431,3765,9820,
"안동시","남자",45208,23977,17086,2798,1347,
"안동시","여자",35640,19855,6345,967,8473,
"구미시","계",205730,157971,29491,11349,6919,
"구미시","남자",123763,94819,19554,8117,1273,
"구미시","여자",81967,63152,9937,3232,5646,
"영주시","계",49348,24889,14729,2513,7217,
"영주시","남자",28644,14444,11356,1905,939,
"영주시","여자",20704,10445,3373,608,6278,
"영천시","계",49652,24208,16194,1707,7543,
"영천시","남자",28856,14579,12111,1242,924,
"영천시","여자",20796,9629,4083,465,6619,
"상주시","계",52399,20435,20243,1969,9752,
"상주시","남자",28450,10867,14636,1395,1552,
"상주시","여자",23949,9568,5607,574,8200,
"문경시","계",34891,16952,11513,1370,5056,
"문경시","남자",19511,9163,8559,969,820,
"문경시","여자",15380,7789,2954,401,4236,
"경산시","계",120886,83963,23324,6508,7091,
"경산시","남자",71330,48686,16686,4903,1055,
"경산시","여자",49556,35277,6638,1605,6036,
"군위군","계",12160,4337,5367,301,2155,
"군위군","남자",6947,2611,3800,225,311,
"군위군","여자",5213,1726,1567,76,1844,
"의성군","계",29766,7761,14417,710,6878,
"의성군","남자",16179,4128,10443,494,1114,
"의성군","여자",13587,3633,3974,216,5764,
"청송군","계",15670,5025,6463,445,3737,
"청송군","남자",8387,2694,4852,280,561,
"청송군","여자",7283,2331,1611,165,3176,
"영양군","계",10156,3052,4534,213,2357,
"영양군","남자",5453,1651,3317,159,326,
"영양군","여자",4703,1401,1217,54,2031,
"영덕군","계",18025,7316,6971,933,2805,
"영덕군","남자",9962,4102,4794,678,388,
"영덕군","여자",8063,3214,2177,255,2417,
"청도군","계",23128,7646,9583,625,5274,
"청도군","남자",12374,4044,7040,462,828,
"청도군","여자",10754,3602,2543,163,4446,
"고령군","계",16993,7882,5865,652,2594,
"고령군","남자",9812,4621,4338,502,351,
"고령군","여자",7181,3261,1527,150,2243,
"성주군","계",22771,6601,9567,817,5786,
"성주군","남자",13042,3871,7715,605,851,
"성주군","여자",9729,2730,1852,212,4935,
"칠곡군","계",57451,40846,11014,2323,3268,
"칠곡군","남자",35707,25238,8264,1736,469,
"칠곡군","여자",21744,15608,2750,587,2799,
"예천군","계",24048,7576,10429,700,5343,
"예천군","남자",13184,4298,7653,532,701,
"예천군","여자",10864,3278,2776,168,4642,
"봉화군","계",17312,5484,7528,543,3757,
"봉화군","남자",9594,3186,5555,381,472,
"봉화군","여자",7718,2298,1973,162,3285,
"울진군","계",24246,13920,6815,1012,2499,
"울진군","남자",14323,8768,4445,722,388,
"울진군","여자",9923,5152,2370,290,2111,
"울릉군","계",5250,3097,1328,289,536,
"울릉군","남자",3238,2006,895,216,121,
"울릉군","여자",2012,1091,433,73,415,
"경상남도","계",1574475,1081373,305931,92140,95031,
"경상남도","남자",943147,659885,203703,65244,14315,
"경상남도","여자",631328,421488,102228,26896,80716,
"동부","계",1012167,778271,140381,63398,30117,
"동부","남자",616255,477536,89067,44353,5299,
"동부","여자",395912,300735,51314,19045,24818,
"읍부","계",213400,143200,43468,13609,13123,
"읍부","남자",125400,84108,29568,9810,1914,
"읍부","여자",88000,59092,13900,3799,11209,
"면부","계",348908,159902,122082,15133,51791,
"면부","남자",201492,98241,85068,11081,7102,
"면부","여자",147416,61661,37014,4052,44689,
"진주시","계",158713,105202,32849,10737,9925,
"진주시","남자",90277,59696,21602,7517,1462,
"진주시","여자",68436,45506,11247,3220,8463,
"통영시","계",63483,43570,11920,4188,3805,
"통영시","남자",38378,26753,7962,3082,581,
"통영시","여자",25105,16817,3958,1106,3224,
"사천시","계",54713,34299,13183,2809,4422,
"사천시","남자",31737,20895,8477,1793,572,
"사천시","여자",22976,13404,4706,1016,3850,
"김해시","계",245917,180669,38389,17248,9611,
"김해시","남자",149096,108492,26413,12609,1582,
"김해시","여자",96821,72177,11976,4639,8029,
"밀양시","계",50197,24219,16019,2835,7124,
"밀양시","남자",27995,13622,11403,2082,888,
"밀양시","여자",22202,10597,4616,753,6236,
"거제시","계",130309,107574,13630,5279,3826,
"거제시","남자",88414,76466,7999,3336,613,
"거제시","여자",41895,31108,5631,1943,3213,
"양산시","계",134736,103140,20178,7729,3689,
"양산시","남자",81846,61889,13630,5604,723,
"양산시","여자",52890,41251,6548,2125,2966,
"창원시","계",490211,376179,68423,31009,14600,
"창원시","남자",298908,231115,43320,21875,2598,
"창원시","여자",191303,145064,25103,9134,12002,
"의창구","계",121231,89196,19141,8033,4861,
"의창구","남자",73114,53274,12988,5966,886,
"의창구","여자",48117,35922,6153,2067,3975,
"성산구","계",114136,93044,11010,7932,2150,
"성산구","남자",71601,59222,6488,5486,405,
"성산구","여자",42535,33822,4522,2446,1745,
"마산합포구","계",80342,57346,14369,5363,3264,
"마산합포구","남자",47297,33694,9243,3777,583,
"마산합포구","여자",33045,23652,5126,1586,2681,
"마산회원구","계",95735,72685,14538,6164,2348,
"마산회원구","남자",57111,43132,9191,4394,394,
"마산회원구","여자",38624,29553,5347,1770,1954,
"진해구","계",78767,63908,9365,3517,1977,
"진해구","남자",49785,41793,5410,2252,330,
"진해구","여자",28982,22115,3955,1265,1647,
"의령군","계",13342,5599,5284,497,1962,
"의령군","남자",7446,3251,3650,349,196,
"의령군","여자",5896,2348,1634,148,1766,
"함안군","계",33908,19448,9168,1817,3475,
"함안군","남자",20259,12064,6371,1407,417,
"함안군","여자",13649,7384,2797,410,3058,
"창녕군","계",31243,14582,10457,1395,4809,
"창녕군","남자",17905,8546,7539,1069,751,
"창녕군","여자",13338,6036,2918,326,4058,
"고성군","계",27269,13840,9214,1098,3117,
"고성군","남자",15559,8252,6189,695,423,
"고성군","여자",11710,5588,3025,403,2694,
"남해군","계",23851,8650,9427,1007,4767,
"남해군","남자",12445,4602,6494,675,674,
"남해군","여자",11406,4048,2933,332,4093,
"하동군","계",23304,9076,9825,789,3614,
"하동군","남자",12668,5086,6626,502,454,
"하동군","여자",10636,3990,3199,287,3160,
"산청군","계",17878,5855,7791,732,3500,
"산청군","남자",9861,3207,5580,520,554,
"산청군","여자",8017,2648,2211,212,2946,
"함양군","계",20539,7944,8232,796,3567,
"함양군","남자",10718,4208,5415,546,549,
"함양군","여자",9821,3736,2817,250,3018,
"거창군","계",31401,13489,11571,1364,4977,
"거창군","남자",17012,7418,7973,946,675,
"거창군","여자",14389,6071,3598,418,4302,
"합천군","계",23461,8038,10371,811,4241,
"합천군","남자",12623,4323,7060,637,603,
"합천군","여자",10838,3715,3311,174,3638,
"제주특별자치도","계",312660,197928,70968,20345,23419,
"제주특별자치도","남자",170567,105657,47514,13866,3530,
"제주특별자치도","여자",142093,92271,23454,6479,19889,
"동부","계",224637,155488,40993,16156,12000,
"동부","남자",122382,82254,27339,10966,1823,
"동부","여자",102255,73234,13654,5190,10177,
"읍부","계",70047,34503,23183,3291,9070,
"읍부","남자",38329,18943,15915,2256,1215,
"읍부","여자",31718,15560,7268,1035,7855,
"면부","계",17976,7937,6792,898,2349,
"면부","남자",9856,4460,4260,644,492,
"면부","여자",8120,3477,2532,254,1857,
"제주시","계",227070,152379,45978,15720,12993,
"제주시","남자",124415,81601,30046,10618,2150,
"제주시","여자",102655,70778,15932,5102,10843,
"서귀포시","계",85590,45549,24990,4625,10426,
"서귀포시","남자",46152,24056,17468,3248,1380,
"서귀포시","여자",39438,21493,7522,1377,9046,
