"시군구별",2019,2019,2019,2019,2019,2019,2019,2019
"시군구별",합계출산율,모의 연령별출산율:15-19세,20-24세,25-29세,30-34세,35-39세,40-44세,45-49세
"여수시",1.108,1.1,8.4,53.1,101.0,47.8,6.1,0.2
"순천시",1.160,0.7,8.4,51.7,110.4,49.5,5.8,0.2
"나주시",1.250,1.7,14.5,57.9,117.8,45.6,10.1,0.6
"광양시",1.272,0.6,12.8,72.2,108.6,49.3,8.2,0.1
"담양군",1.268,0.0,13.4,63.7,112.0,56.5,7.3,0.0
"곡성군",1.000,0.0,1.3,40.6,101.5,47.1,6.6,0.0
"구례군",1.136,1.8,11.6,36.0,89.1,70.2,14.5,0.0
"고흥군",1.438,3.5,9.5,64.3,143.4,57.6,6.8,0.0
"보성군",1.159,1.3,16.4,50.7,107.6,45.8,12.0,0.0
"화순군",1.107,0.0,11.0,49.7,98.4,48.8,8.4,0.0
"장흥군",1.510,3.4,15.0,70.4,135.2,61.5,11.5,0.0
"강진군",1.429,2.6,21.0,46.7,120.5,81.1,9.4,0.0
"해남군",1.893,3.9,19.5,99.0,158.7,81.9,9.4,0.5
"영암군",1.542,1.6,14.7,78.4,135.3,65.9,9.5,1.2
"무안군",1.038,0.5,8.7,52.2,99.7,38.6,5.2,0.3
"함평군",1.181,1.6,11.9,51.7,96.2,56.5,13.8,1.2
"영광군",2.538,0.8,20.7,104.5,250.8,111.1,15.4,0.0
"장성군",1.429,1.1,15.7,82.4,114.5,61.4,10.2,0.0
"완도군",1.567,0.0,22.4,79.0,141.2,55.3,13.7,0.0
"진도군",1.529,1.5,22.5,58.5,129.4,74.7,14.9,0.0
"신안군",1.437,1.6,18.3,71.0,110.6,68.6,13.3,0.0
"경상북도",1.089,1.0,10.0,55.1,97.7,44.5,6.5,0.2
"포항시",1.014,0.4,7.8,50.4,96.0,39.2,6.3,0.1
"남구",0.997,0.2,6.8,54.2,92.8,37.6,5.2,0.1
"북구",1.028,0.6,8.7,47.0,98.7,40.6,7.2,0.1
"경주시",0.942,1.0,7.6,46.0,82.3,42.8,6.2,0.3
"김천시",1.271,1.9,12.4,59.8,113.0,53.5,9.0,0.0
"안동시",1.170,1.6,9.1,61.7,101.6,48.9,7.4,0.5
"구미시",0.984,0.9,10.3,53.7,89.7,36.1,4.0,0.0
"영주시",0.995,0.8,11.6,56.9,77.6,41.0,6.0,0.3
"영천시",1.549,2.2,16.2,71.6,136.2,67.4,12.8,0.3
"상주시",1.238,1.4,9.4,66.8,110.2,51.3,5.7,0.3
"문경시",1.190,0.0,15.8,58.1,93.7,54.3,8.5,0.0
"경산시",1.065,1.5,8.8,49.6,96.8,45.9,8.0,0.2
"군위군",1.233,3.6,7.4,61.9,101.2,64.6,5.2,0.0
"의성군",1.761,1.4,10.2,100.4,148.8,79.2,6.0,0.8
"청송군",1.623,2.7,11.3,72.5,157.8,70.4,8.8,0.0
"영양군",1.437,3.6,17.8,39.2,146.2,63.7,13.1,2.3
"영덕군",1.488,0.0,20.1,77.5,108.5,73.1,12.9,0.0
"청도군",1.009,1.5,15.6,32.9,91.6,51.7,7.3,0.0
"고령군",1.037,1.7,7.4,52.3,89.0,43.3,9.1,0.0
"성주군",1.314,1.5,9.5,58.8,111.8,69.0,10.8,0.0
"칠곡군",0.964,1.0,11.8,50.8,83.2,39.0,4.8,0.2
"예천군",1.541,2.1,16.7,94.0,137.2,49.6,5.9,0.0
"봉화군",1.480,0.0,9.2,75.1,132.4,74.4,4.9,0.0
"울진군",1.236,0.0,6.6,65.2,118.5,49.1,5.3,0.0
"울릉군",1.170,0.0,11.8,48.5,109.4,44.8,12.4,0.0
"경상남도",1.046,1.0,8.4,49.3,98.6,42.7,6.2,0.2
"창원시",-,-,-,-,-,-,-,-
"마산시",-,-,-,-,-,-,-,-
"합포구",-,-,-,-,-,-,-,-
"회원구",-,-,-,-,-,-,-,-
"진주시",1.010,1.2,7.9,47.2,95.8,41.9,5.8,0.2
"진해시",-,-,-,-,-,-,-,-
"통영시",0.836,1.2,9.0,45.3,71.3,32.2,4.9,0.4
"사천시",0.974,1.2,8.7,47.6,92.9,35.8,4.6,0.5
"김해시",1.083,0.8,8.6,53.6,100.3,43.1,6.0,0.3
"밀양시",1.104,1.4,11.5,63.8,85.8,46.8,7.7,0.0
"거제시",1.061,1.2,11.2,65.5,90.9,36.5,5.4,0.1
"양산시",1.178,0.6,9.3,55.9,110.9,48.0,8.3,0.1
"창원시",1.009,1.1,7.0,42.5,100.9,42.0,5.6,0.2
"의창구",1.041,1.7,6.5,40.8,106.7,43.7,5.9,0.3
"성산구",0.956,0.0,4.4,38.2,100.9,40.7,5.0,0.1
"마산합포구",1.012,1.1,7.3,36.9,105.2,43.9,5.4,0.0
"마산회원구",0.816,1.2,6.7,31.9,82.9,33.6,3.9,0.2
"진해구",1.229,1.8,12.8,69.8,104.9,46.3,7.7,0.1
"의령군",0.975,2.2,13.7,41.6,88.9,42.2,3.8,0.0
"함안군",1.058,0.7,7.1,49.4,106.8,39.0,3.8,0.0
"창녕군",1.326,0.8,13.1,52.8,121.9,63.4,13.2,0.0
"고성군",0.869,0.0,6.9,42.9,70.1,43.4,6.3,0.0
"남해군",0.977,1.2,12.1,35.0,92.7,41.9,7.8,0.0
"하동군",1.273,0.0,10.5,59.8,103.8,69.5,7.0,0.0
"산청군",1.324,1.6,10.7,39.8,115.5,81.3,13.7,0.0
"함양군",1.030,0.0,4.9,39.6,84.2,49.1,13.4,1.6
"거창군",0.999,0.6,8.0,57.8,78.1,43.3,7.1,0.0
"합천군",1.110,0.0,8.2,52.7,93.8,56.4,6.2,0.0
"제주특별자치도",1.145,1.1,11.9,50.0,98.3,53.6,10.6,0.3
"제주시",1.150,1.0,10.8,50.5,99.6,53.4,10.8,0.4
"서귀포시",1.130,1.4,15.3,48.5,94.2,54.3,10.0,0.1
"북제주군",-,-,-,-,-,-,-,-
"남제주군",-,-,-,-,-,-,-,-
