행정구역별,,20세이상 인구-계,사회분야단체,경제분야단체,문화분야단체,정치분야단체,종교분야단체,지역단체,친목단체,교육단체,기타,없음,,,,,,,,,,
강원도,양양군,21776,1752,247,1559,72,1160,537,4604,350,3,14421,0.014178658,0.001998932,0.012616739,0.000582685,0.009387696,0.004345856,0.03725944,0.002832494,2.42785E-05,0.116706861
충청북도,충주시,165211,8772,2345,15087,513,10246,3568,33107,4133,38,109984,0.070990402,0.018977712,0.122096693,0.004151627,0.08291925,0.028875257,0.267929689,0.033447712,0.000307528,0.890083033
충청북도,제천시,107989,6469,1820,11012,384,8913,2398,28909,2367,53,63092,0.052352589,0.014728971,0.089118366,0.003107651,0.072131492,0.019406633,0.233955943,0.019155755,0.000428921,0.510593529
충청북도,청주시 상당구,131518,6148,2272,12881,372,10631,2342,30587,4591,34,82518,0.049754787,0.018386935,0.104243886,0.003010537,0.086034993,0.018953434,0.24753573,0.037154233,0.000275157,0.66780506
충청북도,청주시 서원구,167326,7150,2257,16022,567,12220,2507,30856,5679,81,113541,0.057863814,0.018265542,0.1296635,0.004588641,0.098894518,0.020288753,0.249712704,0.045959244,0.00065552,0.918869268
충청북도,청주시 흥덕구,191379,7544,3268,19362,508,12639,3461,32974,5814,70,130905,0.061052393,0.026447405,0.156693589,0.004111163,0.102285418,0.028009323,0.266853342,0.047051778,0.000566499,1.059393361
충청북도,청주시 청원구,135478,5162,2049,12864,428,8704,2378,22371,4157,61,94650,0.041775246,0.016582231,0.104106308,0.003463736,0.070440089,0.019244776,0.181044948,0.03364194,0.000493663,0.765987408
충청북도,보은군,27672,2027,388,1580,51,1299,742,5154,452,1,19379,0.016404189,0.003140022,0.012786689,0.000412735,0.010512601,0.006004888,0.041710503,0.003657964,8.09284E-06,0.156831167
충청북도,옥천군,41781,1895,501,2839,54,1951,1036,8747,760,7,28445,0.015335934,0.004054513,0.022975576,0.000437013,0.015789133,0.008384183,0.070788081,0.006150559,5.66499E-05,0.230200864
충청북도,영동군,40893,2975,561,2772,106,2632,1021,6933,878,21,28231,0.024076202,0.004540084,0.022433355,0.000857841,0.021300358,0.008262791,0.056107667,0.007105514,0.00016995,0.228468996
충청북도,진천군,52759,2394,563,3934,143,2655,803,7257,892,56,39464,0.019374262,0.00455627,0.031837237,0.001157276,0.021486493,0.006498551,0.058729748,0.007218814,0.000453199,0.31937588
충청북도,괴산군,32239,2174,672,2314,132,2137,1019,7494,529,3,20981,0.017593836,0.005438389,0.018726834,0.001068255,0.017294401,0.008246605,0.060647751,0.004281113,2.42785E-05,0.169795899
충청북도,음성군,75697,3695,1178,4846,165,4452,2064,12621,1228,54,54552,0.029903048,0.009533367,0.039217908,0.001335319,0.036029328,0.016703624,0.102139747,0.009938009,0.000437013,0.441480666
충청북도,단양군,24401,1788,383,1709,73,1859,652,7035,565,1,14119,0.01447,0.003099558,0.013830665,0.000590777,0.015044592,0.005276532,0.056933137,0.004572455,8.09284E-06,0.114262823
충청북도,증평군,27437,1756,384,2940,94,1834,731,5267,797,1,18178,0.014211029,0.003107651,0.023792953,0.000760727,0.014842271,0.005915867,0.042624994,0.006449994,8.09284E-06,0.147111665
충청남도,천안시 동남구,206903,7142,2691,19332,511,12271,3014,34592,4479,73,145706,0.057799071,0.021777835,0.156450804,0.004135442,0.099307253,0.024391823,0.279947558,0.036247835,0.000590777,1.179175501
충청남도,천안시 서북구,256282,10826,4070,26316,789,16791,5006,41607,6734,66,178462,0.087613097,0.032937863,0.212971206,0.006385252,0.135886894,0.040512762,0.336718839,0.054497192,0.000534128,1.444264604
충청남도,공주시,90398,4365,1014,7078,207,6403,1544,17449,1858,16,61428,0.035325251,0.008206141,0.057281129,0.001675218,0.051818461,0.012495347,0.141211984,0.015036499,0.000129485,0.497127041
충청남도,보령시,81746,3930,1588,5002,229,6075,1910,18825,1613,38,53049,0.031804865,0.012851432,0.040480391,0.001853261,0.04916401,0.015457326,0.152347733,0.013053753,0.000307528,0.429317126
충청남도,아산시,230415,9666,3132,20507,418,12759,3682,34417,5003,99,163621,0.078225402,0.025346778,0.165959892,0.003382808,0.103256559,0.029797841,0.278531311,0.040488484,0.000801191,1.324158749
충청남도,서산시,127737,6330,2712,11047,373,7987,3344,30564,2707,22,81032,0.051227684,0.021947785,0.089401615,0.00301863,0.064637522,0.027062461,0.247349595,0.021907321,0.000178043,0.655779098
충청남도,논산시,97534,4502,1148,6142,178,6772,2120,18211,1419,44,67843,0.036433971,0.009290582,0.04970623,0.001440526,0.05480472,0.017156823,0.147378729,0.011483741,0.000356085,0.549042617
충청남도,계룡시,27829,1517,385,3600,73,3179,548,4858,953,11,17633,0.01227684,0.003115744,0.029134228,0.000590777,0.025727142,0.004434877,0.039315022,0.007712478,8.90213E-05,0.142701067
충청남도,당진시,123475,5526,2424,9560,437,9259,2365,22042,1942,100,84845,0.04472104,0.019617047,0.077367561,0.003536572,0.074931615,0.019139569,0.178382403,0.015716297,0.000809284,0.686637101
충청남도,금산군,45448,2276,595,3495,97,2484,1175,7924,830,12,31762,0.018419306,0.00481524,0.02828448,0.000785006,0.020102617,0.009509088,0.064127673,0.006717058,9.71141E-05,0.257044818
충청남도,부여군,57805,2801,937,3206,137,4317,2009,16055,1039,40,34920,0.022668048,0.007582992,0.025945648,0.001108719,0.034936795,0.016258518,0.129930563,0.008408462,0.000323714,0.28260201
충청남도,서천군,45852,2097,555,2992,136,3604,1361,10770,686,38,29572,0.016970688,0.004491527,0.02421378,0.001100626,0.029166599,0.011014357,0.087159898,0.005551689,0.000307528,0.239321496
충청남도,청양군,26970,2255,367,1767,60,1286,1309,7053,530,2,16497,0.018249357,0.002970073,0.01430005,0.00048557,0.010407394,0.010593529,0.057078808,0.004289206,1.61857E-05,0.133507599
충청남도,홍성군,74179,3745,1379,6140,204,4227,1751,18884,1749,19,46502,0.03030769,0.011160028,0.049690044,0.00165094,0.034208439,0.014170565,0.152825211,0.014154379,0.000153764,0.376333296
충청남도,예산군,67305,3025,837,4514,180,4365,2111,16706,1301,29,43137,0.024480844,0.006773708,0.036531085,0.001456711,0.035325251,0.017083988,0.135199003,0.010528786,0.000234692,0.349100885
충청남도,태안군,49087,2783,569,2933,180,3233,1721,13656,879,2,29881,0.022522377,0.004604827,0.023736303,0.001456711,0.026164155,0.013927779,0.110515838,0.007113607,1.61857E-05,0.241822184
전라북도,전주시 완산구,278129,13040,5595,29777,1193,29878,4541,62208,7944,55,171768,0.105530648,0.045279446,0.240980529,0.009654759,0.241797906,0.036749591,0.503439457,0.064289529,0.000445106,1.390091125
전라북도,전주시 덕진구,219444,8952,3396,20999,661,19252,3129,36282,4881,72,150222,0.072447113,0.027483288,0.16994157,0.005349368,0.155803376,0.0253225,0.29362446,0.039501157,0.000582685,1.215722772
전라북도,군산시,209434,6396,4028,15783,569,17167,2961,36193,4609,70,143911,0.051761812,0.032597964,0.127729311,0.004604827,0.138929803,0.023962902,0.292904197,0.037299905,0.000566499,1.164648852
전라북도,익산시,232960,8956,2732,18819,817,20686,2984,35149,4210,149,165015,0.072479485,0.022109642,0.152299176,0.006611851,0.16740851,0.024149038,0.284455271,0.034070861,0.001205833,1.33544017
전라북도,정읍시,88427,4002,1497,6181,420,6435,2130,18921,1890,23,59407,0.03238755,0.012114983,0.050021851,0.003398993,0.052077432,0.017237751,0.153124646,0.01529547,0.000186135,0.48077141
전라북도,남원시,65030,3525,1266,4586,209,4914,1528,14788,1274,22,42168,0.028527265,0.010245537,0.037113769,0.001691404,0.039768221,0.012365861,0.119676934,0.01031028,0.000178043,0.341258922
전라북도,김제시,69547,3044,1180,4552,254,6366,1372,12502,966,14,47474,0.024634608,0.009549552,0.036838613,0.002055582,0.051519026,0.011103378,0.101176699,0.007817684,0.0001133,0.384199537
전라북도,완주군,73525,2663,973,5086,311,5785,1387,14174,1333,16,49876,0.021551236,0.007874334,0.04116019,0.002516874,0.046817086,0.011224771,0.114707929,0.010787757,0.000129485,0.403638541
전라북도,진안군,19391,1309,269,1246,80,1538,521,4572,342,11,12386,0.010593529,0.002176974,0.01008368,0.000647427,0.01244679,0.00421637,0.037000469,0.002767752,8.90213E-05,0.10023793
전라북도,무주군,19833,1016,539,1352,91,1197,666,3814,316,9,13751,0.008222327,0.004362041,0.010941521,0.000736449,0.009687131,0.005389832,0.030866096,0.002557338,7.28356E-05,0.111284658
전라북도,장수군,18007,1096,366,1005,132,1250,357,4665,294,18,11318,0.008869754,0.00296198,0.008133305,0.001068255,0.010116051,0.002889144,0.037753104,0.002379295,0.000145671,0.091594775
전라북도,임실군,22397,1299,433,1239,109,2005,897,4748,460,,14725,0.010512601,0.0035042,0.01002703,0.00088212,0.016226146,0.007259278,0.038424809,0.003722707,0,0.119167085
전라북도,순창군,22583,1689,475,1595,80,1124,743,4375,530,9,15489,0.013668809,0.0038441,0.012908082,0.000647427,0.009096353,0.006012981,0.03540618,0.004289206,7.28356E-05,0.125350015
전라북도,고창군,46007,2310,745,3338,152,2486,1362,11724,942,20,29653,0.018694463,0.006029167,0.027013904,0.001230112,0.020118803,0.01102245,0.094880469,0.007623456,0.000161857,0.239977016
전라북도,부안군,43425,2304,660,3572,239,3155,1690,11872,884,28,26002,0.018645906,0.005341275,0.028907628,0.001934189,0.025532914,0.013676901,0.096078209,0.007154072,0.0002266,0.210430054
전라남도,목포시,180133,6134,2322,11843,519,11881,1770,27880,3282,72,131643,0.049641487,0.018791577,0.095843517,0.004200185,0.096151045,0.014324329,0.225628409,0.026560704,0.000582685,1.065365877
전라남도,여수시,212239,10126,4613,18140,577,17724,3900,37868,4320,16,142403,0.081948109,0.037332276,0.146804137,0.004669569,0.143437515,0.03156208,0.306459706,0.034961073,0.000129485,1.152444847
전라남도,순천시,199536,11419,3479,17401,646,16375,3172,35204,5150,4,134640,0.092412152,0.028154994,0.140823528,0.005227975,0.132520273,0.025670492,0.284900377,0.041678132,3.23714E-05,1.089620122
전라남도,나주시,74322,3660,1225,5342,405,4960,1654,14239,1206,20,50887,0.029619798,0.00991373,0.043231957,0.003277601,0.040140492,0.013385559,0.115233964,0.009759966,0.000161857,0.411820404
전라남도,광양시,106897,11100,1886,12954,409,7725,3090,22358,2964,7,66138,0.089830536,0.015263098,0.104834663,0.003309972,0.062517197,0.025006879,0.180939741,0.023987181,5.66499E-05,0.535244323
전라남도,담양군,35720,1826,738,2525,177,2447,1027,10293,621,13,21378,0.014777528,0.005972517,0.020434424,0.001432433,0.019803182,0.008311348,0.083299613,0.005025654,0.000105207,0.173008756
전라남도,곡성군,24068,1518,367,1658,86,1657,1542,5305,379,9,15077,0.012284933,0.002970073,0.01341793,0.000695984,0.013409838,0.012479161,0.042932522,0.003067187,7.28356E-05,0.122015765
전라남도,구례군,20896,1167,388,1309,74,1163,665,4878,266,7,13703,0.009444346,0.003140022,0.010593529,0.00059887,0.009411974,0.005381739,0.039476879,0.002152696,5.66499E-05,0.110896201
전라남도,고흥군,54142,2745,637,2346,132,3308,1123,10124,609,3,38044,0.022214849,0.00515514,0.018985805,0.001068255,0.026771118,0.009088261,0.081931923,0.00492854,2.42785E-05,0.307884046
전라남도,보성군,34475,2725,691,2126,175,3530,987,9907,591,2,19560,0.022052992,0.005592153,0.01720538,0.001416247,0.028567729,0.007987634,0.080175777,0.004782869,1.61857E-05,0.158295971
전라남도,화순군,48551,2123,635,3110,173,2989,908,8085,775,11,34478,0.017181102,0.005138954,0.025168736,0.001400062,0.024189502,0.0073483,0.06543062,0.006271952,8.90213E-05,0.279024975
전라남도,장흥군,30866,2198,568,1949,159,2295,1177,7124,692,2,19664,0.017788065,0.004596734,0.015772947,0.001286762,0.01857307,0.009525274,0.0576534,0.005600246,1.61857E-05,0.159137627
전라남도,강진군,28892,2069,546,1913,82,1781,980,5994,451,1,19185,0.016744088,0.004418691,0.015481605,0.000663613,0.01441335,0.007930984,0.048508489,0.003649871,8.09284E-06,0.155261156
전라남도,해남군,56519,2687,1312,3269,157,3859,2696,9940,853,25,38447,0.021745464,0.010617807,0.026455497,0.001270576,0.031230274,0.0218183,0.08044284,0.006903193,0.000202321,0.311145461
전라남도,영암군,45338,2387,574,3027,142,2883,972,6078,659,11,33402,0.019317612,0.004645291,0.02449703,0.001149183,0.023331661,0.007866242,0.049188288,0.005333182,8.90213E-05,0.270317078
전라남도,무안군,60637,3320,1057,5294,462,5401,1253,12209,1537,25,39229,0.026868232,0.008554133,0.042843501,0.003738893,0.043709435,0.01014033,0.098805497,0.012438697,0.000202321,0.317474062
전라남도,함평군,26289,1866,354,1571,114,2440,675,5126,363,17,17389,0.015101241,0.002864866,0.012713853,0.000922584,0.019746532,0.005462668,0.041483903,0.002937701,0.000137578,0.140726413
전라남도,영광군,41425,2630,858,2633,155,2967,964,9065,573,14,27290,0.021284172,0.006943658,0.021308451,0.00125439,0.024011459,0.007801499,0.073361604,0.004637198,0.0001133,0.220853633
전라남도,장성군,33530,1560,522,2445,90,2491,1386,7285,436,8,22200,0.012624832,0.004224463,0.019786996,0.000728356,0.020159267,0.011216678,0.058956347,0.003528479,6.47427E-05,0.179661072
전라남도,완도군,40090,1874,521,1850,150,2215,434,5653,678,6,30255,0.015165984,0.00421637,0.014971756,0.001213926,0.017925643,0.003512293,0.045748831,0.005486946,4.8557E-05,0.244848907
전라남도,진도군,24271,1986,384,1377,97,1306,447,5032,298,4,16795,0.016072382,0.003107651,0.011143842,0.000785006,0.01056925,0.0036175,0.040723176,0.002411667,3.23714E-05,0.135919266
전라남도,신안군,31541,1467,372,1160,136,2909,811,5563,524,3,21845,0.011872198,0.003010537,0.009387696,0.001100626,0.023542075,0.006563294,0.045020475,0.004240649,2.42785E-05,0.176788113
경상북도,포항시 남구,190009,13301,2993,18183,616,12262,4707,37207,4254,78,125603,0.107642879,0.024221873,0.147152129,0.00498519,0.099234417,0.038093003,0.301110338,0.034426946,0.000631242,1.016485117
경상북도,포항시 북구,208582,12570,3408,20149,757,17136,5446,42419,5549,112,134332,0.101727012,0.027580402,0.163062655,0.006126281,0.138678925,0.044073612,0.343290225,0.044907175,0.000906398,1.087127527
경상북도,경주시,203964,9376,3283,15894,655,9414,4044,41306,4006,78,139230,0.075878478,0.026568797,0.128627616,0.005300811,0.076186006,0.032727449,0.334282893,0.032419921,0.000631242,1.126766263
경상북도,김천시,110085,5116,1543,7963,563,6577,2985,21356,2099,29,76106,0.041402975,0.012487254,0.064443293,0.00455627,0.053226616,0.024157131,0.172830714,0.016986873,0.000234692,0.615913763
경상북도,안동시,133921,6740,1869,10450,534,7380,3301,24533,3150,67,93337,0.054545749,0.01512552,0.084570189,0.004321577,0.059725167,0.026714468,0.19854167,0.025492449,0.00054222,0.755361507
경상북도,구미시,310005,13498,3922,30553,890,14813,5675,47707,6476,52,222032,0.109237169,0.031740123,0.247260573,0.007202629,0.119879255,0.045926873,0.386085169,0.052409239,0.000420828,1.796869689
경상북도,영주시,87544,3668,1214,6637,223,4963,1924,15945,1456,21,61770,0.029684541,0.009824709,0.053712186,0.001804704,0.04016477,0.015570626,0.129040351,0.011783177,0.00016995,0.499894793
경상북도,영천시,80434,3415,819,4124,263,2956,1177,14613,1143,21,59079,0.027637052,0.006628037,0.033374877,0.002128417,0.023922438,0.009525274,0.118260687,0.009250117,0.00016995,0.478116958
경상북도,상주시,81594,4840,1368,5939,571,4993,1843,15638,1634,13,55854,0.039169351,0.011071007,0.048063383,0.004621012,0.040407555,0.014915106,0.126555849,0.013223702,0.000105207,0.452017545
경상북도,문경시,58644,4171,1080,4643,163,3652,1360,11630,1309,36,39469,0.03375524,0.008740268,0.037575061,0.001319133,0.029555056,0.011006264,0.094119742,0.010593529,0.000291342,0.319416344
경상북도,경산시,213875,7632,2004,18727,479,16903,3309,33188,3710,10,151135,0.061764563,0.016218054,0.151554635,0.003876471,0.136793293,0.026779211,0.26858521,0.03002444,8.09284E-05,1.223111536
경상북도,군위군,19797,1670,341,1035,116,1285,492,3288,241,7,13727,0.013515045,0.002759659,0.008376091,0.00093877,0.010399301,0.003981678,0.026609261,0.001950375,5.66499E-05,0.111090429
경상북도,의성군,45329,2680,526,2532,198,3154,693,8377,583,15,31845,0.021688814,0.004256834,0.020491074,0.001602383,0.025524821,0.005608339,0.06779373,0.004718126,0.000121393,0.257716524
경상북도,청송군,21701,1640,316,1515,113,2095,1341,4694,440,10,13663,0.013272259,0.002557338,0.012260654,0.000914491,0.016954502,0.0108525,0.037987796,0.00356085,8.09284E-05,0.110572488
경상북도,영양군,14626,953,201,889,74,886,432,2969,258,6,9964,0.007712478,0.001626661,0.007194536,0.00059887,0.007170257,0.003496107,0.024027645,0.002087953,4.8557E-05,0.080637068
경상북도,영덕군,31288,1517,557,1423,114,1325,844,6657,397,3,22079,0.01227684,0.004507712,0.011516113,0.000922584,0.010723014,0.006830358,0.053874043,0.003212858,2.42785E-05,0.178681838
경상북도,청도군,35742,1699,289,1981,92,1612,619,7647,456,6,24914,0.013749737,0.002338831,0.016031918,0.000744541,0.01304566,0.005009469,0.061885956,0.003690336,4.8557E-05,0.201625042
경상북도,고령군,27491,1604,291,1812,100,1373,724,4200,381,1,20305,0.012980917,0.002355017,0.014664228,0.000809284,0.011111471,0.005859217,0.033989933,0.003083372,8.09284E-06,0.164325138
경상북도,성주군,34505,2350,538,1462,131,1715,1334,7047,484,10,24078,0.019018177,0.004353948,0.011831734,0.001060162,0.013879222,0.01079585,0.057030251,0.003916935,8.09284E-05,0.194859427
경상북도,칠곡군,91917,3382,809,6712,237,3838,1306,12256,1226,30,69397,0.027369989,0.006547108,0.054319149,0.001918003,0.031060324,0.01056925,0.09918586,0.009921823,0.000242785,0.561618892
경상북도,예천군,36619,2731,576,2582,101,1624,960,8354,715,1,24495,0.022101549,0.004661476,0.020895716,0.000817377,0.013142774,0.007769127,0.067607594,0.005786381,8.09284E-06,0.198234142
경상북도,봉화군,27337,1674,638,1461,84,1766,936,5149,395,11,18841,0.013547416,0.005163233,0.011823641,0.000679799,0.014291957,0.007574899,0.041670039,0.003196672,8.90213E-05,0.152477219
경상북도,울진군,39902,2273,801,3144,207,2249,1467,7248,843,29,27759,0.018395028,0.006482366,0.025443892,0.001675218,0.0182008,0.011872198,0.058656912,0.006822265,0.000234692,0.224649175
경상북도,울릉군,7409,712,118,733,41,926,284,1530,234,7,4541,0.005762103,0.000954955,0.005932053,0.000331806,0.007493971,0.002298367,0.012382047,0.001893725,5.66499E-05,0.036749591
경상남도,진주시,267991,16892,4869,27031,1291,14645,5155,61532,6669,46,170632,0.136704271,0.039404043,0.218757587,0.010447858,0.118519658,0.041718596,0.497968697,0.053971157,0.000372271,1.380897658
경상남도,통영시,103876,4056,1297,7562,222,4320,1513,20928,1644,18,72984,0.032824563,0.010496415,0.061198064,0.001796611,0.034961073,0.012244469,0.169366978,0.013304631,0.000145671,0.590647913
경상남도,사천시,87251,4939,1434,8224,316,4735,2236,19830,1416,48,56531,0.039970542,0.011605134,0.066555525,0.002557338,0.038319602,0.018095593,0.160481038,0.011459463,0.000388456,0.457496399
경상남도,김해시,385001,14893,4929,39409,869,23118,6023,67191,8581,159,263655,0.120526682,0.039889614,0.318930774,0.007032679,0.1870903,0.048743182,0.543766085,0.069444669,0.001286762,2.133718013
경상남도,밀양시,84375,4164,908,5125,211,3994,2744,18514,1147,21,57397,0.03369859,0.0073483,0.04147581,0.001707589,0.032322807,0.022206756,0.14983086,0.009282489,0.00016995,0.464504799
경상남도,거제시,189321,10023,3126,19435,583,11771,3606,32090,3382,75,130771,0.081114546,0.025298221,0.157284366,0.004718126,0.095260832,0.029182785,0.25969927,0.027369989,0.000606963,1.05830892
경상남도,양산시,223144,8271,2271,20731,394,10406,4137,31044,4319,42,162870,0.066935889,0.018378842,0.167772688,0.003188579,0.084214104,0.033480084,0.251234158,0.034952981,0.000339899,1.318081026
경상남도,,810651,41607,13128,84016,2264,45160,14305,170962,15970,184,535865,0.336718839,0.106242818,0.679928136,0.018322192,0.365472703,0.115768092,1.383568295,0.129242672,0.001489083,4.336670281
경상남도,창원시 의창구,195964,9268,2685,20010,501,9146,2737,41012,3390,51,131321,0.075004451,0.021729278,0.16193775,0.004054513,0.074017124,0.022150106,0.331903598,0.027434731,0.000412735,1.062759983
경상남도,창원시 성산구,174952,10355,4822,26660,584,12225,2942,41074,4550,28,106481,0.083801369,0.03902368,0.215755143,0.004726219,0.098934982,0.023809138,0.332405354,0.036822427,0.0002266,0.86173381
경상남도,창원시 마산합포구,144241,8238,1801,11750,338,8151,3023,31207,2413,24,95615,0.066668825,0.014575207,0.095090883,0.00273538,0.065964748,0.024464659,0.252553291,0.019528026,0.000194228,0.773796999
경상남도,창원시 마산회원구,162908,7526,2308,14274,473,7992,3254,33516,3117,59,110889,0.060906722,0.018678277,0.115517213,0.003827914,0.064677986,0.026334105,0.271239661,0.025225386,0.000477478,0.897407054
경상남도,창원시 진해구,132586,6220,1512,11322,368,7646,2349,24153,2500,22,91559,0.050337471,0.012236376,0.091627147,0.002978166,0.061877863,0.019010084,0.19546639,0.020232103,0.000178043,0.740972436
경상남도,의령군,23162,1759,409,1447,125,981,560,4163,257,,16379,0.014235307,0.003309972,0.011710341,0.001011605,0.007939077,0.004531991,0.033690497,0.00207986,0,0.132552644
경상남도,함안군,53085,2461,600,4617,175,2727,1403,10037,903,3,36725,0.019916482,0.004855705,0.037364647,0.001416247,0.022069178,0.011354256,0.081227846,0.007307835,2.42785E-05,0.297209588
경상남도,창녕군,50650,2791,1141,3946,175,2049,1039,10038,631,14,34991,0.022587119,0.009233932,0.031934351,0.001416247,0.016582231,0.008408462,0.081235939,0.005106583,0.0001133,0.283176602
경상남도,고성군,43421,2575,619,3006,181,2577,604,8909,666,15,29437,0.020839066,0.005009469,0.02432708,0.001464804,0.020855251,0.004888076,0.072099121,0.005389832,0.000121393,0.238228963
경상남도,남해군,37335,2406,709,3023,214,1440,1116,9070,661,35,24564,0.019471376,0.005737824,0.024464659,0.001731868,0.011653691,0.009031611,0.073402069,0.005349368,0.000283249,0.198792548
경상남도,하동군,37871,3066,1184,2780,284,2746,987,9468,649,19,23987,0.024812651,0.009581924,0.022498098,0.002298367,0.022222942,0.007987634,0.076623019,0.005252254,0.000153764,0.194122979
경상남도,산청군,28794,2071,377,1828,157,1518,706,5703,539,28,19807,0.016760274,0.003051001,0.014793713,0.001270576,0.012284933,0.005713546,0.046153473,0.004362041,0.0002266,0.160294903
경상남도,함양군,32084,1969,785,2709,86,2189,2059,7598,764,8,19999,0.015934804,0.00635288,0.021923506,0.000695984,0.017715229,0.01666316,0.061489406,0.006182931,6.47427E-05,0.161848729
경상남도,거창군,48032,3063,853,3906,218,2571,826,11335,889,12,31144,0.024788372,0.006903193,0.031610637,0.001764239,0.020806694,0.006684687,0.091732354,0.007194536,9.71141E-05,0.252043442
경상남도,합천군,38750,2605,630,2912,169,2025,1763,8065,668,39,26292,0.021081851,0.00509849,0.023566353,0.00136769,0.016388003,0.014267679,0.065268763,0.005406018,0.000315621,0.212776977
제주특별자치도,제주시,334694,19186,5031,28878,1229,18548,8578,74741,9324,248,219487,0.155269249,0.040715083,0.233705064,0.009946102,0.150106016,0.069420391,0.604867035,0.07545765,0.002007025,1.776273409
제주특별자치도,서귀포시,118873,7500,1965,8770,478,6908,3699,28299,2327,27,77022,0.060696308,0.015902433,0.070974216,0.003868378,0.055905346,0.029935419,0.22901931,0.018832041,0.000218507,0.623326805
