"행정구역(시군구)별","연령별","항목","단위","2021. 02 월",
"금천구","26세","총인구수","명","4385",
"금천구","26세","남자인구수","명","2213",
"금천구","26세","여자인구수","명","2172",
"금천구","27세","총인구수","명","4746",
"금천구","27세","남자인구수","명","2436",
"금천구","27세","여자인구수","명","2310",
"금천구","28세","총인구수","명","4812",
"금천구","28세","남자인구수","명","2542",
"금천구","28세","여자인구수","명","2270",
"금천구","29세","총인구수","명","4702",
"금천구","29세","남자인구수","명","2572",
"금천구","29세","여자인구수","명","2130",
"금천구","30세","총인구수","명","4195",
"금천구","30세","남자인구수","명","2295",
"금천구","30세","여자인구수","명","1900",
"금천구","31세","총인구수","명","3874",
"금천구","31세","남자인구수","명","2145",
"금천구","31세","여자인구수","명","1729",
"금천구","32세","총인구수","명","3753",
"금천구","32세","남자인구수","명","2121",
"금천구","32세","여자인구수","명","1632",
"금천구","33세","총인구수","명","3546",
"금천구","33세","남자인구수","명","1952",
"금천구","33세","여자인구수","명","1594",
"금천구","34세","총인구수","명","3380",
"금천구","34세","남자인구수","명","1881",
"금천구","34세","여자인구수","명","1499",
"금천구","35세","총인구수","명","3295",
"금천구","35세","남자인구수","명","1844",
"금천구","35세","여자인구수","명","1451",
"금천구","36세","총인구수","명","3143",
"금천구","36세","남자인구수","명","1715",
"금천구","36세","여자인구수","명","1428",
"금천구","37세","총인구수","명","3394",
"금천구","37세","남자인구수","명","1890",
"금천구","37세","여자인구수","명","1504",
"금천구","38세","총인구수","명","3421",
"금천구","38세","남자인구수","명","1863",
"금천구","38세","여자인구수","명","1558",
"금천구","39세","총인구수","명","3446",
"금천구","39세","남자인구수","명","1881",
"금천구","39세","여자인구수","명","1565",
"금천구","40세","총인구수","명","3422",
"금천구","40세","남자인구수","명","1889",
"금천구","40세","여자인구수","명","1533",
"금천구","41세","총인구수","명","3241",
"금천구","41세","남자인구수","명","1757",
"금천구","41세","여자인구수","명","1484",
"금천구","42세","총인구수","명","2842",
"금천구","42세","남자인구수","명","1507",
"금천구","42세","여자인구수","명","1335",
"금천구","43세","총인구수","명","2943",
"금천구","43세","남자인구수","명","1596",
"금천구","43세","여자인구수","명","1347",
"금천구","44세","총인구수","명","2830",
"금천구","44세","남자인구수","명","1465",
"금천구","44세","여자인구수","명","1365",
"금천구","45세","총인구수","명","3054",
"금천구","45세","남자인구수","명","1554",
"금천구","45세","여자인구수","명","1500",
"금천구","46세","총인구수","명","3273",
"금천구","46세","남자인구수","명","1745",
"금천구","46세","여자인구수","명","1528",
"금천구","47세","총인구수","명","3603",
"금천구","47세","남자인구수","명","1846",
"금천구","47세","여자인구수","명","1757",
"금천구","48세","총인구수","명","3645",
"금천구","48세","남자인구수","명","1868",
"금천구","48세","여자인구수","명","1777",
"금천구","49세","총인구수","명","3814",
"금천구","49세","남자인구수","명","1970",
"금천구","49세","여자인구수","명","1844",
"금천구","50세","총인구수","명","4000",
"금천구","50세","남자인구수","명","1991",
"금천구","50세","여자인구수","명","2009",
"금천구","51세","총인구수","명","3938",
"금천구","51세","남자인구수","명","2008",
"금천구","51세","여자인구수","명","1930",
"금천구","52세","총인구수","명","4047",
"금천구","52세","남자인구수","명","2047",
"금천구","52세","여자인구수","명","2000",
"금천구","53세","총인구수","명","3726",
"금천구","53세","남자인구수","명","1794",
"금천구","53세","여자인구수","명","1932",
"금천구","54세","총인구수","명","3923",
"금천구","54세","남자인구수","명","1962",
"금천구","54세","여자인구수","명","1961",
"금천구","55세","총인구수","명","4016",
"금천구","55세","남자인구수","명","2035",
"금천구","55세","여자인구수","명","1981",
"금천구","56세","총인구수","명","4156",
"금천구","56세","남자인구수","명","2125",
"금천구","56세","여자인구수","명","2031",
"금천구","57세","총인구수","명","3790",
"금천구","57세","남자인구수","명","1919",
"금천구","57세","여자인구수","명","1871",
"금천구","58세","총인구수","명","4211",
"금천구","58세","남자인구수","명","2126",
"금천구","58세","여자인구수","명","2085",
"금천구","59세","총인구수","명","4314",
"금천구","59세","남자인구수","명","2145",
"금천구","59세","여자인구수","명","2169",
"금천구","60세","총인구수","명","4485",
"금천구","60세","남자인구수","명","2230",
"금천구","60세","여자인구수","명","2255",
"금천구","61세","총인구수","명","4297",
"금천구","61세","남자인구수","명","2205",
"금천구","61세","여자인구수","명","2092",
"금천구","62세","총인구수","명","3889",
"금천구","62세","남자인구수","명","1925",
"금천구","62세","여자인구수","명","1964",
"금천구","63세","총인구수","명","3565",
"금천구","63세","남자인구수","명","1751",
"금천구","63세","여자인구수","명","1814",
"금천구","64세","총인구수","명","3340",
"금천구","64세","남자인구수","명","1622",
"금천구","64세","여자인구수","명","1718",
"금천구","65세","총인구수","명","3391",
"금천구","65세","남자인구수","명","1660",
"금천구","65세","여자인구수","명","1731",
"금천구","66세","총인구수","명","3151",
"금천구","66세","남자인구수","명","1447",
"금천구","66세","여자인구수","명","1704",
"금천구","67세","총인구수","명","2539",
"금천구","67세","남자인구수","명","1217",
"금천구","67세","여자인구수","명","1322",
"금천구","68세","총인구수","명","2664",
"금천구","68세","남자인구수","명","1309",
"금천구","68세","여자인구수","명","1355",
"금천구","69세","총인구수","명","2194",
"금천구","69세","남자인구수","명","1045",
"금천구","69세","여자인구수","명","1149",
"금천구","70세","총인구수","명","2130",
"금천구","70세","남자인구수","명","1054",
"금천구","70세","여자인구수","명","1076",
"금천구","71세","총인구수","명","2206",
"금천구","71세","남자인구수","명","1027",
"금천구","71세","여자인구수","명","1179",
"금천구","72세","총인구수","명","2120",
"금천구","72세","남자인구수","명","1035",
"금천구","72세","여자인구수","명","1085",
"금천구","73세","총인구수","명","2076",
"금천구","73세","남자인구수","명","922",
"금천구","73세","여자인구수","명","1154",
"금천구","74세","총인구수","명","1989",
"금천구","74세","남자인구수","명","951",
"금천구","74세","여자인구수","명","1038",
"금천구","75세","총인구수","명","1456",
"금천구","75세","남자인구수","명","670",
"금천구","75세","여자인구수","명","786",
"금천구","76세","총인구수","명","1531",
"금천구","76세","남자인구수","명","703",
"금천구","76세","여자인구수","명","828",
"금천구","77세","총인구수","명","1399",
"금천구","77세","남자인구수","명","639",
"금천구","77세","여자인구수","명","760",
"금천구","78세","총인구수","명","1728",
"금천구","78세","남자인구수","명","790",
"금천구","78세","여자인구수","명","938",
"금천구","79세","총인구수","명","1451",
"금천구","79세","남자인구수","명","669",
"금천구","79세","여자인구수","명","782",
"금천구","80세","총인구수","명","1096",
"금천구","80세","남자인구수","명","479",
"금천구","80세","여자인구수","명","617",
"금천구","81세","총인구수","명","1102",
"금천구","81세","남자인구수","명","476",
"금천구","81세","여자인구수","명","626",
"금천구","82세","총인구수","명","940",
"금천구","82세","남자인구수","명","398",
"금천구","82세","여자인구수","명","542",
"금천구","83세","총인구수","명","724",
"금천구","83세","남자인구수","명","309",
"금천구","83세","여자인구수","명","415",
"금천구","84세","총인구수","명","635",
"금천구","84세","남자인구수","명","239",
"금천구","84세","여자인구수","명","396",
"금천구","85세","총인구수","명","599",
"금천구","85세","남자인구수","명","219",
"금천구","85세","여자인구수","명","380",
"금천구","86세","총인구수","명","489",
"금천구","86세","남자인구수","명","170",
"금천구","86세","여자인구수","명","319",
"금천구","87세","총인구수","명","404",
"금천구","87세","남자인구수","명","123",
"금천구","87세","여자인구수","명","281",
"금천구","88세","총인구수","명","334",
"금천구","88세","남자인구수","명","122",
"금천구","88세","여자인구수","명","212",
"금천구","89세","총인구수","명","250",
"금천구","89세","남자인구수","명","76",
"금천구","89세","여자인구수","명","174",
"금천구","90세","총인구수","명","224",
"금천구","90세","남자인구수","명","70",
"금천구","90세","여자인구수","명","154",
"금천구","91세","총인구수","명","162",
"금천구","91세","남자인구수","명","47",
"금천구","91세","여자인구수","명","115",
"금천구","92세","총인구수","명","136",
"금천구","92세","남자인구수","명","26",
"금천구","92세","여자인구수","명","110",
"금천구","93세","총인구수","명","123",
"금천구","93세","남자인구수","명","28",
"금천구","93세","여자인구수","명","95",
"금천구","94세","총인구수","명","70",
"금천구","94세","남자인구수","명","11",
"금천구","94세","여자인구수","명","59",
"금천구","95세","총인구수","명","55",
"금천구","95세","남자인구수","명","15",
"금천구","95세","여자인구수","명","40",
"금천구","96세","총인구수","명","39",
"금천구","96세","남자인구수","명","8",
"금천구","96세","여자인구수","명","31",
"금천구","97세","총인구수","명","39",
"금천구","97세","남자인구수","명","17",
"금천구","97세","여자인구수","명","22",
"금천구","98세","총인구수","명","31",
"금천구","98세","남자인구수","명","8",
"금천구","98세","여자인구수","명","23",
"금천구","99세","총인구수","명","19",
"금천구","99세","남자인구수","명","5",
"금천구","99세","여자인구수","명","14",
"금천구","100세 이상","총인구수","명","179",
"금천구","100세 이상","남자인구수","명","58",
"금천구","100세 이상","여자인구수","명","121",
"영등포구","계","총인구수","명","380443",
"영등포구","계","남자인구수","명","188029",
"영등포구","계","여자인구수","명","192414",
"영등포구","0세","총인구수","명","2243",
"영등포구","0세","남자인구수","명","1186",
"영등포구","0세","여자인구수","명","1057",
"영등포구","1세","총인구수","명","2475",
"영등포구","1세","남자인구수","명","1268",
"영등포구","1세","여자인구수","명","1207",
"영등포구","2세","총인구수","명","2554",
"영등포구","2세","남자인구수","명","1304",
"영등포구","2세","여자인구수","명","1250",
"영등포구","3세","총인구수","명","2625",
"영등포구","3세","남자인구수","명","1350",
"영등포구","3세","여자인구수","명","1275",
"영등포구","4세","총인구수","명","2710",
"영등포구","4세","남자인구수","명","1344",
"영등포구","4세","여자인구수","명","1366",
"영등포구","5세","총인구수","명","2870",
"영등포구","5세","남자인구수","명","1470",
"영등포구","5세","여자인구수","명","1400",
"영등포구","6세","총인구수","명","2641",
"영등포구","6세","남자인구수","명","1383",
"영등포구","6세","여자인구수","명","1258",
"영등포구","7세","총인구수","명","2440",
"영등포구","7세","남자인구수","명","1249",
"영등포구","7세","여자인구수","명","1191",
"영등포구","8세","총인구수","명","2652",
"영등포구","8세","남자인구수","명","1321",
"영등포구","8세","여자인구수","명","1331",
"영등포구","9세","총인구수","명","2447",
"영등포구","9세","남자인구수","명","1234",
"영등포구","9세","여자인구수","명","1213",
"영등포구","10세","총인구수","명","2450",
"영등포구","10세","남자인구수","명","1213",
"영등포구","10세","여자인구수","명","1237",
"영등포구","11세","총인구수","명","2209",
"영등포구","11세","남자인구수","명","1145",
"영등포구","11세","여자인구수","명","1064",
"영등포구","12세","총인구수","명","2226",
"영등포구","12세","남자인구수","명","1141",
"영등포구","12세","여자인구수","명","1085",
"영등포구","13세","총인구수","명","2430",
"영등포구","13세","남자인구수","명","1305",
"영등포구","13세","여자인구수","명","1125",
"영등포구","14세","총인구수","명","2219",
"영등포구","14세","남자인구수","명","1141",
"영등포구","14세","여자인구수","명","1078",
"영등포구","15세","총인구수","명","2168",
"영등포구","15세","남자인구수","명","1149",
"영등포구","15세","여자인구수","명","1019",
"영등포구","16세","총인구수","명","2321",
"영등포구","16세","남자인구수","명","1242",
"영등포구","16세","여자인구수","명","1079",
"영등포구","17세","총인구수","명","2555",
"영등포구","17세","남자인구수","명","1375",
"영등포구","17세","여자인구수","명","1180",
"영등포구","18세","총인구수","명","2607",
"영등포구","18세","남자인구수","명","1358",
"영등포구","18세","여자인구수","명","1249",
"영등포구","19세","총인구수","명","3040",
"영등포구","19세","남자인구수","명","1554",
"영등포구","19세","여자인구수","명","1486",
"영등포구","20세","총인구수","명","3677",
"영등포구","20세","남자인구수","명","1799",
"영등포구","20세","여자인구수","명","1878",
"영등포구","21세","총인구수","명","3842",
"영등포구","21세","남자인구수","명","1894",
"영등포구","21세","여자인구수","명","1948",
"영등포구","22세","총인구수","명","4259",
"영등포구","22세","남자인구수","명","2039",
"영등포구","22세","여자인구수","명","2220",
"영등포구","23세","총인구수","명","4823",
"영등포구","23세","남자인구수","명","2152",
"영등포구","23세","여자인구수","명","2671",
"영등포구","24세","총인구수","명","5320",
"영등포구","24세","남자인구수","명","2320",
"영등포구","24세","여자인구수","명","3000",
"영등포구","25세","총인구수","명","6162",
"영등포구","25세","남자인구수","명","2653",
"영등포구","25세","여자인구수","명","3509",
"영등포구","26세","총인구수","명","7072",
"영등포구","26세","남자인구수","명","3321",
"영등포구","26세","여자인구수","명","3751",
"영등포구","27세","총인구수","명","7457",
"영등포구","27세","남자인구수","명","3539",
"영등포구","27세","여자인구수","명","3918",
"영등포구","28세","총인구수","명","8142",
"영등포구","28세","남자인구수","명","3896",
"영등포구","28세","여자인구수","명","4246",
"영등포구","29세","총인구수","명","8398",
"영등포구","29세","남자인구수","명","4062",
"영등포구","29세","여자인구수","명","4336",
"영등포구","30세","총인구수","명","7433",
"영등포구","30세","남자인구수","명","3671",
"영등포구","30세","여자인구수","명","3762",
"영등포구","31세","총인구수","명","7415",
"영등포구","31세","남자인구수","명","3731",
"영등포구","31세","여자인구수","명","3684",
"영등포구","32세","총인구수","명","7379",
"영등포구","32세","남자인구수","명","3808",
"영등포구","32세","여자인구수","명","3571",
"영등포구","33세","총인구수","명","6995",
"영등포구","33세","남자인구수","명","3519",
"영등포구","33세","여자인구수","명","3476",
"영등포구","34세","총인구수","명","6679",
"영등포구","34세","남자인구수","명","3396",
"영등포구","34세","여자인구수","명","3283",
"영등포구","35세","총인구수","명","6782",
"영등포구","35세","남자인구수","명","3550",
"영등포구","35세","여자인구수","명","3232",
"영등포구","36세","총인구수","명","6415",
"영등포구","36세","남자인구수","명","3329",
"영등포구","36세","여자인구수","명","3086",
"영등포구","37세","총인구수","명","6702",
"영등포구","37세","남자인구수","명","3499",
"영등포구","37세","여자인구수","명","3203",
"영등포구","38세","총인구수","명","6872",
"영등포구","38세","남자인구수","명","3598",
"영등포구","38세","여자인구수","명","3274",
"영등포구","39세","총인구수","명","6752",
"영등포구","39세","남자인구수","명","3492",
"영등포구","39세","여자인구수","명","3260",
"영등포구","40세","총인구수","명","6129",
"영등포구","40세","남자인구수","명","3215",
"영등포구","40세","여자인구수","명","2914",
"영등포구","41세","총인구수","명","6106",
"영등포구","41세","남자인구수","명","3161",
"영등포구","41세","여자인구수","명","2945",
"영등포구","42세","총인구수","명","5232",
"영등포구","42세","남자인구수","명","2709",
"영등포구","42세","여자인구수","명","2523",
"영등포구","43세","총인구수","명","5305",
"영등포구","43세","남자인구수","명","2695",
"영등포구","43세","여자인구수","명","2610",
"영등포구","44세","총인구수","명","5344",
"영등포구","44세","남자인구수","명","2762",
"영등포구","44세","여자인구수","명","2582",
"영등포구","45세","총인구수","명","5088",
"영등포구","45세","남자인구수","명","2568",
"영등포구","45세","여자인구수","명","2520",
"영등포구","46세","총인구수","명","5480",
"영등포구","46세","남자인구수","명","2890",
"영등포구","46세","여자인구수","명","2590",
"영등포구","47세","총인구수","명","5728",
"영등포구","47세","남자인구수","명","2904",
"영등포구","47세","여자인구수","명","2824",
"영등포구","48세","총인구수","명","5873",
"영등포구","48세","남자인구수","명","3005",
"영등포구","48세","여자인구수","명","2868",
"영등포구","49세","총인구수","명","6143",
"영등포구","49세","남자인구수","명","3154",
"영등포구","49세","여자인구수","명","2989",
"영등포구","50세","총인구수","명","6096",
"영등포구","50세","남자인구수","명","3062",
"영등포구","50세","여자인구수","명","3034",
"영등포구","51세","총인구수","명","6077",
"영등포구","51세","남자인구수","명","3036",
"영등포구","51세","여자인구수","명","3041",
"영등포구","52세","총인구수","명","5996",
"영등포구","52세","남자인구수","명","3053",
"영등포구","52세","여자인구수","명","2943",
"영등포구","53세","총인구수","명","5436",
"영등포구","53세","남자인구수","명","2684",
"영등포구","53세","여자인구수","명","2752",
"영등포구","54세","총인구수","명","5540",
"영등포구","54세","남자인구수","명","2846",
"영등포구","54세","여자인구수","명","2694",
"영등포구","55세","총인구수","명","5508",
"영등포구","55세","남자인구수","명","2886",
"영등포구","55세","여자인구수","명","2622",
"영등포구","56세","총인구수","명","5689",
"영등포구","56세","남자인구수","명","2895",
"영등포구","56세","여자인구수","명","2794",
"영등포구","57세","총인구수","명","5217",
"영등포구","57세","남자인구수","명","2684",
"영등포구","57세","여자인구수","명","2533",
"영등포구","58세","총인구수","명","5670",
"영등포구","58세","남자인구수","명","2939",
"영등포구","58세","여자인구수","명","2731",
"영등포구","59세","총인구수","명","5849",
"영등포구","59세","남자인구수","명","2938",
"영등포구","59세","여자인구수","명","2911",
"영등포구","60세","총인구수","명","6106",
"영등포구","60세","남자인구수","명","2980",
"영등포구","60세","여자인구수","명","3126",
"영등포구","61세","총인구수","명","5728",
"영등포구","61세","남자인구수","명","2768",
"영등포구","61세","여자인구수","명","2960",
"영등포구","62세","총인구수","명","5363",
"영등포구","62세","남자인구수","명","2672",
"영등포구","62세","여자인구수","명","2691",
"영등포구","63세","총인구수","명","5292",
"영등포구","63세","남자인구수","명","2607",
"영등포구","63세","여자인구수","명","2685",
"영등포구","64세","총인구수","명","4753",
"영등포구","64세","남자인구수","명","2330",
"영등포구","64세","여자인구수","명","2423",
"영등포구","65세","총인구수","명","4959",
"영등포구","65세","남자인구수","명","2418",
"영등포구","65세","여자인구수","명","2541",
"영등포구","66세","총인구수","명","4554",
"영등포구","66세","남자인구수","명","2174",
"영등포구","66세","여자인구수","명","2380",
"영등포구","67세","총인구수","명","3666",
"영등포구","67세","남자인구수","명","1739",
"영등포구","67세","여자인구수","명","1927",
"영등포구","68세","총인구수","명","4009",
"영등포구","68세","남자인구수","명","1928",
"영등포구","68세","여자인구수","명","2081",
"영등포구","69세","총인구수","명","3131",
"영등포구","69세","남자인구수","명","1500",
"영등포구","69세","여자인구수","명","1631",
"영등포구","70세","총인구수","명","3249",
"영등포구","70세","남자인구수","명","1460",
"영등포구","70세","여자인구수","명","1789",
"영등포구","71세","총인구수","명","3292",
"영등포구","71세","남자인구수","명","1529",
"영등포구","71세","여자인구수","명","1763",
"영등포구","72세","총인구수","명","3215",
"영등포구","72세","남자인구수","명","1522",
"영등포구","72세","여자인구수","명","1693",
"영등포구","73세","총인구수","명","3182",
"영등포구","73세","남자인구수","명","1505",
"영등포구","73세","여자인구수","명","1677",
"영등포구","74세","총인구수","명","2913",
"영등포구","74세","남자인구수","명","1366",
"영등포구","74세","여자인구수","명","1547",
"영등포구","75세","총인구수","명","2252",
"영등포구","75세","남자인구수","명","1085",
"영등포구","75세","여자인구수","명","1167",
"영등포구","76세","총인구수","명","2275",
"영등포구","76세","남자인구수","명","1030",
"영등포구","76세","여자인구수","명","1245",
"영등포구","77세","총인구수","명","2204",
"영등포구","77세","남자인구수","명","952",
"영등포구","77세","여자인구수","명","1252",
"영등포구","78세","총인구수","명","2666",
"영등포구","78세","남자인구수","명","1191",
"영등포구","78세","여자인구수","명","1475",
"영등포구","79세","총인구수","명","2222",
"영등포구","79세","남자인구수","명","959",
"영등포구","79세","여자인구수","명","1263",
"영등포구","80세","총인구수","명","1775",
"영등포구","80세","남자인구수","명","795",
"영등포구","80세","여자인구수","명","980",
"영등포구","81세","총인구수","명","1803",
"영등포구","81세","남자인구수","명","780",
"영등포구","81세","여자인구수","명","1023",
"영등포구","82세","총인구수","명","1493",
"영등포구","82세","남자인구수","명","645",
"영등포구","82세","여자인구수","명","848",
"영등포구","83세","총인구수","명","1373",
"영등포구","83세","남자인구수","명","559",
"영등포구","83세","여자인구수","명","814",
"영등포구","84세","총인구수","명","1309",
"영등포구","84세","남자인구수","명","539",
"영등포구","84세","여자인구수","명","770",
"영등포구","85세","총인구수","명","1098",
"영등포구","85세","남자인구수","명","455",
"영등포구","85세","여자인구수","명","643",
"영등포구","86세","총인구수","명","922",
"영등포구","86세","남자인구수","명","349",
"영등포구","86세","여자인구수","명","573",
"영등포구","87세","총인구수","명","730",
"영등포구","87세","남자인구수","명","249",
"영등포구","87세","여자인구수","명","481",
"영등포구","88세","총인구수","명","593",
"영등포구","88세","남자인구수","명","186",
"영등포구","88세","여자인구수","명","407",
"영등포구","89세","총인구수","명","460",
"영등포구","89세","남자인구수","명","139",
"영등포구","89세","여자인구수","명","321",
"영등포구","90세","총인구수","명","359",
"영등포구","90세","남자인구수","명","113",
"영등포구","90세","여자인구수","명","246",
"영등포구","91세","총인구수","명","301",
"영등포구","91세","남자인구수","명","86",
"영등포구","91세","여자인구수","명","215",
"영등포구","92세","총인구수","명","240",
"영등포구","92세","남자인구수","명","63",
"영등포구","92세","여자인구수","명","177",
"영등포구","93세","총인구수","명","201",
"영등포구","93세","남자인구수","명","57",
"영등포구","93세","여자인구수","명","144",
"영등포구","94세","총인구수","명","136",
"영등포구","94세","남자인구수","명","36",
"영등포구","94세","여자인구수","명","100",
"영등포구","95세","총인구수","명","106",
"영등포구","95세","남자인구수","명","29",
"영등포구","95세","여자인구수","명","77",
"영등포구","96세","총인구수","명","81",
"영등포구","96세","남자인구수","명","15",
"영등포구","96세","여자인구수","명","66",
"영등포구","97세","총인구수","명","73",
"영등포구","97세","남자인구수","명","22",
"영등포구","97세","여자인구수","명","51",
"영등포구","98세","총인구수","명","59",
"영등포구","98세","남자인구수","명","13",
"영등포구","98세","여자인구수","명","46",
"영등포구","99세","총인구수","명","42",
"영등포구","99세","남자인구수","명","19",
"영등포구","99세","여자인구수","명","23",
"영등포구","100세 이상","총인구수","명","294",
"영등포구","100세 이상","남자인구수","명","79",
"영등포구","100세 이상","여자인구수","명","215",
"동작구","계","총인구수","명","389754",
"동작구","계","남자인구수","명","188428",
"동작구","계","여자인구수","명","201326",
"동작구","0세","총인구수","명","1839",
"동작구","0세","남자인구수","명","969",
"동작구","0세","여자인구수","명","870",
"동작구","1세","총인구수","명","1941",
"동작구","1세","남자인구수","명","1037",
"동작구","1세","여자인구수","명","904",
"동작구","2세","총인구수","명","2132",
"동작구","2세","남자인구수","명","1107",
"동작구","2세","여자인구수","명","1025",
"동작구","3세","총인구수","명","2275",
"동작구","3세","남자인구수","명","1106",
"동작구","3세","여자인구수","명","1169",
"동작구","4세","총인구수","명","2477",
"동작구","4세","남자인구수","명","1243",
"동작구","4세","여자인구수","명","1234",
"동작구","5세","총인구수","명","2777",
"동작구","5세","남자인구수","명","1431",
"동작구","5세","여자인구수","명","1346",
"동작구","6세","총인구수","명","2698",
"동작구","6세","남자인구수","명","1374",
"동작구","6세","여자인구수","명","1324",
"동작구","7세","총인구수","명","2507",
"동작구","7세","남자인구수","명","1264",
"동작구","7세","여자인구수","명","1243",
"동작구","8세","총인구수","명","2778",
"동작구","8세","남자인구수","명","1432",
"동작구","8세","여자인구수","명","1346",
"동작구","9세","총인구수","명","2673",
"동작구","9세","남자인구수","명","1348",
"동작구","9세","여자인구수","명","1325",
"동작구","10세","총인구수","명","2766",
"동작구","10세","남자인구수","명","1448",
"동작구","10세","여자인구수","명","1318",
"동작구","11세","총인구수","명","2451",
"동작구","11세","남자인구수","명","1225",
"동작구","11세","여자인구수","명","1226",
"동작구","12세","총인구수","명","2601",
"동작구","12세","남자인구수","명","1345",
"동작구","12세","여자인구수","명","1256",
"동작구","13세","총인구수","명","2688",
"동작구","13세","남자인구수","명","1439",
"동작구","13세","여자인구수","명","1249",
"동작구","14세","총인구수","명","2578",
"동작구","14세","남자인구수","명","1307",
"동작구","14세","여자인구수","명","1271",
"동작구","15세","총인구수","명","2402",
"동작구","15세","남자인구수","명","1217",
"동작구","15세","여자인구수","명","1185",
"동작구","16세","총인구수","명","2763",
"동작구","16세","남자인구수","명","1444",
"동작구","16세","여자인구수","명","1319",
"동작구","17세","총인구수","명","2805",
"동작구","17세","남자인구수","명","1443",
"동작구","17세","여자인구수","명","1362",
"동작구","18세","총인구수","명","2997",
"동작구","18세","남자인구수","명","1522",
"동작구","18세","여자인구수","명","1475",
"동작구","19세","총인구수","명","3533",
"동작구","19세","남자인구수","명","1786",
"동작구","19세","여자인구수","명","1747",
"동작구","20세","총인구수","명","4398",
"동작구","20세","남자인구수","명","2108",
"동작구","20세","여자인구수","명","2290",
"동작구","21세","총인구수","명","4724",
"동작구","21세","남자인구수","명","2158",
"동작구","21세","여자인구수","명","2566",
"동작구","22세","총인구수","명","5385",
"동작구","22세","남자인구수","명","2495",
"동작구","22세","여자인구수","명","2890",
"동작구","23세","총인구수","명","6082",
"동작구","23세","남자인구수","명","2844",
"동작구","23세","여자인구수","명","3238",
"동작구","24세","총인구수","명","6620",
"동작구","24세","남자인구수","명","3118",
"동작구","24세","여자인구수","명","3502",
"동작구","25세","총인구수","명","7327",
"동작구","25세","남자인구수","명","3507",
"동작구","25세","여자인구수","명","3820",
"동작구","26세","총인구수","명","7755",
"동작구","26세","남자인구수","명","3845",
"동작구","26세","여자인구수","명","3910",
"동작구","27세","총인구수","명","7824",
"동작구","27세","남자인구수","명","3858",
"동작구","27세","여자인구수","명","3966",
"동작구","28세","총인구수","명","7809",
"동작구","28세","남자인구수","명","3837",
"동작구","28세","여자인구수","명","3972",
"동작구","29세","총인구수","명","7849",
"동작구","29세","남자인구수","명","3963",
"동작구","29세","여자인구수","명","3886",
"동작구","30세","총인구수","명","6803",
"동작구","30세","남자인구수","명","3413",
"동작구","30세","여자인구수","명","3390",
"동작구","31세","총인구수","명","6700",
"동작구","31세","남자인구수","명","3346",
"동작구","31세","여자인구수","명","3354",
"동작구","32세","총인구수","명","6413",
"동작구","32세","남자인구수","명","3276",
"동작구","32세","여자인구수","명","3137",
"동작구","33세","총인구수","명","6108",
"동작구","33세","남자인구수","명","3087",
"동작구","33세","여자인구수","명","3021",
"동작구","34세","총인구수","명","5730",
"동작구","34세","남자인구수","명","2904",
"동작구","34세","여자인구수","명","2826",
"동작구","35세","총인구수","명","5750",
"동작구","35세","남자인구수","명","2927",
"동작구","35세","여자인구수","명","2823",
"동작구","36세","총인구수","명","5526",
"동작구","36세","남자인구수","명","2779",
"동작구","36세","여자인구수","명","2747",
"동작구","37세","총인구수","명","6116",
"동작구","37세","남자인구수","명","3076",
"동작구","37세","여자인구수","명","3040",
"동작구","38세","총인구수","명","6281",
"동작구","38세","남자인구수","명","3192",
"동작구","38세","여자인구수","명","3089",
"동작구","39세","총인구수","명","6363",
"동작구","39세","남자인구수","명","3246",
"동작구","39세","여자인구수","명","3117",
"동작구","40세","총인구수","명","6067",
"동작구","40세","남자인구수","명","3122",
"동작구","40세","여자인구수","명","2945",
"동작구","41세","총인구수","명","6252",
"동작구","41세","남자인구수","명","3139",
"동작구","41세","여자인구수","명","3113",
"동작구","42세","총인구수","명","5366",
"동작구","42세","남자인구수","명","2684",
"동작구","42세","여자인구수","명","2682",
"동작구","43세","총인구수","명","5392",
"동작구","43세","남자인구수","명","2630",
"동작구","43세","여자인구수","명","2762",
"동작구","44세","총인구수","명","5492",
"동작구","44세","남자인구수","명","2800",
"동작구","44세","여자인구수","명","2692",
"동작구","45세","총인구수","명","5503",
"동작구","45세","남자인구수","명","2722",
"동작구","45세","여자인구수","명","2781",
"동작구","46세","총인구수","명","5933",
"동작구","46세","남자인구수","명","3054",
"동작구","46세","여자인구수","명","2879",
"동작구","47세","총인구수","명","6009",
"동작구","47세","남자인구수","명","2986",
"동작구","47세","여자인구수","명","3023",
"동작구","48세","총인구수","명","6041",
"동작구","48세","남자인구수","명","2988",
"동작구","48세","여자인구수","명","3053",
"동작구","49세","총인구수","명","6504",
"동작구","49세","남자인구수","명","3232",
"동작구","49세","여자인구수","명","3272",
"동작구","50세","총인구수","명","6319",
"동작구","50세","남자인구수","명","3102",
"동작구","50세","여자인구수","명","3217",
"동작구","51세","총인구수","명","6310",
"동작구","51세","남자인구수","명","3076",
"동작구","51세","여자인구수","명","3234",
"동작구","52세","총인구수","명","6241",
"동작구","52세","남자인구수","명","2978",
"동작구","52세","여자인구수","명","3263",
"동작구","53세","총인구수","명","5678",
"동작구","53세","남자인구수","명","2645",
"동작구","53세","여자인구수","명","3033",
"동작구","54세","총인구수","명","5377",
"동작구","54세","남자인구수","명","2667",
"동작구","54세","여자인구수","명","2710",
"동작구","55세","총인구수","명","5577",
