"행정구역(시군구)별","연령별","항목","단위","2021. 02 월",
"양양군","86세","남자인구수","명","49",
"양양군","86세","여자인구수","명","99",
"양양군","87세","총인구수","명","107",
"양양군","87세","남자인구수","명","32",
"양양군","87세","여자인구수","명","75",
"양양군","88세","총인구수","명","92",
"양양군","88세","남자인구수","명","19",
"양양군","88세","여자인구수","명","73",
"양양군","89세","총인구수","명","79",
"양양군","89세","남자인구수","명","22",
"양양군","89세","여자인구수","명","57",
"양양군","90세","총인구수","명","60",
"양양군","90세","남자인구수","명","14",
"양양군","90세","여자인구수","명","46",
"양양군","91세","총인구수","명","59",
"양양군","91세","남자인구수","명","15",
"양양군","91세","여자인구수","명","44",
"양양군","92세","총인구수","명","54",
"양양군","92세","남자인구수","명","12",
"양양군","92세","여자인구수","명","42",
"양양군","93세","총인구수","명","46",
"양양군","93세","남자인구수","명","6",
"양양군","93세","여자인구수","명","40",
"양양군","94세","총인구수","명","29",
"양양군","94세","남자인구수","명","5",
"양양군","94세","여자인구수","명","24",
"양양군","95세","총인구수","명","31",
"양양군","95세","남자인구수","명","4",
"양양군","95세","여자인구수","명","27",
"양양군","96세","총인구수","명","19",
"양양군","96세","남자인구수","명","5",
"양양군","96세","여자인구수","명","14",
"양양군","97세","총인구수","명","14",
"양양군","97세","남자인구수","명","3",
"양양군","97세","여자인구수","명","11",
"양양군","98세","총인구수","명","6",
"양양군","98세","남자인구수","명","0",
"양양군","98세","여자인구수","명","6",
"양양군","99세","총인구수","명","9",
"양양군","99세","남자인구수","명","1",
"양양군","99세","여자인구수","명","8",
"양양군","100세 이상","총인구수","명","16",
"양양군","100세 이상","남자인구수","명","1",
"양양군","100세 이상","여자인구수","명","15",
"충청북도","계","총인구수","명","1599122",
"충청북도","계","남자인구수","명","810751",
"충청북도","계","여자인구수","명","788371",
"충청북도","0세","총인구수","명","8209",
"충청북도","0세","남자인구수","명","4242",
"충청북도","0세","여자인구수","명","3967",
"충청북도","1세","총인구수","명","9157",
"충청북도","1세","남자인구수","명","4742",
"충청북도","1세","여자인구수","명","4415",
"충청북도","2세","총인구수","명","10549",
"충청북도","2세","남자인구수","명","5400",
"충청북도","2세","여자인구수","명","5149",
"충청북도","3세","총인구수","명","11331",
"충청북도","3세","남자인구수","명","5764",
"충청북도","3세","여자인구수","명","5567",
"충청북도","4세","총인구수","명","12540",
"충청북도","4세","남자인구수","명","6517",
"충청북도","4세","여자인구수","명","6023",
"충청북도","5세","총인구수","명","13499",
"충청북도","5세","남자인구수","명","6886",
"충청북도","5세","여자인구수","명","6613",
"충청북도","6세","총인구수","명","13324",
"충청북도","6세","남자인구수","명","6671",
"충청북도","6세","여자인구수","명","6653",
"충청북도","7세","총인구수","명","13609",
"충청북도","7세","남자인구수","명","6885",
"충청북도","7세","여자인구수","명","6724",
"충청북도","8세","총인구수","명","15046",
"충청북도","8세","남자인구수","명","7707",
"충청북도","8세","여자인구수","명","7339",
"충청북도","9세","총인구수","명","14787",
"충청북도","9세","남자인구수","명","7622",
"충청북도","9세","여자인구수","명","7165",
"충청북도","10세","총인구수","명","15045",
"충청북도","10세","남자인구수","명","7695",
"충청북도","10세","여자인구수","명","7350",
"충청북도","11세","총인구수","명","14101",
"충청북도","11세","남자인구수","명","7288",
"충청북도","11세","여자인구수","명","6813",
"충청북도","12세","총인구수","명","14384",
"충청북도","12세","남자인구수","명","7475",
"충청북도","12세","여자인구수","명","6909",
"충청북도","13세","총인구수","명","15570",
"충청북도","13세","남자인구수","명","8024",
"충청북도","13세","여자인구수","명","7546",
"충청북도","14세","총인구수","명","13901",
"충청북도","14세","남자인구수","명","7177",
"충청북도","14세","여자인구수","명","6724",
"충청북도","15세","총인구수","명","13706",
"충청북도","15세","남자인구수","명","7135",
"충청북도","15세","여자인구수","명","6571",
"충청북도","16세","총인구수","명","14483",
"충청북도","16세","남자인구수","명","7586",
"충청북도","16세","여자인구수","명","6897",
"충청북도","17세","총인구수","명","15150",
"충청북도","17세","남자인구수","명","7968",
"충청북도","17세","여자인구수","명","7182",
"충청북도","18세","총인구수","명","15367",
"충청북도","18세","남자인구수","명","8032",
"충청북도","18세","여자인구수","명","7335",
"충청북도","19세","총인구수","명","16745",
"충청북도","19세","남자인구수","명","8808",
"충청북도","19세","여자인구수","명","7937",
"충청북도","20세","총인구수","명","19323",
"충청북도","20세","남자인구수","명","10269",
"충청북도","20세","여자인구수","명","9054",
"충청북도","21세","총인구수","명","18946",
"충청북도","21세","남자인구수","명","10134",
"충청북도","21세","여자인구수","명","8812",
"충청북도","22세","총인구수","명","19179",
"충청북도","22세","남자인구수","명","10458",
"충청북도","22세","여자인구수","명","8721",
"충청북도","23세","총인구수","명","19663",
"충청북도","23세","남자인구수","명","10578",
"충청북도","23세","여자인구수","명","9085",
"충청북도","24세","총인구수","명","19715",
"충청북도","24세","남자인구수","명","11011",
"충청북도","24세","여자인구수","명","8704",
"충청북도","25세","총인구수","명","20335",
"충청북도","25세","남자인구수","명","11435",
"충청북도","25세","여자인구수","명","8900",
"충청북도","26세","총인구수","명","20242",
"충청북도","26세","남자인구수","명","11576",
"충청북도","26세","여자인구수","명","8666",
"충청북도","27세","총인구수","명","20523",
"충청북도","27세","남자인구수","명","11859",
"충청북도","27세","여자인구수","명","8664",
"충청북도","28세","총인구수","명","20431",
"충청북도","28세","남자인구수","명","11791",
"충청북도","28세","여자인구수","명","8640",
"충청북도","29세","총인구수","명","19344",
"충청북도","29세","남자인구수","명","10895",
"충청북도","29세","여자인구수","명","8449",
"충청북도","30세","총인구수","명","17764",
"충청북도","30세","남자인구수","명","9911",
"충청북도","30세","여자인구수","명","7853",
"충청북도","31세","총인구수","명","17365",
"충청북도","31세","남자인구수","명","9602",
"충청북도","31세","여자인구수","명","7763",
"충청북도","32세","총인구수","명","17412",
"충청북도","32세","남자인구수","명","9353",
"충청북도","32세","여자인구수","명","8059",
"충청북도","33세","총인구수","명","17586",
"충청북도","33세","남자인구수","명","9345",
"충청북도","33세","여자인구수","명","8241",
"충청북도","34세","총인구수","명","17850",
"충청북도","34세","남자인구수","명","9558",
"충청북도","34세","여자인구수","명","8292",
"충청북도","35세","총인구수","명","18476",
"충청북도","35세","남자인구수","명","9753",
"충청북도","35세","여자인구수","명","8723",
"충청북도","36세","총인구수","명","18862",
"충청북도","36세","남자인구수","명","9989",
"충청북도","36세","여자인구수","명","8873",
"충청북도","37세","총인구수","명","20929",
"충청북도","37세","남자인구수","명","10921",
"충청북도","37세","여자인구수","명","10008",
"충청북도","38세","총인구수","명","23383",
"충청북도","38세","남자인구수","명","12087",
"충청북도","38세","여자인구수","명","11296",
"충청북도","39세","총인구수","명","24040",
"충청북도","39세","남자인구수","명","12410",
"충청북도","39세","여자인구수","명","11630",
"충청북도","40세","총인구수","명","23275",
"충청북도","40세","남자인구수","명","12027",
"충청북도","40세","여자인구수","명","11248",
"충청북도","41세","총인구수","명","23526",
"충청북도","41세","남자인구수","명","12260",
"충청북도","41세","여자인구수","명","11266",
"충청북도","42세","총인구수","명","21350",
"충청북도","42세","남자인구수","명","11148",
"충청북도","42세","여자인구수","명","10202",
"충청북도","43세","총인구수","명","22445",
"충청북도","43세","남자인구수","명","11556",
"충청북도","43세","여자인구수","명","10889",
"충청북도","44세","총인구수","명","22026",
"충청북도","44세","남자인구수","명","11525",
"충청북도","44세","여자인구수","명","10501",
"충청북도","45세","총인구수","명","23153",
"충청북도","45세","남자인구수","명","11821",
"충청북도","45세","여자인구수","명","11332",
"충청북도","46세","총인구수","명","25264",
"충청북도","46세","남자인구수","명","13025",
"충청북도","46세","여자인구수","명","12239",
"충청북도","47세","총인구수","명","26933",
"충청북도","47세","남자인구수","명","13827",
"충청북도","47세","여자인구수","명","13106",
"충청북도","48세","총인구수","명","25720",
"충청북도","48세","남자인구수","명","13503",
"충청북도","48세","여자인구수","명","12217",
"충청북도","49세","총인구수","명","26856",
"충청북도","49세","남자인구수","명","13953",
"충청북도","49세","여자인구수","명","12903",
"충청북도","50세","총인구수","명","27352",
"충청북도","50세","남자인구수","명","14123",
"충청북도","50세","여자인구수","명","13229",
"충청북도","51세","총인구수","명","28161",
"충청북도","51세","남자인구수","명","14445",
"충청북도","51세","여자인구수","명","13716",
"충청북도","52세","총인구수","명","29204",
"충청북도","52세","남자인구수","명","14732",
"충청북도","52세","여자인구수","명","14472",
"충청북도","53세","총인구수","명","26668",
"충청북도","53세","남자인구수","명","13586",
"충청북도","53세","여자인구수","명","13082",
"충청북도","54세","총인구수","명","26800",
"충청북도","54세","남자인구수","명","14032",
"충청북도","54세","여자인구수","명","12768",
"충청북도","55세","총인구수","명","26983",
"충청북도","55세","남자인구수","명","13828",
"충청북도","55세","여자인구수","명","13155",
"충청북도","56세","총인구수","명","26417",
"충청북도","56세","남자인구수","명","13614",
"충청북도","56세","여자인구수","명","12803",
"충청북도","57세","총인구수","명","22636",
"충청북도","57세","남자인구수","명","11715",
"충청북도","57세","여자인구수","명","10921",
"충청북도","58세","총인구수","명","27710",
"충청북도","58세","남자인구수","명","14441",
"충청북도","58세","여자인구수","명","13269",
"충청북도","59세","총인구수","명","30673",
"충청북도","59세","남자인구수","명","15737",
"충청북도","59세","여자인구수","명","14936",
"충청북도","60세","총인구수","명","30172",
"충청북도","60세","남자인구수","명","15165",
"충청북도","60세","여자인구수","명","15007",
"충청북도","61세","총인구수","명","27500",
"충청북도","61세","남자인구수","명","13763",
"충청북도","61세","여자인구수","명","13737",
"충청북도","62세","총인구수","명","25748",
"충청북도","62세","남자인구수","명","13112",
"충청북도","62세","여자인구수","명","12636",
"충청북도","63세","총인구수","명","25863",
"충청북도","63세","남자인구수","명","13176",
"충청북도","63세","여자인구수","명","12687",
"충청북도","64세","총인구수","명","23926",
"충청북도","64세","남자인구수","명","12191",
"충청북도","64세","여자인구수","명","11735",
"충청북도","65세","총인구수","명","22701",
"충청북도","65세","남자인구수","명","11260",
"충청북도","65세","여자인구수","명","11441",
"충청북도","66세","총인구수","명","21007",
"충청북도","66세","남자인구수","명","10417",
"충청북도","66세","여자인구수","명","10590",
"충청북도","67세","총인구수","명","17532",
"충청북도","67세","남자인구수","명","8678",
"충청북도","67세","여자인구수","명","8854",
"충청북도","68세","총인구수","명","18504",
"충청북도","68세","남자인구수","명","9057",
"충청북도","68세","여자인구수","명","9447",
"충청북도","69세","총인구수","명","14214",
"충청북도","69세","남자인구수","명","6920",
"충청북도","69세","여자인구수","명","7294",
"충청북도","70세","총인구수","명","13060",
"충청북도","70세","남자인구수","명","6264",
"충청북도","70세","여자인구수","명","6796",
"충청북도","71세","총인구수","명","13280",
"충청북도","71세","남자인구수","명","6491",
"충청북도","71세","여자인구수","명","6789",
"충청북도","72세","총인구수","명","13312",
"충청북도","72세","남자인구수","명","6412",
"충청북도","72세","여자인구수","명","6900",
"충청북도","73세","총인구수","명","13363",
"충청북도","73세","남자인구수","명","6334",
"충청북도","73세","여자인구수","명","7029",
"충청북도","74세","총인구수","명","11893",
"충청북도","74세","남자인구수","명","5523",
"충청북도","74세","여자인구수","명","6370",
"충청북도","75세","총인구수","명","9620",
"충청북도","75세","남자인구수","명","4318",
"충청북도","75세","여자인구수","명","5302",
"충청북도","76세","총인구수","명","10688",
"충청북도","76세","남자인구수","명","4598",
"충청북도","76세","여자인구수","명","6090",
"충청북도","77세","총인구수","명","10314",
"충청북도","77세","남자인구수","명","4238",
"충청북도","77세","여자인구수","명","6076",
"충청북도","78세","총인구수","명","13838",
"충청북도","78세","남자인구수","명","5795",
"충청북도","78세","여자인구수","명","8043",
"충청북도","79세","총인구수","명","11340",
"충청북도","79세","남자인구수","명","4514",
"충청북도","79세","여자인구수","명","6826",
"충청북도","80세","총인구수","명","9255",
"충청북도","80세","남자인구수","명","3650",
"충청북도","80세","여자인구수","명","5605",
"충청북도","81세","총인구수","명","9855",
"충청북도","81세","남자인구수","명","3796",
"충청북도","81세","여자인구수","명","6059",
"충청북도","82세","총인구수","명","8636",
"충청북도","82세","남자인구수","명","3166",
"충청북도","82세","여자인구수","명","5470",
"충청북도","83세","총인구수","명","7949",
"충청북도","83세","남자인구수","명","2856",
"충청북도","83세","여자인구수","명","5093",
"충청북도","84세","총인구수","명","7326",
"충청북도","84세","남자인구수","명","2531",
"충청북도","84세","여자인구수","명","4795",
"충청북도","85세","총인구수","명","6587",
"충청북도","85세","남자인구수","명","2108",
"충청북도","85세","여자인구수","명","4479",
"충청북도","86세","총인구수","명","5683",
"충청북도","86세","남자인구수","명","1749",
"충청북도","86세","여자인구수","명","3934",
"충청북도","87세","총인구수","명","4464",
"충청북도","87세","남자인구수","명","1267",
"충청북도","87세","여자인구수","명","3197",
"충청북도","88세","총인구수","명","3723",
"충청북도","88세","남자인구수","명","1025",
"충청북도","88세","여자인구수","명","2698",
"충청북도","89세","총인구수","명","2819",
"충청북도","89세","남자인구수","명","684",
"충청북도","89세","여자인구수","명","2135",
"충청북도","90세","총인구수","명","2268",
"충청북도","90세","남자인구수","명","530",
"충청북도","90세","여자인구수","명","1738",
"충청북도","91세","총인구수","명","1903",
"충청북도","91세","남자인구수","명","406",
"충청북도","91세","여자인구수","명","1497",
"충청북도","92세","총인구수","명","1517",
"충청북도","92세","남자인구수","명","356",
"충청북도","92세","여자인구수","명","1161",
"충청북도","93세","총인구수","명","1150",
"충청북도","93세","남자인구수","명","245",
"충청북도","93세","여자인구수","명","905",
"충청북도","94세","총인구수","명","790",
"충청북도","94세","남자인구수","명","154",
"충청북도","94세","여자인구수","명","636",
"충청북도","95세","총인구수","명","561",
"충청북도","95세","남자인구수","명","127",
"충청북도","95세","여자인구수","명","434",
"충청북도","96세","총인구수","명","398",
"충청북도","96세","남자인구수","명","95",
"충청북도","96세","여자인구수","명","303",
"충청북도","97세","총인구수","명","276",
"충청북도","97세","남자인구수","명","55",
"충청북도","97세","여자인구수","명","221",
"충청북도","98세","총인구수","명","288",
"충청북도","98세","남자인구수","명","58",
"충청북도","98세","여자인구수","명","230",
"충청북도","99세","총인구수","명","192",
"충청북도","99세","남자인구수","명","45",
"충청북도","99세","여자인구수","명","147",
"충청북도","100세 이상","총인구수","명","584",
"충청북도","100세 이상","남자인구수","명","165",
"충청북도","100세 이상","여자인구수","명","419",
"청주시","계","총인구수","명","846204",
"청주시","계","남자인구수","명","426413",
"청주시","계","여자인구수","명","419791",
"청주시","0세","총인구수","명","5029",
"청주시","0세","남자인구수","명","2580",
"청주시","0세","여자인구수","명","2449",
"청주시","1세","총인구수","명","5474",
"청주시","1세","남자인구수","명","2815",
"청주시","1세","여자인구수","명","2659",
"청주시","2세","총인구수","명","6493",
"청주시","2세","남자인구수","명","3304",
"청주시","2세","여자인구수","명","3189",
"청주시","3세","총인구수","명","6954",
"청주시","3세","남자인구수","명","3545",
"청주시","3세","여자인구수","명","3409",
"청주시","4세","총인구수","명","7608",
"청주시","4세","남자인구수","명","3928",
"청주시","4세","여자인구수","명","3680",
"청주시","5세","총인구수","명","8145",
"청주시","5세","남자인구수","명","4173",
"청주시","5세","여자인구수","명","3972",
"청주시","6세","총인구수","명","8042",
"청주시","6세","남자인구수","명","4019",
"청주시","6세","여자인구수","명","4023",
"청주시","7세","총인구수","명","8162",
"청주시","7세","남자인구수","명","4148",
"청주시","7세","여자인구수","명","4014",
"청주시","8세","총인구수","명","9043",
"청주시","8세","남자인구수","명","4639",
"청주시","8세","여자인구수","명","4404",
"청주시","9세","총인구수","명","8732",
"청주시","9세","남자인구수","명","4470",
"청주시","9세","여자인구수","명","4262",
"청주시","10세","총인구수","명","8751",
"청주시","10세","남자인구수","명","4448",
"청주시","10세","여자인구수","명","4303",
"청주시","11세","총인구수","명","8278",
"청주시","11세","남자인구수","명","4321",
"청주시","11세","여자인구수","명","3957",
"청주시","12세","총인구수","명","8409",
"청주시","12세","남자인구수","명","4333",
"청주시","12세","여자인구수","명","4076",
"청주시","13세","총인구수","명","8965",
"청주시","13세","남자인구수","명","4625",
"청주시","13세","여자인구수","명","4340",
"청주시","14세","총인구수","명","8061",
"청주시","14세","남자인구수","명","4134",
"청주시","14세","여자인구수","명","3927",
"청주시","15세","총인구수","명","7956",
"청주시","15세","남자인구수","명","4144",
"청주시","15세","여자인구수","명","3812",
"청주시","16세","총인구수","명","8333",
"청주시","16세","남자인구수","명","4317",
"청주시","16세","여자인구수","명","4016",
"청주시","17세","총인구수","명","8775",
"청주시","17세","남자인구수","명","4644",
"청주시","17세","여자인구수","명","4131",
"청주시","18세","총인구수","명","8783",
"청주시","18세","남자인구수","명","4600",
"청주시","18세","여자인구수","명","4183",
"청주시","19세","총인구수","명","9554",
"청주시","19세","남자인구수","명","4992",
"청주시","19세","여자인구수","명","4562",
"청주시","20세","총인구수","명","11016",
"청주시","20세","남자인구수","명","5802",
"청주시","20세","여자인구수","명","5214",
"청주시","21세","총인구수","명","10770",
"청주시","21세","남자인구수","명","5713",
"청주시","21세","여자인구수","명","5057",
"청주시","22세","총인구수","명","11174",
"청주시","22세","남자인구수","명","5972",
"청주시","22세","여자인구수","명","5202",
"청주시","23세","총인구수","명","11623",
"청주시","23세","남자인구수","명","5980",
"청주시","23세","여자인구수","명","5643",
"청주시","24세","총인구수","명","12013",
"청주시","24세","남자인구수","명","6516",
"청주시","24세","여자인구수","명","5497",
"청주시","25세","총인구수","명","12661",
"청주시","25세","남자인구수","명","6970",
"청주시","25세","여자인구수","명","5691",
"청주시","26세","총인구수","명","12709",
"청주시","26세","남자인구수","명","7118",
"청주시","26세","여자인구수","명","5591",
"청주시","27세","총인구수","명","12879",
"청주시","27세","남자인구수","명","7334",
"청주시","27세","여자인구수","명","5545",
"청주시","28세","총인구수","명","12696",
"청주시","28세","남자인구수","명","7160",
"청주시","28세","여자인구수","명","5536",
"청주시","29세","총인구수","명","12159",
"청주시","29세","남자인구수","명","6707",
"청주시","29세","여자인구수","명","5452",
"청주시","30세","총인구수","명","10976",
"청주시","30세","남자인구수","명","6058",
"청주시","30세","여자인구수","명","4918",
"청주시","31세","총인구수","명","10822",
"청주시","31세","남자인구수","명","5873",
"청주시","31세","여자인구수","명","4949",
"청주시","32세","총인구수","명","10876",
"청주시","32세","남자인구수","명","5763",
"청주시","32세","여자인구수","명","5113",
"청주시","33세","총인구수","명","10933",
"청주시","33세","남자인구수","명","5719",
"청주시","33세","여자인구수","명","5214",
"청주시","34세","총인구수","명","10993",
"청주시","34세","남자인구수","명","5797",
"청주시","34세","여자인구수","명","5196",
"청주시","35세","총인구수","명","11221",
"청주시","35세","남자인구수","명","5887",
"청주시","35세","여자인구수","명","5334",
"청주시","36세","총인구수","명","11458",
"청주시","36세","남자인구수","명","5946",
"청주시","36세","여자인구수","명","5512",
"청주시","37세","총인구수","명","12686",
"청주시","37세","남자인구수","명","6547",
"청주시","37세","여자인구수","명","6139",
"청주시","38세","총인구수","명","14053",
"청주시","38세","남자인구수","명","7172",
"청주시","38세","여자인구수","명","6881",
"청주시","39세","총인구수","명","14314",
"청주시","39세","남자인구수","명","7268",
"청주시","39세","여자인구수","명","7046",
"청주시","40세","총인구수","명","13677",
"청주시","40세","남자인구수","명","7070",
"청주시","40세","여자인구수","명","6607",
"청주시","41세","총인구수","명","13702",
"청주시","41세","남자인구수","명","7057",
"청주시","41세","여자인구수","명","6645",
"청주시","42세","총인구수","명","12448",
"청주시","42세","남자인구수","명","6424",
"청주시","42세","여자인구수","명","6024",
"청주시","43세","총인구수","명","12908",
"청주시","43세","남자인구수","명","6504",
"청주시","43세","여자인구수","명","6404",
"청주시","44세","총인구수","명","12789",
"청주시","44세","남자인구수","명","6525",
"청주시","44세","여자인구수","명","6264",
"청주시","45세","총인구수","명","13111",
"청주시","45세","남자인구수","명","6511",
"청주시","45세","여자인구수","명","6600",
"청주시","46세","총인구수","명","14132",
"청주시","46세","남자인구수","명","7018",
"청주시","46세","여자인구수","명","7114",
"청주시","47세","총인구수","명","15047",
"청주시","47세","남자인구수","명","7481",
"청주시","47세","여자인구수","명","7566",
"청주시","48세","총인구수","명","14259",
"청주시","48세","남자인구수","명","7239",
"청주시","48세","여자인구수","명","7020",
"청주시","49세","총인구수","명","14582",
"청주시","49세","남자인구수","명","7385",
"청주시","49세","여자인구수","명","7197",
"청주시","50세","총인구수","명","14802",
"청주시","50세","남자인구수","명","7436",
"청주시","50세","여자인구수","명","7366",
"청주시","51세","총인구수","명","15048",
"청주시","51세","남자인구수","명","7467",
"청주시","51세","여자인구수","명","7581",
"청주시","52세","총인구수","명","15219",
"청주시","52세","남자인구수","명","7438",
"청주시","52세","여자인구수","명","7781",
"청주시","53세","총인구수","명","13895",
"청주시","53세","남자인구수","명","6837",
"청주시","53세","여자인구수","명","7058",
"청주시","54세","총인구수","명","13454",
"청주시","54세","남자인구수","명","6821",
"청주시","54세","여자인구수","명","6633",
"청주시","55세","총인구수","명","13438",
"청주시","55세","남자인구수","명","6613",
"청주시","55세","여자인구수","명","6825",
"청주시","56세","총인구수","명","13198",
"청주시","56세","남자인구수","명","6636",
"청주시","56세","여자인구수","명","6562",
"청주시","57세","총인구수","명","11098",
"청주시","57세","남자인구수","명","5679",
"청주시","57세","여자인구수","명","5419",
"청주시","58세","총인구수","명","13372",
"청주시","58세","남자인구수","명","6873",
"청주시","58세","여자인구수","명","6499",
"청주시","59세","총인구수","명","14305",
"청주시","59세","남자인구수","명","7248",
"청주시","59세","여자인구수","명","7057",
"청주시","60세","총인구수","명","13914",
"청주시","60세","남자인구수","명","6860",
"청주시","60세","여자인구수","명","7054",
"청주시","61세","총인구수","명","12314",
"청주시","61세","남자인구수","명","5994",
"청주시","61세","여자인구수","명","6320",
"청주시","62세","총인구수","명","11571",
"청주시","62세","남자인구수","명","5690",
"청주시","62세","여자인구수","명","5881",
"청주시","63세","총인구수","명","11308",
"청주시","63세","남자인구수","명","5598",
"청주시","63세","여자인구수","명","5710",
"청주시","64세","총인구수","명","10396",
"청주시","64세","남자인구수","명","5231",
"청주시","64세","여자인구수","명","5165",
"청주시","65세","총인구수","명","9885",
"청주시","65세","남자인구수","명","4762",
"청주시","65세","여자인구수","명","5123",
"청주시","66세","총인구수","명","8858",
"청주시","66세","남자인구수","명","4259",
"청주시","66세","여자인구수","명","4599",
"청주시","67세","총인구수","명","7505",
"청주시","67세","남자인구수","명","3656",
"청주시","67세","여자인구수","명","3849",
"청주시","68세","총인구수","명","7427",
"청주시","68세","남자인구수","명","3599",
"청주시","68세","여자인구수","명","3828",
"청주시","69세","총인구수","명","5910",
"청주시","69세","남자인구수","명","2850",
"청주시","69세","여자인구수","명","3060",
"청주시","70세","총인구수","명","5390",
"청주시","70세","남자인구수","명","2546",
"청주시","70세","여자인구수","명","2844",
"청주시","71세","총인구수","명","5425",
"청주시","71세","남자인구수","명","2600",
"청주시","71세","여자인구수","명","2825",
"청주시","72세","총인구수","명","5526",
"청주시","72세","남자인구수","명","2616",
"청주시","72세","여자인구수","명","2910",
"청주시","73세","총인구수","명","5398",
"청주시","73세","남자인구수","명","2502",
"청주시","73세","여자인구수","명","2896",
"청주시","74세","총인구수","명","4771",
"청주시","74세","남자인구수","명","2201",
"청주시","74세","여자인구수","명","2570",
"청주시","75세","총인구수","명","3774",
"청주시","75세","남자인구수","명","1684",
"청주시","75세","여자인구수","명","2090",
"청주시","76세","총인구수","명","4050",
"청주시","76세","남자인구수","명","1754",
"청주시","76세","여자인구수","명","2296",
"청주시","77세","총인구수","명","3861",
"청주시","77세","남자인구수","명","1567",
"청주시","77세","여자인구수","명","2294",
"청주시","78세","총인구수","명","5300",
"청주시","78세","남자인구수","명","2222",
"청주시","78세","여자인구수","명","3078",
"청주시","79세","총인구수","명","4080",
"청주시","79세","남자인구수","명","1601",
"청주시","79세","여자인구수","명","2479",
"청주시","80세","총인구수","명","3355",
"청주시","80세","남자인구수","명","1323",
"청주시","80세","여자인구수","명","2032",
"청주시","81세","총인구수","명","3474",
"청주시","81세","남자인구수","명","1332",
"청주시","81세","여자인구수","명","2142",
"청주시","82세","총인구수","명","2990",
"청주시","82세","남자인구수","명","1059",
"청주시","82세","여자인구수","명","1931",
"청주시","83세","총인구수","명","2901",
"청주시","83세","남자인구수","명","1023",
"청주시","83세","여자인구수","명","1878",
"청주시","84세","총인구수","명","2711",
"청주시","84세","남자인구수","명","914",
"청주시","84세","여자인구수","명","1797",
"청주시","85세","총인구수","명","2386",
"청주시","85세","남자인구수","명","774",
"청주시","85세","여자인구수","명","1612",
"청주시","86세","총인구수","명","2071",
"청주시","86세","남자인구수","명","639",
"청주시","86세","여자인구수","명","1432",
"청주시","87세","총인구수","명","1583",
"청주시","87세","남자인구수","명","451",
"청주시","87세","여자인구수","명","1132",
"청주시","88세","총인구수","명","1355",
"청주시","88세","남자인구수","명","364",
"청주시","88세","여자인구수","명","991",
"청주시","89세","총인구수","명","1011",
"청주시","89세","남자인구수","명","234",
"청주시","89세","여자인구수","명","777",
"청주시","90세","총인구수","명","848",
"청주시","90세","남자인구수","명","185",
"청주시","90세","여자인구수","명","663",
"청주시","91세","총인구수","명","695",
"청주시","91세","남자인구수","명","140",
"청주시","91세","여자인구수","명","555",
"청주시","92세","총인구수","명","555",
"청주시","92세","남자인구수","명","123",
"청주시","92세","여자인구수","명","432",
"청주시","93세","총인구수","명","417",
"청주시","93세","남자인구수","명","85",
"청주시","93세","여자인구수","명","332",
"청주시","94세","총인구수","명","294",
"청주시","94세","남자인구수","명","49",
"청주시","94세","여자인구수","명","245",
"청주시","95세","총인구수","명","217",
"청주시","95세","남자인구수","명","47",
"청주시","95세","여자인구수","명","170",
"청주시","96세","총인구수","명","136",
"청주시","96세","남자인구수","명","27",
"청주시","96세","여자인구수","명","109",
"청주시","97세","총인구수","명","88",
"청주시","97세","남자인구수","명","18",
"청주시","97세","여자인구수","명","70",
"청주시","98세","총인구수","명","124",
"청주시","98세","남자인구수","명","24",
"청주시","98세","여자인구수","명","100",
"청주시","99세","총인구수","명","69",
"청주시","99세","남자인구수","명","14",
"청주시","99세","여자인구수","명","55",
"청주시","100세 이상","총인구수","명","198",
"청주시","100세 이상","남자인구수","명","53",
"청주시","100세 이상","여자인구수","명","145",
"상당구","계","총인구수","명","193027",
"상당구","계","남자인구수","명","95921",
"상당구","계","여자인구수","명","97106",
"상당구","0세","총인구수","명","1052",
"상당구","0세","남자인구수","명","525",
"상당구","0세","여자인구수","명","527",
"상당구","1세","총인구수","명","1148",
"상당구","1세","남자인구수","명","591",
"상당구","1세","여자인구수","명","557",
"상당구","2세","총인구수","명","1384",
"상당구","2세","남자인구수","명","662",
"상당구","2세","여자인구수","명","722",
"상당구","3세","총인구수","명","1485",
"상당구","3세","남자인구수","명","757",
"상당구","3세","여자인구수","명","728",
"상당구","4세","총인구수","명","1673",
"상당구","4세","남자인구수","명","855",
"상당구","4세","여자인구수","명","818",
"상당구","5세","총인구수","명","1794",
"상당구","5세","남자인구수","명","903",
"상당구","5세","여자인구수","명","891",
"상당구","6세","총인구수","명","1822",
"상당구","6세","남자인구수","명","877",
"상당구","6세","여자인구수","명","945",
"상당구","7세","총인구수","명","1864",
"상당구","7세","남자인구수","명","989",
"상당구","7세","여자인구수","명","875",
"상당구","8세","총인구수","명","2072",
"상당구","8세","남자인구수","명","1074",
"상당구","8세","여자인구수","명","998",
"상당구","9세","총인구수","명","2030",
"상당구","9세","남자인구수","명","1032",
"상당구","9세","여자인구수","명","998",
"상당구","10세","총인구수","명","1989",
"상당구","10세","남자인구수","명","1029",
"상당구","10세","여자인구수","명","960",
"상당구","11세","총인구수","명","1839",
"상당구","11세","남자인구수","명","967",
"상당구","11세","여자인구수","명","872",
"상당구","12세","총인구수","명","1915",
"상당구","12세","남자인구수","명","989",
"상당구","12세","여자인구수","명","926",
"상당구","13세","총인구수","명","2022",
"상당구","13세","남자인구수","명","1044",
