"행정구역별(1)",행정구역별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"행정구역별(1)",행정구역별(2),합계,합계,합계,합계,제1군감염병,제1군감염병,제2군감염병,제2군감염병,제3군감염병,제3군감염병,제4군감염병및지정감염병,제4군감염병및지정감염병
"행정구역별(1)",행정구역별(2),감염병발생률 (%),주민등록인구수(등록외국인포함) (명),발생건수 (건),사망자수 (명),발생건수 (건),사망자수 (명),발생건수 (건),사망자수 (명),발생건수 (건),사망자수 (명),발생건수 (건),사망자수 (명)
"광주광역시",동구,0.28,96786,270,0,3,0,119,0,148,0,0,0
"광주광역시",서구,0.35,308591,1073,1,26,0,680,1,364,0,3,0
"광주광역시",남구,0.59,219855,1306,0,12,0,737,0,557,0,0,0
"광주광역시",북구,0.36,443532,1577,2,30,0,992,1,552,1,3,0
"광주광역시",광산구,0.46,416285,1933,0,33,0,1189,0,710,0,1,0
"대전광역시",소계,0.38,1519658,5707,16,251,1,3106,0,2338,15,12,0
"대전광역시",동구,0.43,234726,1021,4,36,-,495,-,488,4,2,-
"대전광역시",중구,0.45,250433,1132,3,48,1,620,-,458,2,6,-
"대전광역시",서구,0.34,490775,1681,3,71,-,915,-,692,3,3,-
"대전광역시",유성구,0.40,354519,1423,5,62,-,849,-,511,5,1,-
"대전광역시",대덕구,0.24,189205,450,1,34,-,227,-,189,1,-,-
"울산광역시",소계,0.44,1185645,5185,13,28,0,3022,0,2126,12,9,1
"울산광역시",중구,0.39,240858,930,4,3,-,498,-,429,4,-,-
"울산광역시",남구,0.40,340367,1356,4,5,-,805,-,544,4,2,-
"울산광역시",동구,0.56,173096,967,0,5,-,664,-,298,-,-,-
"울산광역시",북구,0.39,203234,787,4,10,-,464,-,312,4,1,-
"울산광역시",울주군,0.50,228090,1145,1,5,-,591,-,543,-,6,1
"세종특별자치시",소계,0.42,284225,1205,0,37,0,730,0,437,0,1,0
"경기도",소계,0.35,13255523,45999,386,1462,0,27476,19,16930,351,131,16
"경기도",수원시,0.29,1240480,3573,30,129,-,2065,-,1369,30,10,-
"경기도",성남시,0.27,984446,2620,23,130,-,1187,1,1296,22,7,-
"경기도",의정부시,0.29,445700,1303,24,31,-,661,-,603,22,8,2
"경기도",안양시,0.33,594697,1963,19,55,-,899,3,1004,16,5,-
"경기도",부천시,0.35,871674,3009,26,87,-,1803,-,1113,26,6,-
"경기도",광명시,0.39,338633,1315,11,38,-,831,-,442,11,4,-
"경기도",평택시,0.50,502870,2538,16,74,-,1440,-,1022,16,2,-
"경기도",동두천시,0.31,100266,315,5,8,-,167,-,139,5,1,-
"경기도",안산시,0.34,731443,2487,16,79,-,1511,-,892,15,5,1
"경기도",고양시,0.26,1054236,2717,29,120,-,1451,3,1138,26,8,-
"경기도",과천시,0.17,57738,101,2,5,-,39,-,57,2,-,-
"경기도",구리시,0.23,201459,460,2,16,-,245,-,197,2,2,-
"경기도",남양주시,0.34,672120,2310,28,67,-,1343,1,882,21,18,6
"경기도",오산시,0.38,221865,839,2,30,-,511,-,296,2,2,-
"경기도",시흥시,0.38,451695,1711,3,57,-,1076,-,577,3,1,-
"경기도",군포시,0.53,287988,1516,11,34,-,1171,-,310,11,1,-
"경기도",의왕시,0.40,156957,629,4,18,-,344,-,264,4,3,-
"경기도",하남시,0.29,234634,683,9,21,-,452,2,209,7,1,-
"경기도",용인시,0.41,1021007,4145,20,115,-,2554,1,1468,19,8,-
"경기도",파주시,0.26,448524,1154,13,44,-,645,1,463,12,2,-
"경기도",이천시,0.57,220021,1258,4,28,-,1033,-,196,4,1,-
"경기도",안성시,0.42,193442,812,15,31,-,486,-,293,15,2,-
"경기도",김포시,0.33,410432,1365,8,53,-,874,-,432,8,6,-
"경기도",화성시,0.39,727602,2817,19,84,-,1808,3,921,15,4,1
"경기도",광주시,0.52,358371,1856,10,43,-,1448,1,364,9,1,-
"경기도",양주시,0.28,219267,624,5,24,-,296,-,304,5,-,-
"경기도",포천시,0.31,165339,508,12,18,-,283,2,197,7,10,3
"경기도",여주시,0.46,115496,533,5,14,-,404,1,114,4,1,-
"경기도",연천군,0.43,46407,199,2,1,-,91,-,106,1,1,1
"경기도",가평군,0.22,64016,142,8,2,-,57,-,76,6,7,2
"경기도",양평군,0.43,116698,497,5,6,-,301,-,186,5,4,-
"강원도",소계,0.23,1567091,3541,15,122,0,2588,6,791,4,40,5
"강원도",춘천시,0.26,284192,751,0,25,0,533,0,181,0,12,0
"강원도",원주시,0.22,344614,756,6,33,0,488,2,231,2,4,2
"강원도",강릉시,0.26,215856,553,3,17,0,460,1,75,1,1,1
"강원도",동해시,0.40,93657,377,0,5,0,330,0,42,0,0,0
"강원도",태백시,0.16,46142,72,0,3,0,47,0,21,0,1,0
"강원도",속초시,0.12,83213,96,0,5,0,72,0,18,0,1,0
"강원도",삼척시,0.18,69339,127,0,6,0,56,0,65,0,0,0
"강원도",홍천군,0.13,71285,92,1,5,0,66,1,18,0,3,0
"강원도",횡성군,0.16,46912,74,1,3,0,48,1,21,0,2,0
"강원도",영월군,0.14,40327,55,0,2,0,39,0,10,0,4,0
"강원도",평창군,0.33,43592,143,1,3,0,119,1,21,0,0,0
"강원도",정선군,0.16,38429,62,0,4,0,46,0,12,0,0,0
"강원도",철원군,0.20,47921,98,0,5,0,64,0,26,0,3,0
"강원도",화천군,0.23,26252,60,0,3,0,31,0,24,0,2,0
"강원도",양구군,0.29,24098,69,0,2,0,62,0,5,0,0,0
"강원도",인제군,0.30,32901,98,1,1,0,84,0,7,0,6,1
"강원도",고성군,0.11,30871,33,0,0,0,27,0,6,0,0,0
"강원도",양양군,0.09,27490,25,2,0,0,16,0,8,1,1,1
"충청북도",소계,0.26,1631088,4301,80,154,1,2277,0,1826,78,44,1
"충청북도",청주시,0.22,847915,1898,30,91,1,944,0,842,29,21,0
"충청북도",충주시,0.36,213359,758,7,19,0,588,0,151,7,0,0
"충청북도",제천시,0.34,137908,470,11,7,0,303,0,158,11,2,0
"충청북도",보은군,0.28,34538,95,3,3,0,27,0,61,3,4,0
"충청북도",옥천군,0.46,52507,241,5,6,0,115,0,120,5,0,0
"충청북도",영동군,0.24,50798,120,5,4,0,19,0,96,5,1,0
"충청북도",증평군,0.23,38455,90,1,2,0,27,0,56,1,5,0
"충청북도",진천군,0.22,79252,178,6,9,0,66,0,102,6,1,0
"충청북도",괴산군,0.24,39854,97,4,1,0,21,0,73,4,2,0
"충청북도",음성군,0.27,106053,290,5,9,0,144,0,133,5,4,0
"충청북도",단양군,0.21,30449,64,3,3,0,23,0,34,2,4,1
"충청남도",소계,0.41,2180925,9035,148,335,0,4106,1,4538,132,56,15
"충청남도",천안시,0.37,650402,2426,20,90,0,1532,0,790,19,14,1
"충청남도",공주시,0.44,110428,482,11,24,0,193,0,257,8,8,3
"충청남도",보령시,0.29,106001,303,10,11,0,63,0,225,9,4,1
"충청남도",아산시,0.49,327657,1595,14,47,0,942,0,602,14,4,0
"충청남도",서산시,0.38,175769,664,11,27,0,149,0,487,11,1,0
"충청남도",논산시,0.39,126192,491,18,25,0,105,0,356,16,5,2
"충청남도",계룡시,0.44,44174,194,1,6,0,80,0,106,1,2,0
"충청남도",당진시,0.50,172816,857,13,27,0,424,0,401,13,5,0
"충청남도",금산군,0.38,55807,213,2,3,0,44,0,166,2,0,0
"충청남도",부여군,0.40,70295,279,9,7,0,74,1,197,8,1,0
"충청남도",서천군,0.45,56422,254,2,6,0,101,0,146,2,1,0
"충청남도",청양군,0.35,33426,118,3,5,0,17,0,95,2,1,1
"충청남도",홍성군,0.42,103766,440,14,26,0,135,0,276,13,3,1
"충청남도",예산군,0.45,82494,375,10,17,0,109,0,243,10,6,0
"충청남도",태안군,0.53,65276,344,10,14,0,138,0,191,4,1,6
"전라북도",소계,0.44,1883195,8231,73,214,0,4677,0,3321,71,19,2
"전라북도",전주시,0.48,656117,3157,10,58,0,2158,0,934,10,7,0
"전라북도",군산시,0.32,280263,908,3,60,0,522,0,325,3,1,0
"전라북도",익산시,0.36,305354,1108,32,41,0,663,0,400,32,4,0
"전라북도",정읍시,0.38,116006,437,3,10,0,169,0,258,3,0,0
"전라북도",남원시,0.68,84257,572,5,5,0,246,0,321,5,0,0
"전라북도",김제시,0.36,88878,319,5,11,0,120,0,187,5,1,0
"전라북도",완주군,0.39,98482,384,3,13,0,186,0,185,3,0,0
"전라북도",진안군,0.36,26611,95,1,2,0,19,0,74,1,0,0
"전라북도",무주군,0.28,25059,70,1,2,0,8,0,60,1,0,0
"전라북도",장수군,0.59,23384,139,1,2,0,73,0,63,1,1,0
"전라북도",임실군,0.39,30575,118,1,2,0,38,0,77,0,1,1
"전라북도",순창군,0.50,30059,151,1,0,0,29,0,120,0,2,1
"전라북도",고창군,0.67,61406,413,0,4,0,248,0,161,0,0,0
"전라북도",부안군,0.63,56744,360,7,4,0,198,0,156,7,2,0
"전라남도",소계,0.36,1927645,6846,8,124,0,4132,0,2560,4,30,4
"전라남도",목포시,0.46,237247,1091,0,30,-,993,-,68,-,-,-
"전라남도",여수시,0.21,290528,615,0,8,-,377,-,229,-,1,-
"전라남도",순천시,0.34,281189,968,0,15,-,558,-,389,-,6,-
"전라남도",나주시,0.22,112674,247,0,7,-,96,-,143,-,1,-
"전라남도",광양시,0.30,157403,477,0,6,-,234,-,235,-,2,-
"전라남도",담양군,0.29,48334,138,0,1,-,45,-,92,-,-,-
"전라남도",곡성군,0.38,30566,116,0,-,-,25,-,90,-,1,-
"전라남도",구례군,0.43,27770,120,0,1,-,32,-,86,-,1,-
"전라남도",고흥군,0.40,67631,268,0,5,-,125,-,138,-,-,-
"전라남도",보성군,0.51,44245,224,2,-,-,113,-,110,1,1,1
"전라남도",화순군,0.17,65636,114,0,3,-,44,-,65,-,2,-
"전라남도",장흥군,0.41,40686,168,0,2,-,89,-,75,-,2,-
"전라남도",강진군,0.38,37307,142,1,2,-,32,-,108,1,-,-
"전라남도",해남군,0.63,74969,473,2,6,-,293,-,170,-,4,2
"전라남도",영암군,0.36,59304,211,1,6,-,157,-,47,1,1,-
"전라남도",무안군,0.65,84558,549,0,8,-,480,-,60,-,1,-
"전라남도",함평군,0.35,34984,121,0,3,-,63,-,54,-,1,-
"전라남도",영광군,0.24,55632,133,1,10,-,50,-,72,-,1,1
"전라남도",장성군,0.45,47259,215,0,3,-,99,-,112,-,1,-
"전라남도",완도군,0.40,53878,216,1,2,-,124,-,89,1,1,-
"전라남도",진도군,0.40,33008,133,0,2,-,39,-,91,-,1,-
"전라남도",신안군,0.25,42837,107,0,4,-,64,-,37,-,2,-
"경상북도",소계,0.35,2745070,9542,254,118,0,4815,1,4487,246,122,7
"경상북도",포항시,0.41,519216,2134,35,31,0,1177,0,916,35,10,0
"경상북도",경주시,0.31,268091,840,29,13,0,372,0,452,28,3,1
"경상북도",김천시,0.41,145068,591,12,4,0,257,1,326,11,4,0
"경상북도",안동시,0.25,167737,411,22,7,0,188,0,213,22,3,0
"경상북도",구미시,0.40,427248,1721,21,15,0,1010,0,627,21,69,0
"경상북도",영주시,0.34,109468,375,9,9,0,233,0,128,8,5,1
"경상북도",영천시,0.29,104161,306,11,3,0,107,0,195,11,1,0
"경상북도",상주시,0.42,101860,427,12,9,0,168,0,248,11,2,1
"경상북도",문경시,0.24,73926,177,2,2,0,77,0,97,2,1,0
"경상북도",경산시,0.33,268679,897,14,12,0,566,0,314,13,5,1
"경상북도",군위군,0.21,24780,52,0,0,0,9,0,37,-,6,0
"경상북도",의성군,0.27,54080,145,16,1,0,41,0,103,16,0,0
"경상북도",청송군,0.42,26201,110,9,0,0,46,0,61,9,3,0
"경상북도",영양군,0.27,17696,48,1,1,0,10,0,37,1,0,0
"경상북도",영덕군,0.53,39475,210,10,3,0,134,0,70,9,3,1
"경상북도",청도군,0.29,44366,127,0,1,0,19,0,106,0,1,0
"경상북도",고령군,0.30,35525,107,5,1,0,30,0,75,5,1,0
"경상북도",성주군,0.28,46846,132,10,0,0,47,0,85,10,0,0
"경상북도",칠곡군,0.26,124837,329,17,4,0,143,0,181,17,1,0
"경상북도",예천군,0.24,49786,119,5,2,0,53,0,64,5,0,0
"경상북도",봉화군,0.27,33561,92,7,0,0,43,0,47,6,2,1
"경상북도",울진군,0.33,52337,174,6,0,0,76,0,96,5,2,1
"경상북도",울릉군,0.18,10126,18,1,0,0,9,0,9,1,0,0
"경상남도",소계,0.49,3455540,17076,23,100,2,7249,1,9691,16,36,4
"경상남도",창원시,0.34,1072657,3596,3,34,1,1624,0,1931,2,7,0
"경상남도",진주시,0.63,351547,2222,3,17,0,1075,0,1123,3,7,0
"경상남도",통영시,0.41,139525,566,5,1,0,274,0,291,3,0,2
"경상남도",사천시,0.54,117365,636,2,3,0,261,0,370,2,2,0
"경상남도",김해시,0.64,550758,3515,4,15,1,1839,0,1656,2,5,1
"경상남도",밀양시,0.37,110395,404,0,3,0,195,0,204,0,2,0
"경상남도",거제시,0.52,263162,1379,2,5,0,467,1,903,1,4,0
"경상남도",양산시,0.34,344450,1155,0,9,0,532,0,613,0,1,0
"경상남도",의령군,0.86,28624,247,0,2,0,40,0,205,0,0,0
"경상남도",함안군,0.55,71822,392,0,5,0,94,0,293,0,0,0
"경상남도",창녕군,0.61,66517,403,0,0,0,92,0,311,0,0,0
"경상남도",고성군,0.70,55471,387,1,0,0,110,0,276,0,1,1
"경상남도",남해군,0.52,45476,235,1,0,0,41,0,193,1,1,0
"경상남도",하동군,0.51,49386,252,0,1,0,31,0,218,0,2,0
"경상남도",산청군,0.81,36971,299,0,3,0,60,0,235,0,1,0
"경상남도",함양군,0.74,40582,302,0,0,0,65,0,236,0,1,0
"경상남도",거창군,0.97,63290,613,2,1,0,287,0,324,2,1,0
"경상남도",합천군,0.99,47542,473,0,1,0,162,0,309,0,1,0
"제주특별자치도",소계,0.31,678772,2118,4,42,0,1771,1,282,0,23,3
"제주특별자치도",제주시,0.30,492401,1453,0,28,-,1230,-,185,-,10,-
"제주특별자치도",서귀포시,0.36,186371,665,4,14,-,541,1,97,-,13,3
