"행정구역별","연령별","항목","단위","2015 년",
"영등포구","합계","여자-배우자있음","","20460",
"영등포구","합계","여자-사별","","14079",
"영등포구","합계","여자-이혼","","1935",
"영등포구","60~64","내국인(60세 이상)-계","","21279",
"영등포구","60~64","혼인상태-계","","21279",
"영등포구","60~64","미혼","","657",
"영등포구","60~64","배우자 있음","","16991",
"영등포구","60~64","사별","","1981",
"영등포구","60~64","이혼","","1650",
"영등포구","60~64","남자-계","","10292",
"영등포구","60~64","남자-미혼","","344",
"영등포구","60~64","남자-배우자 있음","","9066",
"영등포구","60~64","남자-사별","","271",
"영등포구","60~64","남자-이혼","","611",
"영등포구","60~64","여자-계","","10987",
"영등포구","60~64","여자-미혼","","313",
"영등포구","60~64","여자-배우자있음","","7925",
"영등포구","60~64","여자-사별","","1710",
"영등포구","60~64","여자-이혼","","1039",
"영등포구","65~69","내국인(60세 이상)-계","","17303",
"영등포구","65~69","혼인상태-계","","17303",
"영등포구","65~69","미혼","","279",
"영등포구","65~69","배우자 있음","","13368",
"영등포구","65~69","사별","","2719",
"영등포구","65~69","이혼","","937",
"영등포구","65~69","남자-계","","8352",
"영등포구","65~69","남자-미혼","","142",
"영등포구","65~69","남자-배우자 있음","","7371",
"영등포구","65~69","남자-사별","","355",
"영등포구","65~69","남자-이혼","","484",
"영등포구","65~69","여자-계","","8951",
"영등포구","65~69","여자-미혼","","137",
"영등포구","65~69","여자-배우자있음","","5997",
"영등포구","65~69","여자-사별","","2364",
"영등포구","65~69","여자-이혼","","453",
"영등포구","70~74","내국인(60세 이상)-계","","13195",
"영등포구","70~74","혼인상태-계","","13195",
"영등포구","70~74","미혼","","181",
"영등포구","70~74","배우자 있음","","9160",
"영등포구","70~74","사별","","3393",
"영등포구","70~74","이혼","","461",
"영등포구","70~74","남자-계","","6154",
"영등포구","70~74","남자-미혼","","109",
"영등포구","70~74","남자-배우자 있음","","5447",
"영등포구","70~74","남자-사별","","350",
"영등포구","70~74","남자-이혼","","248",
"영등포구","70~74","여자-계","","7041",
"영등포구","70~74","여자-미혼","","72",
"영등포구","70~74","여자-배우자있음","","3713",
"영등포구","70~74","여자-사별","","3043",
"영등포구","70~74","여자-이혼","","213",
"영등포구","75~79","내국인(60세 이상)-계","","9229",
"영등포구","75~79","혼인상태-계","","9229",
"영등포구","75~79","미혼","","86",
"영등포구","75~79","배우자 있음","","5498",
"영등포구","75~79","사별","","3387",
"영등포구","75~79","이혼","","258",
"영등포구","75~79","남자-계","","4207",
"영등포구","75~79","남자-미혼","","18",
"영등포구","75~79","남자-배우자 있음","","3603",
"영등포구","75~79","남자-사별","","447",
"영등포구","75~79","남자-이혼","","139",
"영등포구","75~79","여자-계","","5022",
"영등포구","75~79","여자-미혼","","68",
"영등포구","75~79","여자-배우자있음","","1895",
"영등포구","75~79","여자-사별","","2940",
"영등포구","75~79","여자-이혼","","119",
"영등포구","80~84","내국인(60세 이상)-계","","4963",
"영등포구","80~84","혼인상태-계","","4963",
"영등포구","80~84","미혼","","48",
"영등포구","80~84","배우자 있음","","2295",
"영등포구","80~84","사별","","2520",
"영등포구","80~84","이혼","","100",
"영등포구","80~84","남자-계","","1952",
"영등포구","80~84","남자-미혼","","22",
"영등포구","80~84","남자-배우자 있음","","1534",
"영등포구","80~84","남자-사별","","357",
"영등포구","80~84","남자-이혼","","39",
"영등포구","80~84","여자-계","","3011",
"영등포구","80~84","여자-미혼","","26",
"영등포구","80~84","여자-배우자있음","","761",
"영등포구","80~84","여자-사별","","2163",
"영등포구","80~84","여자-이혼","","61",
"영등포구","85세 이상","내국인(60세 이상)-계","","2981",
"영등포구","85세 이상","혼인상태-계","","2981",
"영등포구","85세 이상","미혼","","34",
"영등포구","85세 이상","배우자 있음","","764",
"영등포구","85세 이상","사별","","2128",
"영등포구","85세 이상","이혼","","55",
"영등포구","85세 이상","남자-계","","871",
"영등포구","85세 이상","남자-미혼","","2",
"영등포구","85세 이상","남자-배우자 있음","","595",
"영등포구","85세 이상","남자-사별","","269",
"영등포구","85세 이상","남자-이혼","","5",
"영등포구","85세 이상","여자-계","","2110",
"영등포구","85세 이상","여자-미혼","","32",
"영등포구","85세 이상","여자-배우자있음","","169",
"영등포구","85세 이상","여자-사별","","1859",
"영등포구","85세 이상","여자-이혼","","50",
"동작구","합계","내국인(60세 이상)-계","","73531",
"동작구","합계","혼인상태-계","","73531",
"동작구","합계","미혼","","1088",
"동작구","합계","배우자 있음","","51662",
"동작구","합계","사별","","17032",
"동작구","합계","이혼","","3749",
"동작구","합계","남자-계","","33089",
"동작구","합계","남자-미혼","","456",
"동작구","합계","남자-배우자 있음","","28768",
"동작구","합계","남자-사별","","2289",
"동작구","합계","남자-이혼","","1576",
"동작구","합계","여자-계","","40442",
"동작구","합계","여자-미혼","","632",
"동작구","합계","여자-배우자있음","","22894",
"동작구","합계","여자-사별","","14743",
"동작구","합계","여자-이혼","","2173",
"동작구","60~64","내국인(60세 이상)-계","","22561",
"동작구","60~64","혼인상태-계","","22561",
"동작구","60~64","미혼","","527",
"동작구","60~64","배우자 있음","","18460",
"동작구","60~64","사별","","2073",
"동작구","60~64","이혼","","1501",
"동작구","60~64","남자-계","","10683",
"동작구","60~64","남자-미혼","","218",
"동작구","60~64","남자-배우자 있음","","9518",
"동작구","60~64","남자-사별","","308",
"동작구","60~64","남자-이혼","","639",
"동작구","60~64","여자-계","","11878",
"동작구","60~64","여자-미혼","","309",
"동작구","60~64","여자-배우자있음","","8942",
"동작구","60~64","여자-사별","","1765",
"동작구","60~64","여자-이혼","","862",
"동작구","65~69","내국인(60세 이상)-계","","18379",
"동작구","65~69","혼인상태-계","","18379",
"동작구","65~69","미혼","","284",
"동작구","65~69","배우자 있음","","13939",
"동작구","65~69","사별","","2980",
"동작구","65~69","이혼","","1176",
"동작구","65~69","남자-계","","8304",
"동작구","65~69","남자-미혼","","117",
"동작구","65~69","남자-배우자 있음","","7306",
"동작구","65~69","남자-사별","","425",
"동작구","65~69","남자-이혼","","456",
"동작구","65~69","여자-계","","10075",
"동작구","65~69","여자-미혼","","167",
"동작구","65~69","여자-배우자있음","","6633",
"동작구","65~69","여자-사별","","2555",
"동작구","65~69","여자-이혼","","720",
"동작구","70~74","내국인(60세 이상)-계","","14485",
"동작구","70~74","혼인상태-계","","14485",
"동작구","70~74","미혼","","163",
"동작구","70~74","배우자 있음","","10382",
"동작구","70~74","사별","","3290",
"동작구","70~74","이혼","","650",
"동작구","70~74","남자-계","","6893",
"동작구","70~74","남자-미혼","","77",
"동작구","70~74","남자-배우자 있음","","6113",
"동작구","70~74","남자-사별","","374",
"동작구","70~74","남자-이혼","","329",
"동작구","70~74","여자-계","","7592",
"동작구","70~74","여자-미혼","","86",
"동작구","70~74","여자-배우자있음","","4269",
"동작구","70~74","여자-사별","","2916",
"동작구","70~74","여자-이혼","","321",
"동작구","75~79","내국인(60세 이상)-계","","9661",
"동작구","75~79","혼인상태-계","","9661",
"동작구","75~79","미혼","","63",
"동작구","75~79","배우자 있음","","5698",
"동작구","75~79","사별","","3607",
"동작구","75~79","이혼","","293",
"동작구","75~79","남자-계","","4263",
"동작구","75~79","남자-미혼","","35",
"동작구","75~79","남자-배우자 있음","","3647",
"동작구","75~79","남자-사별","","461",
"동작구","75~79","남자-이혼","","120",
"동작구","75~79","여자-계","","5398",
"동작구","75~79","여자-미혼","","28",
"동작구","75~79","여자-배우자있음","","2051",
"동작구","75~79","여자-사별","","3146",
"동작구","75~79","여자-이혼","","173",
"동작구","80~84","내국인(60세 이상)-계","","5197",
"동작구","80~84","혼인상태-계","","5197",
"동작구","80~84","미혼","","31",
"동작구","80~84","배우자 있음","","2374",
"동작구","80~84","사별","","2711",
"동작구","80~84","이혼","","81",
"동작구","80~84","남자-계","","2030",
"동작구","80~84","남자-미혼","","7",
"동작구","80~84","남자-배우자 있음","","1583",
"동작구","80~84","남자-사별","","408",
"동작구","80~84","남자-이혼","","32",
"동작구","80~84","여자-계","","3167",
"동작구","80~84","여자-미혼","","24",
"동작구","80~84","여자-배우자있음","","791",
"동작구","80~84","여자-사별","","2303",
"동작구","80~84","여자-이혼","","49",
"동작구","85세 이상","내국인(60세 이상)-계","","3248",
"동작구","85세 이상","혼인상태-계","","3248",
"동작구","85세 이상","미혼","","20",
"동작구","85세 이상","배우자 있음","","809",
"동작구","85세 이상","사별","","2371",
"동작구","85세 이상","이혼","","48",
"동작구","85세 이상","남자-계","","916",
"동작구","85세 이상","남자-미혼","","2",
"동작구","85세 이상","남자-배우자 있음","","601",
"동작구","85세 이상","남자-사별","","313",
"동작구","85세 이상","남자-이혼","","",
"동작구","85세 이상","여자-계","","2332",
"동작구","85세 이상","여자-미혼","","18",
"동작구","85세 이상","여자-배우자있음","","208",
"동작구","85세 이상","여자-사별","","2058",
"동작구","85세 이상","여자-이혼","","48",
"관악구","합계","내국인(60세 이상)-계","","90564",
"관악구","합계","혼인상태-계","","90564",
"관악구","합계","미혼","","1367",
"관악구","합계","배우자 있음","","62097",
"관악구","합계","사별","","21525",
"관악구","합계","이혼","","5575",
"관악구","합계","남자-계","","41079",
"관악구","합계","남자-미혼","","657",
"관악구","합계","남자-배우자 있음","","35174",
"관악구","합계","남자-사별","","2868",
"관악구","합계","남자-이혼","","2380",
"관악구","합계","여자-계","","49485",
"관악구","합계","여자-미혼","","710",
"관악구","합계","여자-배우자있음","","26923",
"관악구","합계","여자-사별","","18657",
"관악구","합계","여자-이혼","","3195",
"관악구","60~64","내국인(60세 이상)-계","","28188",
"관악구","60~64","혼인상태-계","","28188",
"관악구","60~64","미혼","","690",
"관악구","60~64","배우자 있음","","21999",
"관악구","60~64","사별","","2961",
"관악구","60~64","이혼","","2538",
"관악구","60~64","남자-계","","12899",
"관악구","60~64","남자-미혼","","399",
"관악구","60~64","남자-배우자 있음","","11186",
"관악구","60~64","남자-사별","","364",
"관악구","60~64","남자-이혼","","950",
"관악구","60~64","여자-계","","15289",
"관악구","60~64","여자-미혼","","291",
"관악구","60~64","여자-배우자있음","","10813",
"관악구","60~64","여자-사별","","2597",
"관악구","60~64","여자-이혼","","1588",
"관악구","65~69","내국인(60세 이상)-계","","23625",
"관악구","65~69","혼인상태-계","","23625",
"관악구","65~69","미혼","","335",
"관악구","65~69","배우자 있음","","17472",
"관악구","65~69","사별","","4164",
"관악구","65~69","이혼","","1654",
"관악구","65~69","남자-계","","10987",
"관악구","65~69","남자-미혼","","157",
"관악구","65~69","남자-배우자 있음","","9510",
"관악구","65~69","남자-사별","","502",
"관악구","65~69","남자-이혼","","818",
"관악구","65~69","여자-계","","12638",
"관악구","65~69","여자-미혼","","178",
"관악구","65~69","여자-배우자있음","","7962",
"관악구","65~69","여자-사별","","3662",
"관악구","65~69","여자-이혼","","836",
"관악구","70~74","내국인(60세 이상)-계","","18745",
"관악구","70~74","혼인상태-계","","18745",
"관악구","70~74","미혼","","169",
"관악구","70~74","배우자 있음","","13024",
"관악구","70~74","사별","","4672",
"관악구","70~74","이혼","","880",
"관악구","70~74","남자-계","","9086",
"관악구","70~74","남자-미혼","","73",
"관악구","70~74","남자-배우자 있음","","7921",
"관악구","70~74","남자-사별","","688",
"관악구","70~74","남자-이혼","","404",
"관악구","70~74","여자-계","","9659",
"관악구","70~74","여자-미혼","","96",
"관악구","70~74","여자-배우자있음","","5103",
"관악구","70~74","여자-사별","","3984",
"관악구","70~74","여자-이혼","","476",
"관악구","75~79","내국인(60세 이상)-계","","11247",
"관악구","75~79","혼인상태-계","","11247",
"관악구","75~79","미혼","","86",
"관악구","75~79","배우자 있음","","6690",
"관악구","75~79","사별","","4143",
"관악구","75~79","이혼","","328",
"관악구","75~79","남자-계","","5223",
"관악구","75~79","남자-미혼","","7",
"관악구","75~79","남자-배우자 있음","","4491",
"관악구","75~79","남자-사별","","575",
"관악구","75~79","남자-이혼","","150",
"관악구","75~79","여자-계","","6024",
"관악구","75~79","여자-미혼","","79",
"관악구","75~79","여자-배우자있음","","2199",
"관악구","75~79","여자-사별","","3568",
"관악구","75~79","여자-이혼","","178",
"관악구","80~84","내국인(60세 이상)-계","","5384",
"관악구","80~84","혼인상태-계","","5384",
"관악구","80~84","미혼","","44",
"관악구","80~84","배우자 있음","","2215",
"관악구","80~84","사별","","3030",
"관악구","80~84","이혼","","95",
"관악구","80~84","남자-계","","2053",
"관악구","80~84","남자-미혼","","13",
"관악구","80~84","남자-배우자 있음","","1578",
"관악구","80~84","남자-사별","","428",
"관악구","80~84","남자-이혼","","34",
"관악구","80~84","여자-계","","3331",
"관악구","80~84","여자-미혼","","31",
"관악구","80~84","여자-배우자있음","","637",
"관악구","80~84","여자-사별","","2602",
"관악구","80~84","여자-이혼","","61",
"관악구","85세 이상","내국인(60세 이상)-계","","3375",
"관악구","85세 이상","혼인상태-계","","3375",
"관악구","85세 이상","미혼","","43",
"관악구","85세 이상","배우자 있음","","697",
"관악구","85세 이상","사별","","2555",
"관악구","85세 이상","이혼","","80",
"관악구","85세 이상","남자-계","","831",
"관악구","85세 이상","남자-미혼","","8",
"관악구","85세 이상","남자-배우자 있음","","488",
"관악구","85세 이상","남자-사별","","311",
"관악구","85세 이상","남자-이혼","","24",
"관악구","85세 이상","여자-계","","2544",
"관악구","85세 이상","여자-미혼","","35",
"관악구","85세 이상","여자-배우자있음","","209",
"관악구","85세 이상","여자-사별","","2244",
"관악구","85세 이상","여자-이혼","","56",
"서초구","합계","내국인(60세 이상)-계","","68590",
"서초구","합계","혼인상태-계","","68590",
"서초구","합계","미혼","","1026",
"서초구","합계","배우자 있음","","51184",
"서초구","합계","사별","","13247",
"서초구","합계","이혼","","3133",
"서초구","합계","남자-계","","31510",
"서초구","합계","남자-미혼","","273",
"서초구","합계","남자-배우자 있음","","28586",
"서초구","합계","남자-사별","","1639",
"서초구","합계","남자-이혼","","1012",
"서초구","합계","여자-계","","37080",
"서초구","합계","여자-미혼","","753",
"서초구","합계","여자-배우자있음","","22598",
"서초구","합계","여자-사별","","11608",
"서초구","합계","여자-이혼","","2121",
"서초구","60~64","내국인(60세 이상)-계","","22661",
"서초구","60~64","혼인상태-계","","22661",
"서초구","60~64","미혼","","513",
"서초구","60~64","배우자 있음","","18991",
"서초구","60~64","사별","","1601",
"서초구","60~64","이혼","","1556",
"서초구","60~64","남자-계","","10478",
"서초구","60~64","남자-미혼","","142",
"서초구","60~64","남자-배우자 있음","","9746",
"서초구","60~64","남자-사별","","146",
"서초구","60~64","남자-이혼","","444",
"서초구","60~64","여자-계","","12183",
"서초구","60~64","여자-미혼","","371",
"서초구","60~64","여자-배우자있음","","9245",
"서초구","60~64","여자-사별","","1455",
"서초구","60~64","여자-이혼","","1112",
"서초구","65~69","내국인(60세 이상)-계","","17848",
"서초구","65~69","혼인상태-계","","17848",
"서초구","65~69","미혼","","229",
"서초구","65~69","배우자 있음","","14312",
"서초구","65~69","사별","","2381",
"서초구","65~69","이혼","","926",
"서초구","65~69","남자-계","","8352",
"서초구","65~69","남자-미혼","","85",
"서초구","65~69","남자-배우자 있음","","7644",
"서초구","65~69","남자-사별","","265",
"서초구","65~69","남자-이혼","","358",
"서초구","65~69","여자-계","","9496",
"서초구","65~69","여자-미혼","","144",
"서초구","65~69","여자-배우자있음","","6668",
"서초구","65~69","여자-사별","","2116",
"서초구","65~69","여자-이혼","","568",
"서초구","70~74","내국인(60세 이상)-계","","12572",
"서초구","70~74","혼인상태-계","","12572",
"서초구","70~74","미혼","","139",
"서초구","70~74","배우자 있음","","9660",
"서초구","70~74","사별","","2362",
"서초구","70~74","이혼","","411",
"서초구","70~74","남자-계","","6342",
"서초구","70~74","남자-미혼","","23",
"서초구","70~74","남자-배우자 있음","","5828",
"서초구","70~74","남자-사별","","347",
"서초구","70~74","남자-이혼","","144",
"서초구","70~74","여자-계","","6230",
"서초구","70~74","여자-미혼","","116",
"서초구","70~74","여자-배우자있음","","3832",
"서초구","70~74","여자-사별","","2015",
"서초구","70~74","여자-이혼","","267",
"서초구","75~79","내국인(60세 이상)-계","","7705",
"서초구","75~79","혼인상태-계","","7705",
"서초구","75~79","미혼","","45",
"서초구","75~79","배우자 있음","","5114",
"서초구","75~79","사별","","2384",
"서초구","75~79","이혼","","162",
"서초구","75~79","남자-계","","3684",
"서초구","75~79","남자-미혼","","11",
"서초구","75~79","남자-배우자 있음","","3357",
"서초구","75~79","남자-사별","","283",
"서초구","75~79","남자-이혼","","33",
"서초구","75~79","여자-계","","4021",
"서초구","75~79","여자-미혼","","34",
"서초구","75~79","여자-배우자있음","","1757",
"서초구","75~79","여자-사별","","2101",
"서초구","75~79","여자-이혼","","129",
"서초구","80~84","내국인(60세 이상)-계","","4385",
"서초구","80~84","혼인상태-계","","4385",
"서초구","80~84","미혼","","56",
"서초구","80~84","배우자 있음","","2154",
"서초구","80~84","사별","","2135",
"서초구","80~84","이혼","","40",
"서초구","80~84","남자-계","","1701",
"서초구","80~84","남자-미혼","","8",
"서초구","80~84","남자-배우자 있음","","1415",
"서초구","80~84","남자-사별","","274",
"서초구","80~84","남자-이혼","","4",
"서초구","80~84","여자-계","","2684",
"서초구","80~84","여자-미혼","","48",
"서초구","80~84","여자-배우자있음","","739",
"서초구","80~84","여자-사별","","1861",
"서초구","80~84","여자-이혼","","36",
"서초구","85세 이상","내국인(60세 이상)-계","","3419",
"서초구","85세 이상","혼인상태-계","","3419",
"서초구","85세 이상","미혼","","44",
"서초구","85세 이상","배우자 있음","","953",
"서초구","85세 이상","사별","","2384",
"서초구","85세 이상","이혼","","38",
"서초구","85세 이상","남자-계","","953",
"서초구","85세 이상","남자-미혼","","4",
"서초구","85세 이상","남자-배우자 있음","","596",
"서초구","85세 이상","남자-사별","","324",
"서초구","85세 이상","남자-이혼","","29",
"서초구","85세 이상","여자-계","","2466",
"서초구","85세 이상","여자-미혼","","40",
"서초구","85세 이상","여자-배우자있음","","357",
"서초구","85세 이상","여자-사별","","2060",
"서초구","85세 이상","여자-이혼","","9",
"강남구","합계","내국인(60세 이상)-계","","85533",
"강남구","합계","혼인상태-계","","85533",
"강남구","합계","미혼","","1327",
"강남구","합계","배우자 있음","","61961",
"강남구","합계","사별","","18024",
"강남구","합계","이혼","","4221",
"강남구","합계","남자-계","","38943",
"강남구","합계","남자-미혼","","465",
"강남구","합계","남자-배우자 있음","","34663",
"강남구","합계","남자-사별","","2157",
"강남구","합계","남자-이혼","","1658",
"강남구","합계","여자-계","","46590",
"강남구","합계","여자-미혼","","862",
"강남구","합계","여자-배우자있음","","27298",
"강남구","합계","여자-사별","","15867",
"강남구","합계","여자-이혼","","2563",
"강남구","60~64","내국인(60세 이상)-계","","29042",
"강남구","60~64","혼인상태-계","","29042",
"강남구","60~64","미혼","","738",
"강남구","60~64","배우자 있음","","23826",
"강남구","60~64","사별","","2469",
"강남구","60~64","이혼","","2009",
"강남구","60~64","남자-계","","13213",
"강남구","60~64","남자-미혼","","263",
"강남구","60~64","남자-배우자 있음","","11952",
"강남구","60~64","남자-사별","","296",
"강남구","60~64","남자-이혼","","702",
"강남구","60~64","여자-계","","15829",
"강남구","60~64","여자-미혼","","475",
"강남구","60~64","여자-배우자있음","","11874",
"강남구","60~64","여자-사별","","2173",
"강남구","60~64","여자-이혼","","1307",
"강남구","65~69","내국인(60세 이상)-계","","22272",
"강남구","65~69","혼인상태-계","","22272",
"강남구","65~69","미혼","","304",
"강남구","65~69","배우자 있음","","17656",
"강남구","65~69","사별","","3074",
"강남구","65~69","이혼","","1238",
"강남구","65~69","남자-계","","10489",
"강남구","65~69","남자-미혼","","108",
"강남구","65~69","남자-배우자 있음","","9524",
"강남구","65~69","남자-사별","","357",
"강남구","65~69","남자-이혼","","500",
"강남구","65~69","여자-계","","11783",
"강남구","65~69","여자-미혼","","196",
"강남구","65~69","여자-배우자있음","","8132",
"강남구","65~69","여자-사별","","2717",
"강남구","65~69","여자-이혼","","738",
"강남구","70~74","내국인(60세 이상)-계","","15369",
"강남구","70~74","혼인상태-계","","15369",
"강남구","70~74","미혼","","205",
"강남구","70~74","배우자 있음","","11371",
"강남구","70~74","사별","","3181",
"강남구","70~74","이혼","","612",
"강남구","70~74","남자-계","","7800",
"강남구","70~74","남자-미혼","","82",
"강남구","70~74","남자-배우자 있음","","7006",
"강남구","70~74","남자-사별","","416",
"강남구","70~74","남자-이혼","","296",
"강남구","70~74","여자-계","","7569",
"강남구","70~74","여자-미혼","","123",
"강남구","70~74","여자-배우자있음","","4365",
"강남구","70~74","여자-사별","","2765",
"강남구","70~74","여자-이혼","","316",
"강남구","75~79","내국인(60세 이상)-계","","9392",
"강남구","75~79","혼인상태-계","","9392",
"강남구","75~79","미혼","","44",
"강남구","75~79","배우자 있음","","5839",
"강남구","75~79","사별","","3288",
"강남구","75~79","이혼","","221",
"강남구","75~79","남자-계","","4449",
"강남구","75~79","남자-미혼","","6",
"강남구","75~79","남자-배우자 있음","","3897",
"강남구","75~79","남자-사별","","452",
"강남구","75~79","남자-이혼","","94",
"강남구","75~79","여자-계","","4943",
"강남구","75~79","여자-미혼","","38",
"강남구","75~79","여자-배우자있음","","1942",
"강남구","75~79","여자-사별","","2836",
"강남구","75~79","여자-이혼","","127",
"강남구","80~84","내국인(60세 이상)-계","","5233",
"강남구","80~84","혼인상태-계","","5233",
"강남구","80~84","미혼","","18",
"강남구","80~84","배우자 있음","","2319",
"강남구","80~84","사별","","2803",
"강남구","80~84","이혼","","93",
"강남구","80~84","남자-계","","1872",
"강남구","80~84","남자-미혼","","",
"강남구","80~84","남자-배우자 있음","","1588",
"강남구","80~84","남자-사별","","253",
"강남구","80~84","남자-이혼","","31",
"강남구","80~84","여자-계","","3361",
"강남구","80~84","여자-미혼","","18",
"강남구","80~84","여자-배우자있음","","731",
"강남구","80~84","여자-사별","","2550",
"강남구","80~84","여자-이혼","","62",
"강남구","85세 이상","내국인(60세 이상)-계","","4225",
"강남구","85세 이상","혼인상태-계","","4225",
"강남구","85세 이상","미혼","","18",
"강남구","85세 이상","배우자 있음","","950",
"강남구","85세 이상","사별","","3209",
"강남구","85세 이상","이혼","","48",
"강남구","85세 이상","남자-계","","1120",
"강남구","85세 이상","남자-미혼","","6",
"강남구","85세 이상","남자-배우자 있음","","696",
"강남구","85세 이상","남자-사별","","383",
"강남구","85세 이상","남자-이혼","","35",
"강남구","85세 이상","여자-계","","3105",
"강남구","85세 이상","여자-미혼","","12",
"강남구","85세 이상","여자-배우자있음","","254",
"강남구","85세 이상","여자-사별","","2826",
"강남구","85세 이상","여자-이혼","","13",
"송파구","합계","내국인(60세 이상)-계","","102288",
"송파구","합계","혼인상태-계","","102288",
"송파구","합계","미혼","","1289",
"송파구","합계","배우자 있음","","73434",
"송파구","합계","사별","","21793",
"송파구","합계","이혼","","5772",
"송파구","합계","남자-계","","47881",
"송파구","합계","남자-미혼","","416",
"송파구","합계","남자-배우자 있음","","42594",
"송파구","합계","남자-사별","","2516",
"송파구","합계","남자-이혼","","2355",
"송파구","합계","여자-계","","54407",
"송파구","합계","여자-미혼","","873",
"송파구","합계","여자-배우자있음","","30840",
"송파구","합계","여자-사별","","19277",
"송파구","합계","여자-이혼","","3417",
"송파구","60~64","내국인(60세 이상)-계","","37006",
"송파구","60~64","혼인상태-계","","37006",
"송파구","60~64","미혼","","680",
"송파구","60~64","배우자 있음","","30514",
"송파구","60~64","사별","","3062",
"송파구","60~64","이혼","","2750",
"송파구","60~64","남자-계","","17839",
"송파구","60~64","남자-미혼","","212",
"송파구","60~64","남자-배우자 있음","","16219",
"송파구","60~64","남자-사별","","348",
"송파구","60~64","남자-이혼","","1060",
"송파구","60~64","여자-계","","19167",
"송파구","60~64","여자-미혼","","468",
"송파구","60~64","여자-배우자있음","","14295",
"송파구","60~64","여자-사별","","2714",
"송파구","60~64","여자-이혼","","1690",
"송파구","65~69","내국인(60세 이상)-계","","26028",
"송파구","65~69","혼인상태-계","","26028",
"송파구","65~69","미혼","","350",
"송파구","65~69","배우자 있음","","20499",
"송파구","65~69","사별","","3547",
"송파구","65~69","이혼","","1632",
"송파구","65~69","남자-계","","13116",
"송파구","65~69","남자-미혼","","128",
"송파구","65~69","남자-배우자 있음","","11873",
"송파구","65~69","남자-사별","","433",
"송파구","65~69","남자-이혼","","682",
"송파구","65~69","여자-계","","12912",
"송파구","65~69","여자-미혼","","222",
"송파구","65~69","여자-배우자있음","","8626",
"송파구","65~69","여자-사별","","3114",
"송파구","65~69","여자-이혼","","950",
"송파구","70~74","내국인(60세 이상)-계","","17489",
"송파구","70~74","혼인상태-계","","17489",
"송파구","70~74","미혼","","108",
"송파구","70~74","배우자 있음","","12408",
"송파구","70~74","사별","","4115",
"송파구","70~74","이혼","","858",
"송파구","70~74","남자-계","","8683",
"송파구","70~74","남자-미혼","","49",
"송파구","70~74","남자-배우자 있음","","7793",
"송파구","70~74","남자-사별","","438",
"송파구","70~74","남자-이혼","","403",
"송파구","70~74","여자-계","","8806",
"송파구","70~74","여자-미혼","","59",
"송파구","70~74","여자-배우자있음","","4615",
"송파구","70~74","여자-사별","","3677",
"송파구","70~74","여자-이혼","","455",
"송파구","75~79","내국인(60세 이상)-계","","10885",
"송파구","75~79","혼인상태-계","","10885",
"송파구","75~79","미혼","","60",
"송파구","75~79","배우자 있음","","6524",
"송파구","75~79","사별","","3946",
"송파구","75~79","이혼","","355",
"송파구","75~79","남자-계","","4864",
"송파구","75~79","남자-미혼","","14",
"송파구","75~79","남자-배우자 있음","","4216",
"송파구","75~79","남자-사별","","513",
"송파구","75~79","남자-이혼","","121",
"송파구","75~79","여자-계","","6021",
"송파구","75~79","여자-미혼","","46",
"송파구","75~79","여자-배우자있음","","2308",
"송파구","75~79","여자-사별","","3433",
"송파구","75~79","여자-이혼","","234",
"송파구","80~84","내국인(60세 이상)-계","","6315",
"송파구","80~84","혼인상태-계","","6315",
"송파구","80~84","미혼","","44",
"송파구","80~84","배우자 있음","","2546",
"송파구","80~84","사별","","3603",
"송파구","80~84","이혼","","122",
"송파구","80~84","남자-계","","2216",
"송파구","80~84","남자-미혼","","2",
"송파구","80~84","남자-배우자 있음","","1694",
"송파구","80~84","남자-사별","","466",
"송파구","80~84","남자-이혼","","54",
"송파구","80~84","여자-계","","4099",
"송파구","80~84","여자-미혼","","42",
"송파구","80~84","여자-배우자있음","","852",
"송파구","80~84","여자-사별","","3137",
"송파구","80~84","여자-이혼","","68",
"송파구","85세 이상","내국인(60세 이상)-계","","4565",
"송파구","85세 이상","혼인상태-계","","4565",
"송파구","85세 이상","미혼","","47",
"송파구","85세 이상","배우자 있음","","943",
"송파구","85세 이상","사별","","3520",
"송파구","85세 이상","이혼","","55",
"송파구","85세 이상","남자-계","","1163",
"송파구","85세 이상","남자-미혼","","11",
"송파구","85세 이상","남자-배우자 있음","","799",
"송파구","85세 이상","남자-사별","","318",
"송파구","85세 이상","남자-이혼","","35",
"송파구","85세 이상","여자-계","","3402",
"송파구","85세 이상","여자-미혼","","36",
"송파구","85세 이상","여자-배우자있음","","144",
"송파구","85세 이상","여자-사별","","3202",
"송파구","85세 이상","여자-이혼","","20",
"강동구","합계","내국인(60세 이상)-계","","77491",
"강동구","합계","혼인상태-계","","77491",
"강동구","합계","미혼","","1147",
"강동구","합계","배우자 있음","","52943",
"강동구","합계","사별","","18221",
"강동구","합계","이혼","","5180",
"강동구","합계","남자-계","","36057",
"강동구","합계","남자-미혼","","457",
"강동구","합계","남자-배우자 있음","","30670",
"강동구","합계","남자-사별","","2438",
"강동구","합계","남자-이혼","","2492",
"강동구","합계","여자-계","","41434",
"강동구","합계","여자-미혼","","690",
"강동구","합계","여자-배우자있음","","22273",
"강동구","합계","여자-사별","","15783",
"강동구","합계","여자-이혼","","2688",
"강동구","60~64","내국인(60세 이상)-계","","27673",
"강동구","60~64","혼인상태-계","","27673",
