"연제구","여자",99729,90840,8889,635,993,298,661,455,7421,225,459
"수영구","계",164008,150334,13674,1050,1644,676,986,1249,10065,499,1138
"수영구","남자",77136,71682,5454,531,768,272,234,537,3604,275,517
"수영구","여자",86872,78652,8220,519,876,404,752,712,6461,224,621
"사상구","계",225074,207501,17573,1161,1538,827,1138,1776,12350,940,1522
"사상구","남자",111731,103857,7874,692,807,478,462,988,4685,648,879
"사상구","여자",113343,103644,9699,469,731,349,676,788,7665,292,643
"기장군","계",135379,125617,9762,604,1051,642,1353,1230,6807,459,1055
"기장군","남자",65784,62097,3687,286,465,275,288,498,2302,284,409
"기장군","여자",69595,63520,6075,318,586,367,1065,732,4505,175,646
"대구광역시","계",2311965,2131577,180388,13212,20690,7429,12567,15792,128772,9487,18111
"대구광역시","남자",1131398,1057133,74265,6564,9460,4024,3366,8619,46777,5771,8822
"대구광역시","여자",1180567,1074444,106123,6648,11230,3405,9201,7173,81995,3716,9289
"동부","계",2138907,1971639,167268,12554,19380,6798,11122,14625,120542,8625,16225
"동부","남자",1044500,975796,68704,6164,8805,3651,2883,8021,43815,5220,7857
"동부","여자",1094407,995843,98564,6390,10575,3147,8239,6604,76727,3405,8368
"읍부","계",126154,118107,8047,486,821,372,786,621,4791,639,1511
"읍부","남자",63168,59567,3601,307,437,222,247,323,1838,420,778
"읍부","여자",62986,58540,4446,179,384,150,539,298,2953,219,733
"면부","계",46904,41831,5073,172,489,259,659,546,3439,223,375
"면부","남자",23730,21770,1960,93,218,151,236,275,1124,131,187
"면부","여자",23174,20061,3113,79,271,108,423,271,2315,92,188
"중구","계",73832,66114,7718,518,799,285,371,573,5880,306,660
"중구","남자",35356,32229,3127,299,373,139,93,366,2134,160,302
"중구","여자",38476,33885,4591,219,426,146,278,207,3746,146,358
"동구","계",318358,288218,30140,2365,3397,1140,1877,2349,22168,1569,2911
"동구","남자",155451,142926,12525,1166,1579,678,527,1279,8222,945,1437
"동구","여자",162907,145292,17615,1199,1818,462,1350,1070,13946,624,1474
"서구","계",192213,174441,17772,1108,1731,705,1363,1632,13121,810,1811
"서구","남자",95286,88160,7126,587,813,373,322,864,4555,531,817
"서구","여자",96927,86281,10646,521,918,332,1041,768,8566,279,994
"남구","계",152274,137431,14843,1094,1722,625,1014,1273,10352,733,1805
"남구","남자",72630,66709,5921,510,809,289,305,693,3644,395,867
"남구","여자",79644,70722,8922,584,913,336,709,580,6708,338,938
"북구","계",421174,391975,29199,2046,3389,1250,2339,2915,20472,1765,2886
"북구","남자",208291,196108,12183,1025,1506,686,657,1628,7489,1005,1414
"북구","여자",212883,195867,17016,1021,1883,564,1682,1287,12983,760,1472
"수성구","계",414771,386769,28002,2279,3676,1075,1811,2443,20152,1391,2242
"수성구","남자",199543,188528,11015,1126,1624,575,380,1278,6836,852,1113
"수성구","여자",215228,198241,16987,1153,2052,500,1431,1165,13316,539,1129
"달서구","계",566285,526691,39594,3144,4666,1718,2347,3440,28397,2051,3910
"달서구","남자",277943,261136,16807,1451,2101,911,599,1913,10935,1332,1907
"달서구","여자",288342,265555,22787,1693,2565,807,1748,1527,17462,719,2003
"달성군","계",173058,159938,13120,658,1310,631,1445,1167,8230,862,1886
"달성군","남자",86898,81337,5561,400,655,373,483,598,2962,551,965
"달성군","여자",86160,78601,7559,258,655,258,962,569,5268,311,921
"인천광역시","계",2669739,2497792,171947,13051,19538,9696,15185,17225,119515,9766,16107
"인천광역시","남자",1318206,1245482,72724,7027,9381,4672,4195,8806,44373,6069,7823
"인천광역시","여자",1351533,1252310,99223,6024,10157,5024,10990,8419,75142,3697,8284
"동부","계",2592387,2430008,162379,12469,18251,8898,14087,16218,113134,9043,15165
"동부","남자",1278836,1210175,68661,6725,8728,4276,3843,8321,41993,5628,7352
"동부","여자",1313551,1219833,93718,5744,9523,4622,10244,7897,71141,3415,7813
"읍부","계",20029,17787,2242,181,270,139,137,154,1662,138,168
"읍부","남자",9855,8883,972,113,139,73,49,109,657,78,71
"읍부","여자",10174,8904,1270,68,131,66,88,45,1005,60,97
"면부","계",57323,49997,7326,401,1017,659,961,853,4719,585,774
"면부","남자",29515,26424,3091,189,514,323,303,376,1723,363,400
"면부","여자",27808,23573,4235,212,503,336,658,477,2996,222,374
"중구","계",103070,96109,6961,487,785,322,679,672,4922,284,574
"중구","남자",52269,49426,2843,261,396,154,162,320,1795,179,246
"중구","여자",50801,46683,4118,226,389,168,517,352,3127,105,328
"동구","계",66688,60173,6515,469,648,361,518,773,4509,296,641
"동구","남자",32916,30203,2713,204,357,151,135,359,1681,188,310
"동구","여자",33772,29970,3802,265,291,210,383,414,2828,108,331
"남구","계",377206,352109,25097,1939,2968,1197,2238,2356,17896,1188,2170
"남구","남자",188448,178029,10419,1038,1304,595,611,1221,6599,709,1125
"남구","여자",188758,174080,14678,901,1664,602,1627,1135,11297,479,1045
"연수구","계",292685,277392,15293,1161,1795,916,1378,1502,10329,1096,1487
"연수구","남자",143835,137476,6359,634,862,356,335,693,3631,673,757
"연수구","여자",148850,139916,8934,527,933,560,1043,809,6698,423,730
"남동구","계",484439,455275,29164,2353,3236,1604,2098,3228,20176,1660,2914
"남동구","남자",237470,224952,12518,1220,1583,830,485,1687,7610,1019,1402
"남동구","여자",246969,230323,16646,1133,1653,774,1613,1541,12566,641,1512
"부평구","계",507437,470953,36484,2799,4123,1981,2995,3652,25546,1908,3250
"부평구","남자",248005,232675,15330,1502,1957,992,866,1881,9334,1209,1619
"부평구","여자",259432,238278,21154,1297,2166,989,2129,1771,16212,699,1631
"계양구","계",305899,287161,18738,1568,2088,1155,1757,1642,13441,1057,1603
"계양구","남자",149865,141986,7879,857,978,544,566,919,5068,639,669
"계양구","여자",156034,145175,10859,711,1110,611,1191,723,8373,418,934
"서구","계",454963,430836,24127,1693,2608,1362,2424,2393,16315,1554,2526
"서구","남자",226028,215428,10600,1009,1291,654,683,1241,6275,1012,1224
"서구","여자",228935,215408,13527,684,1317,708,1741,1152,10040,542,1302
"강화군","계",59861,51946,7915,504,1038,665,980,905,5236,538,766
"강화군","남자",29513,26165,3348,265,532,327,316,425,1963,317,364
"강화군","여자",30348,25781,4567,239,506,338,664,480,3273,221,402
"옹진군","계",17491,15838,1653,78,249,133,118,102,1145,185,176
"옹진군","남자",9857,9142,715,37,121,69,36,60,417,124,107
"옹진군","여자",7634,6696,938,41,128,64,82,42,728,61,69
"광주광역시","계",1401501,1310499,91002,6030,10609,4670,5887,7360,64045,5781,9475
"광주광역시","남자",685721,648330,37391,3109,5095,2576,1462,3687,22558,3403,4587
