"행정구역별","연령별","항목","단위","2010 년",
"대전광역시","30~34세","남자-배우자있음","","28761",
"대전광역시","30~34세","남자-사별","","38",
"대전광역시","30~34세","남자-이혼","","647",
"대전광역시","30~34세","여자(15세이상)-계","","58098",
"대전광역시","30~34세","여자-미혼","","15933",
"대전광역시","30~34세","여자-배우자있음","","40585",
"대전광역시","30~34세","여자-사별","","126",
"대전광역시","30~34세","여자-이혼","","1454",
"대전광역시","35~39세","내국인(15세이상)-계","","129017",
"대전광역시","35~39세","내국인-미혼","","22402",
"대전광역시","35~39세","내국인-배우자있음","","100487",
"대전광역시","35~39세","내국인-사별","","584",
"대전광역시","35~39세","내국인-이혼","","5544",
"대전광역시","35~39세","남자(15세이상)-계","","64155",
"대전광역시","35~39세","남자-미혼","","15171",
"대전광역시","35~39세","남자-배우자있음","","46842",
"대전광역시","35~39세","남자-사별","","124",
"대전광역시","35~39세","남자-이혼","","2018",
"대전광역시","35~39세","여자(15세이상)-계","","64862",
"대전광역시","35~39세","여자-미혼","","7231",
"대전광역시","35~39세","여자-배우자있음","","53645",
"대전광역시","35~39세","여자-사별","","460",
"대전광역시","35~39세","여자-이혼","","3526",
"대전광역시","40~44세","내국인(15세이상)-계","","129921",
"대전광역시","40~44세","내국인-미혼","","11415",
"대전광역시","40~44세","내국인-배우자있음","","107989",
"대전광역시","40~44세","내국인-사별","","1410",
"대전광역시","40~44세","내국인-이혼","","9107",
"대전광역시","40~44세","남자(15세이상)-계","","64284",
"대전광역시","40~44세","남자-미혼","","7931",
"대전광역시","40~44세","남자-배우자있음","","52536",
"대전광역시","40~44세","남자-사별","","269",
"대전광역시","40~44세","남자-이혼","","3548",
"대전광역시","40~44세","여자(15세이상)-계","","65637",
"대전광역시","40~44세","여자-미혼","","3484",
"대전광역시","40~44세","여자-배우자있음","","55453",
"대전광역시","40~44세","여자-사별","","1141",
"대전광역시","40~44세","여자-이혼","","5559",
"대전광역시","45~49세","내국인(15세이상)-계","","125691",
"대전광역시","45~49세","내국인-미혼","","5694",
"대전광역시","45~49세","내국인-배우자있음","","106162",
"대전광역시","45~49세","내국인-사별","","2914",
"대전광역시","45~49세","내국인-이혼","","10921",
"대전광역시","45~49세","남자(15세이상)-계","","62446",
"대전광역시","45~49세","남자-미혼","","3832",
"대전광역시","45~49세","남자-배우자있음","","53538",
"대전광역시","45~49세","남자-사별","","531",
"대전광역시","45~49세","남자-이혼","","4545",
"대전광역시","45~49세","여자(15세이상)-계","","63245",
"대전광역시","45~49세","여자-미혼","","1862",
"대전광역시","45~49세","여자-배우자있음","","52624",
"대전광역시","45~49세","여자-사별","","2383",
"대전광역시","45~49세","여자-이혼","","6376",
"대전광역시","50~54세","내국인(15세이상)-계","","114889",
"대전광역시","50~54세","내국인-미혼","","3229",
"대전광역시","50~54세","내국인-배우자있음","","96334",
"대전광역시","50~54세","내국인-사별","","5273",
"대전광역시","50~54세","내국인-이혼","","10053",
"대전광역시","50~54세","남자(15세이상)-계","","57176",
"대전광역시","50~54세","남자-미혼","","2039",
"대전광역시","50~54세","남자-배우자있음","","49830",
"대전광역시","50~54세","남자-사별","","884",
"대전광역시","50~54세","남자-이혼","","4423",
"대전광역시","50~54세","여자(15세이상)-계","","57713",
"대전광역시","50~54세","여자-미혼","","1190",
"대전광역시","50~54세","여자-배우자있음","","46504",
"대전광역시","50~54세","여자-사별","","4389",
"대전광역시","50~54세","여자-이혼","","5630",
"대전광역시","55~59세","내국인(15세이상)-계","","79161",
"대전광역시","55~59세","내국인-미혼","","1574",
"대전광역시","55~59세","내국인-배우자있음","","65262",
"대전광역시","55~59세","내국인-사별","","6394",
"대전광역시","55~59세","내국인-이혼","","5931",
"대전광역시","55~59세","남자(15세이상)-계","","39581",
"대전광역시","55~59세","남자-미혼","","856",
"대전광역시","55~59세","남자-배우자있음","","34879",
"대전광역시","55~59세","남자-사별","","999",
"대전광역시","55~59세","남자-이혼","","2847",
"대전광역시","55~59세","여자(15세이상)-계","","39580",
"대전광역시","55~59세","여자-미혼","","718",
"대전광역시","55~59세","여자-배우자있음","","30383",
"대전광역시","55~59세","여자-사별","","5395",
"대전광역시","55~59세","여자-이혼","","3084",
"대전광역시","60~64세","내국인(15세이상)-계","","58205",
"대전광역시","60~64세","내국인-미혼","","757",
"대전광역시","60~64세","내국인-배우자있음","","46180",
"대전광역시","60~64세","내국인-사별","","8069",
"대전광역시","60~64세","내국인-이혼","","3199",
"대전광역시","60~64세","남자(15세이상)-계","","28789",
"대전광역시","60~64세","남자-미혼","","372",
"대전광역시","60~64세","남자-배우자있음","","25516",
"대전광역시","60~64세","남자-사별","","1253",
"대전광역시","60~64세","남자-이혼","","1648",
"대전광역시","60~64세","여자(15세이상)-계","","29416",
"대전광역시","60~64세","여자-미혼","","385",
"대전광역시","60~64세","여자-배우자있음","","20664",
"대전광역시","60~64세","여자-사별","","6816",
"대전광역시","60~64세","여자-이혼","","1551",
"대전광역시","65~69세","내국인(15세이상)-계","","45104",
"대전광역시","65~69세","내국인-미혼","","440",
"대전광역시","65~69세","내국인-배우자있음","","33196",
"대전광역시","65~69세","내국인-사별","","9794",
"대전광역시","65~69세","내국인-이혼","","1674",
"대전광역시","65~69세","남자(15세이상)-계","","21049",
"대전광역시","65~69세","남자-미혼","","207",
"대전광역시","65~69세","남자-배우자있음","","18486",
"대전광역시","65~69세","남자-사별","","1533",
"대전광역시","65~69세","남자-이혼","","823",
"대전광역시","65~69세","여자(15세이상)-계","","24055",
"대전광역시","65~69세","여자-미혼","","233",
"대전광역시","65~69세","여자-배우자있음","","14710",
"대전광역시","65~69세","여자-사별","","8261",
"대전광역시","65~69세","여자-이혼","","851",
"대전광역시","70~74세","내국인(15세이상)-계","","36955",
"대전광역시","70~74세","내국인-미혼","","245",
"대전광역시","70~74세","내국인-배우자있음","","23816",
"대전광역시","70~74세","내국인-사별","","12129",
"대전광역시","70~74세","내국인-이혼","","765",
"대전광역시","70~74세","남자(15세이상)-계","","15974",
"대전광역시","70~74세","남자-미혼","","92",
"대전광역시","70~74세","남자-배우자있음","","13858",
"대전광역시","70~74세","남자-사별","","1640",
"대전광역시","70~74세","남자-이혼","","384",
"대전광역시","70~74세","여자(15세이상)-계","","20981",
"대전광역시","70~74세","여자-미혼","","153",
"대전광역시","70~74세","여자-배우자있음","","9958",
"대전광역시","70~74세","여자-사별","","10489",
"대전광역시","70~74세","여자-이혼","","381",
"대전광역시","75~79세","내국인(15세이상)-계","","25494",
"대전광역시","75~79세","내국인-미혼","","159",
"대전광역시","75~79세","내국인-배우자있음","","12990",
"대전광역시","75~79세","내국인-사별","","12015",
"대전광역시","75~79세","내국인-이혼","","330",
"대전광역시","75~79세","남자(15세이상)-계","","9699",
"대전광역시","75~79세","남자-미혼","","50",
"대전광역시","75~79세","남자-배우자있음","","7927",
"대전광역시","75~79세","남자-사별","","1568",
"대전광역시","75~79세","남자-이혼","","154",
"대전광역시","75~79세","여자(15세이상)-계","","15795",
"대전광역시","75~79세","여자-미혼","","109",
"대전광역시","75~79세","여자-배우자있음","","5063",
"대전광역시","75~79세","여자-사별","","10447",
"대전광역시","75~79세","여자-이혼","","176",
"대전광역시","80~84세","내국인(15세이상)-계","","14406",
"대전광역시","80~84세","내국인-미혼","","141",
"대전광역시","80~84세","내국인-배우자있음","","4943",
"대전광역시","80~84세","내국인-사별","","9222",
"대전광역시","80~84세","내국인-이혼","","100",
"대전광역시","80~84세","남자(15세이상)-계","","4563",
"대전광역시","80~84세","남자-미혼","","42",
"대전광역시","80~84세","남자-배우자있음","","3338",
"대전광역시","80~84세","남자-사별","","1150",
"대전광역시","80~84세","남자-이혼","","33",
"대전광역시","80~84세","여자(15세이상)-계","","9843",
"대전광역시","80~84세","여자-미혼","","99",
"대전광역시","80~84세","여자-배우자있음","","1605",
"대전광역시","80~84세","여자-사별","","8072",
"대전광역시","80~84세","여자-이혼","","67",
"대전광역시","85세 이상","내국인(15세이상)-계","","9056",
"대전광역시","85세 이상","내국인-미혼","","106",
"대전광역시","85세 이상","내국인-배우자있음","","1804",
"대전광역시","85세 이상","내국인-사별","","7084",
"대전광역시","85세 이상","내국인-이혼","","62",
"대전광역시","85세 이상","남자(15세이상)-계","","2407",
"대전광역시","85세 이상","남자-미혼","","29",
"대전광역시","85세 이상","남자-배우자있음","","1323",
"대전광역시","85세 이상","남자-사별","","1040",
"대전광역시","85세 이상","남자-이혼","","15",
"대전광역시","85세 이상","여자(15세이상)-계","","6649",
"대전광역시","85세 이상","여자-미혼","","77",
"대전광역시","85세 이상","여자-배우자있음","","481",
"대전광역시","85세 이상","여자-사별","","6044",
"대전광역시","85세 이상","여자-이혼","","47",
"동구","합계","내국인(15세이상)-계","","208068",
"동구","합계","내국인-미혼","","71821",
"동구","합계","내국인-배우자있음","","109076",
"동구","합계","내국인-사별","","16382",
"동구","합계","내국인-이혼","","10789",
"동구","합계","남자(15세이상)-계","","103563",
"동구","합계","남자-미혼","","41818",
"동구","합계","남자-배우자있음","","54269",
"동구","합계","남자-사별","","2561",
"동구","합계","남자-이혼","","4915",
"동구","합계","여자(15세이상)-계","","104505",
"동구","합계","여자-미혼","","30003",
"동구","합계","여자-배우자있음","","54807",
"동구","합계","여자-사별","","13821",
"동구","합계","여자-이혼","","5874",
"동구","15~19세","내국인(15세이상)-계","","19022",
"동구","15~19세","내국인-미혼","","18962",
"동구","15~19세","내국인-배우자있음","","52",
"동구","15~19세","내국인-사별","","5",
"동구","15~19세","내국인-이혼","","3",
"동구","15~19세","남자(15세이상)-계","","9926",
"동구","15~19세","남자-미혼","","9898",
"동구","15~19세","남자-배우자있음","","23",
"동구","15~19세","남자-사별","","2",
"동구","15~19세","남자-이혼","","3",
"동구","15~19세","여자(15세이상)-계","","9096",
"동구","15~19세","여자-미혼","","9064",
"동구","15~19세","여자-배우자있음","","29",
"동구","15~19세","여자-사별","","3",
"동구","15~19세","여자-이혼","","0",
"동구","20~24세","내국인(15세이상)-계","","21638",
"동구","20~24세","내국인-미혼","","21201",
"동구","20~24세","내국인-배우자있음","","407",
"동구","20~24세","내국인-사별","","3",
"동구","20~24세","내국인-이혼","","27",
"동구","20~24세","남자(15세이상)-계","","11575",
"동구","20~24세","남자-미혼","","11470",
"동구","20~24세","남자-배우자있음","","96",
"동구","20~24세","남자-사별","","0",
"동구","20~24세","남자-이혼","","9",
"동구","20~24세","여자(15세이상)-계","","10063",
"동구","20~24세","여자-미혼","","9731",
"동구","20~24세","여자-배우자있음","","311",
"동구","20~24세","여자-사별","","3",
"동구","20~24세","여자-이혼","","18",
"동구","25~29세","내국인(15세이상)-계","","18975",
"동구","25~29세","내국인-미혼","","14789",
"동구","25~29세","내국인-배우자있음","","4064",
"동구","25~29세","내국인-사별","","15",
"동구","25~29세","내국인-이혼","","107",
"동구","25~29세","남자(15세이상)-계","","10041",
"동구","25~29세","남자-미혼","","8726",
"동구","25~29세","남자-배우자있음","","1293",
"동구","25~29세","남자-사별","","1",
"동구","25~29세","남자-이혼","","21",
"동구","25~29세","여자(15세이상)-계","","8934",
"동구","25~29세","여자-미혼","","6063",
"동구","25~29세","여자-배우자있음","","2771",
"동구","25~29세","여자-사별","","14",
"동구","25~29세","여자-이혼","","86",
"동구","30~34세","내국인(15세이상)-계","","18927",
"동구","30~34세","내국인-미혼","","7555",
"동구","30~34세","내국인-배우자있음","","10926",
"동구","30~34세","내국인-사별","","31",
"동구","30~34세","내국인-이혼","","415",
"동구","30~34세","남자(15세이상)-계","","9762",
"동구","30~34세","남자-미혼","","5037",
"동구","30~34세","남자-배우자있음","","4583",
"동구","30~34세","남자-사별","","7",
"동구","30~34세","남자-이혼","","135",
"동구","30~34세","여자(15세이상)-계","","9165",
"동구","30~34세","여자-미혼","","2518",
"동구","30~34세","여자-배우자있음","","6343",
"동구","30~34세","여자-사별","","24",
"동구","30~34세","여자-이혼","","280",
"동구","35~39세","내국인(15세이상)-계","","19442",
"동구","35~39세","내국인-미혼","","4238",
"동구","35~39세","내국인-배우자있음","","14095",
"동구","35~39세","내국인-사별","","103",
"동구","35~39세","내국인-이혼","","1006",
"동구","35~39세","남자(15세이상)-계","","10254",
"동구","35~39세","남자-미혼","","3050",
"동구","35~39세","남자-배우자있음","","6783",
"동구","35~39세","남자-사별","","23",
"동구","35~39세","남자-이혼","","398",
"동구","35~39세","여자(15세이상)-계","","9188",
"동구","35~39세","여자-미혼","","1188",
"동구","35~39세","여자-배우자있음","","7312",
"동구","35~39세","여자-사별","","80",
"동구","35~39세","여자-이혼","","608",
"동구","40~44세","내국인(15세이상)-계","","17733",
"동구","40~44세","내국인-미혼","","2258",
"동구","40~44세","내국인-배우자있음","","13555",
"동구","40~44세","내국인-사별","","246",
"동구","40~44세","내국인-이혼","","1674",
"동구","40~44세","남자(15세이상)-계","","9107",
"동구","40~44세","남자-미혼","","1686",
"동구","40~44세","남자-배우자있음","","6669",
"동구","40~44세","남자-사별","","43",
"동구","40~44세","남자-이혼","","709",
"동구","40~44세","여자(15세이상)-계","","8626",
"동구","40~44세","여자-미혼","","572",
"동구","40~44세","여자-배우자있음","","6886",
"동구","40~44세","여자-사별","","203",
"동구","40~44세","여자-이혼","","965",
"동구","45~49세","내국인(15세이상)-계","","18294",
"동구","45~49세","내국인-미혼","","1293",
"동구","45~49세","내국인-배우자있음","","14101",
"동구","45~49세","내국인-사별","","585",
"동구","45~49세","내국인-이혼","","2315",
"동구","45~49세","남자(15세이상)-계","","9080",
"동구","45~49세","남자-미혼","","966",
"동구","45~49세","남자-배우자있음","","6949",
"동구","45~49세","남자-사별","","125",
"동구","45~49세","남자-이혼","","1040",
"동구","45~49세","여자(15세이상)-계","","9214",
"동구","45~49세","여자-미혼","","327",
"동구","45~49세","여자-배우자있음","","7152",
"동구","45~49세","여자-사별","","460",
"동구","45~49세","여자-이혼","","1275",
"동구","50~54세","내국인(15세이상)-계","","18913",
"동구","50~54세","내국인-미혼","","731",
"동구","50~54세","내국인-배우자있음","","14864",
"동구","50~54세","내국인-사별","","1084",
"동구","50~54세","내국인-이혼","","2234",
"동구","50~54세","남자(15세이상)-계","","9119",
"동구","50~54세","남자-미혼","","528",
"동구","50~54세","남자-배우자있음","","7347",
"동구","50~54세","남자-사별","","188",
"동구","50~54세","남자-이혼","","1056",
"동구","50~54세","여자(15세이상)-계","","9794",
"동구","50~54세","여자-미혼","","203",
"동구","50~54세","여자-배우자있음","","7517",
"동구","50~54세","여자-사별","","896",
"동구","50~54세","여자-이혼","","1178",
"동구","55~59세","내국인(15세이상)-계","","14837",
"동구","55~59세","내국인-미혼","","382",
"동구","55~59세","내국인-배우자있음","","11585",
"동구","55~59세","내국인-사별","","1464",
"동구","55~59세","내국인-이혼","","1406",
"동구","55~59세","남자(15세이상)-계","","7208",
"동구","55~59세","남자-미혼","","261",
"동구","55~59세","남자-배우자있음","","6019",
"동구","55~59세","남자-사별","","235",
"동구","55~59세","남자-이혼","","693",
"동구","55~59세","여자(15세이상)-계","","7629",
"동구","55~59세","여자-미혼","","121",
"동구","55~59세","여자-배우자있음","","5566",
"동구","55~59세","여자-사별","","1229",
"동구","55~59세","여자-이혼","","713",
"동구","60~64세","내국인(15세이상)-계","","12007",
"동구","60~64세","내국인-미혼","","181",
"동구","60~64세","내국인-배우자있음","","9127",
"동구","60~64세","내국인-사별","","1894",
"동구","60~64세","내국인-이혼","","805",
"동구","60~64세","남자(15세이상)-계","","5720",
"동구","60~64세","남자-미혼","","105",
"동구","60~64세","남자-배우자있음","","4860",
"동구","60~64세","남자-사별","","310",
"동구","60~64세","남자-이혼","","445",
"동구","60~64세","여자(15세이상)-계","","6287",
"동구","60~64세","여자-미혼","","76",
"동구","60~64세","여자-배우자있음","","4267",
"동구","60~64세","여자-사별","","1584",
"동구","60~64세","여자-이혼","","360",
"동구","65~69세","내국인(15세이상)-계","","9934",
"동구","65~69세","내국인-미혼","","108",
"동구","65~69세","내국인-배우자있음","","7097",
"동구","65~69세","내국인-사별","","2264",
"동구","65~69세","내국인-이혼","","465",
"동구","65~69세","남자(15세이상)-계","","4657",
"동구","65~69세","남자-미혼","","50",
"동구","65~69세","남자-배우자있음","","3975",
"동구","65~69세","남자-사별","","381",
"동구","65~69세","남자-이혼","","251",
"동구","65~69세","여자(15세이상)-계","","5277",
"동구","65~69세","여자-미혼","","58",
"동구","65~69세","여자-배우자있음","","3122",
"동구","65~69세","여자-사별","","1883",
"동구","65~69세","여자-이혼","","214",
"동구","70~74세","내국인(15세이상)-계","","8184",
"동구","70~74세","내국인-미혼","","61",
"동구","70~74세","내국인-배우자있음","","5167",
"동구","70~74세","내국인-사별","","2763",
"동구","70~74세","내국인-이혼","","193",
"동구","70~74세","남자(15세이상)-계","","3528",
"동구","70~74세","남자-미혼","","23",
"동구","70~74세","남자-배우자있음","","3014",
"동구","70~74세","남자-사별","","395",
"동구","70~74세","남자-이혼","","96",
"동구","70~74세","여자(15세이상)-계","","4656",
"동구","70~74세","여자-미혼","","38",
"동구","70~74세","여자-배우자있음","","2153",
"동구","70~74세","여자-사별","","2368",
"동구","70~74세","여자-이혼","","97",
"동구","75~79세","내국인(15세이상)-계","","5410",
"동구","75~79세","내국인-미혼","","30",
"동구","75~79세","내국인-배우자있음","","2661",
"동구","75~79세","내국인-사별","","2628",
"동구","75~79세","내국인-이혼","","91",
"동구","75~79세","남자(15세이상)-계","","2109",
"동구","75~79세","남자-미혼","","10",
"동구","75~79세","남자-배우자있음","","1671",
"동구","75~79세","남자-사별","","385",
"동구","75~79세","남자-이혼","","43",
"동구","75~79세","여자(15세이상)-계","","3301",
"동구","75~79세","여자-미혼","","20",
"동구","75~79세","여자-배우자있음","","990",
"동구","75~79세","여자-사별","","2243",
"동구","75~79세","여자-이혼","","48",
"동구","80~84세","내국인(15세이상)-계","","2959",
"동구","80~84세","내국인-미혼","","24",
"동구","80~84세","내국인-배우자있음","","995",
"동구","80~84세","내국인-사별","","1919",
"동구","80~84세","내국인-이혼","","21",
"동구","80~84세","남자(15세이상)-계","","978",
"동구","80~84세","남자-미혼","","6",
"동구","80~84세","남자-배우자있음","","705",
"동구","80~84세","남자-사별","","259",
"동구","80~84세","남자-이혼","","8",
"동구","80~84세","여자(15세이상)-계","","1981",
"동구","80~84세","여자-미혼","","18",
"동구","80~84세","여자-배우자있음","","290",
"동구","80~84세","여자-사별","","1660",
"동구","80~84세","여자-이혼","","13",
"동구","85세 이상","내국인(15세이상)-계","","1793",
"동구","85세 이상","내국인-미혼","","8",
"동구","85세 이상","내국인-배우자있음","","380",
"동구","85세 이상","내국인-사별","","1378",
"동구","85세 이상","내국인-이혼","","27",
"동구","85세 이상","남자(15세이상)-계","","499",
"동구","85세 이상","남자-미혼","","2",
"동구","85세 이상","남자-배우자있음","","282",
"동구","85세 이상","남자-사별","","207",
"동구","85세 이상","남자-이혼","","8",
"동구","85세 이상","여자(15세이상)-계","","1294",
"동구","85세 이상","여자-미혼","","6",
"동구","85세 이상","여자-배우자있음","","98",
"동구","85세 이상","여자-사별","","1171",
"동구","85세 이상","여자-이혼","","19",
"중구","합계","내국인(15세이상)-계","","213941",
"중구","합계","내국인-미혼","","64324",
"중구","합계","내국인-배우자있음","","123223",
"중구","합계","내국인-사별","","16549",
"중구","합계","내국인-이혼","","9845",
"중구","합계","남자(15세이상)-계","","104280",
"중구","합계","남자-미혼","","36560",
"중구","합계","남자-배우자있음","","60896",
"중구","합계","남자-사별","","2533",
"중구","합계","남자-이혼","","4291",
"중구","합계","여자(15세이상)-계","","109661",
"중구","합계","여자-미혼","","27764",
"중구","합계","여자-배우자있음","","62327",
"중구","합계","여자-사별","","14016",
"중구","합계","여자-이혼","","5554",
"중구","15~19세","내국인(15세이상)-계","","17712",
"중구","15~19세","내국인-미혼","","17640",
"중구","15~19세","내국인-배우자있음","","62",
"중구","15~19세","내국인-사별","","6",
"중구","15~19세","내국인-이혼","","4",
"중구","15~19세","남자(15세이상)-계","","9531",
"중구","15~19세","남자-미혼","","9501",
"중구","15~19세","남자-배우자있음","","24",
"중구","15~19세","남자-사별","","3",
"중구","15~19세","남자-이혼","","3",
"중구","15~19세","여자(15세이상)-계","","8181",
"중구","15~19세","여자-미혼","","8139",
"중구","15~19세","여자-배우자있음","","38",
"중구","15~19세","여자-사별","","3",
"중구","15~19세","여자-이혼","","1",
"중구","20~24세","내국인(15세이상)-계","","15821",
"중구","20~24세","내국인-미혼","","15403",
"중구","20~24세","내국인-배우자있음","","391",
"중구","20~24세","내국인-사별","","6",
"중구","20~24세","내국인-이혼","","21",
"중구","20~24세","남자(15세이상)-계","","8426",
"중구","20~24세","남자-미혼","","8329",
"중구","20~24세","남자-배우자있음","","86",
"중구","20~24세","남자-사별","","2",
"중구","20~24세","남자-이혼","","9",
"중구","20~24세","여자(15세이상)-계","","7395",
"중구","20~24세","여자-미혼","","7074",
"중구","20~24세","여자-배우자있음","","305",
"중구","20~24세","여자-사별","","4",
"중구","20~24세","여자-이혼","","12",
"중구","25~29세","내국인(15세이상)-계","","18245",
"중구","25~29세","내국인-미혼","","14348",
"중구","25~29세","내국인-배우자있음","","3809",
"중구","25~29세","내국인-사별","","4",
"중구","25~29세","내국인-이혼","","84",
"중구","25~29세","남자(15세이상)-계","","9105",
"중구","25~29세","남자-미혼","","7853",
"중구","25~29세","남자-배우자있음","","1225",
"중구","25~29세","남자-사별","","2",
"중구","25~29세","남자-이혼","","25",
"중구","25~29세","여자(15세이상)-계","","9140",
"중구","25~29세","여자-미혼","","6495",
"중구","25~29세","여자-배우자있음","","2584",
"중구","25~29세","여자-사별","","2",
"중구","25~29세","여자-이혼","","59",
"중구","30~34세","내국인(15세이상)-계","","19022",
"중구","30~34세","내국인-미혼","","7862",
"중구","30~34세","내국인-배우자있음","","10780",
"중구","30~34세","내국인-사별","","34",
"중구","30~34세","내국인-이혼","","346",
"중구","30~34세","남자(15세이상)-계","","9347",
"중구","30~34세","남자-미혼","","4876",
"중구","30~34세","남자-배우자있음","","4360",
"중구","30~34세","남자-사별","","9",
"중구","30~34세","남자-이혼","","102",
"중구","30~34세","여자(15세이상)-계","","9675",
"중구","30~34세","여자-미혼","","2986",
"중구","30~34세","여자-배우자있음","","6420",
"중구","30~34세","여자-사별","","25",
"중구","30~34세","여자-이혼","","244",
"중구","35~39세","내국인(15세이상)-계","","20905",
"중구","35~39세","내국인-미혼","","4209",
"중구","35~39세","내국인-배우자있음","","15570",
"중구","35~39세","내국인-사별","","108",
"중구","35~39세","내국인-이혼","","1018",
"중구","35~39세","남자(15세이상)-계","","10544",
"중구","35~39세","남자-미혼","","2842",
"중구","35~39세","남자-배우자있음","","7277",
"중구","35~39세","남자-사별","","23",
"중구","35~39세","남자-이혼","","402",
"중구","35~39세","여자(15세이상)-계","","10361",
"중구","35~39세","여자-미혼","","1367",
"중구","35~39세","여자-배우자있음","","8293",
"중구","35~39세","여자-사별","","85",
"중구","35~39세","여자-이혼","","616",
"중구","40~44세","내국인(15세이상)-계","","20732",
"중구","40~44세","내국인-미혼","","2249",
"중구","40~44세","내국인-배우자있음","","16602",
"중구","40~44세","내국인-사별","","264",
"중구","40~44세","내국인-이혼","","1617",
"중구","40~44세","남자(15세이상)-계","","10297",
"중구","40~44세","남자-미혼","","1580",
"중구","40~44세","남자-배우자있음","","8034",
"중구","40~44세","남자-사별","","56",
"중구","40~44세","남자-이혼","","627",
"중구","40~44세","여자(15세이상)-계","","10435",
"중구","40~44세","여자-미혼","","669",
"중구","40~44세","여자-배우자있음","","8568",
"중구","40~44세","여자-사별","","208",
"중구","40~44세","여자-이혼","","990",
"중구","45~49세","내국인(15세이상)-계","","20387",
"중구","45~49세","내국인-미혼","","1163",
"중구","45~49세","내국인-배우자있음","","16694",
"중구","45~49세","내국인-사별","","552",
"중구","45~49세","내국인-이혼","","1978",
"중구","45~49세","남자(15세이상)-계","","10007",
"중구","45~49세","남자-미혼","","808",
"중구","45~49세","남자-배우자있음","","8252",
"중구","45~49세","남자-사별","","101",
"중구","45~49세","남자-이혼","","846",
"중구","45~49세","여자(15세이상)-계","","10380",
"중구","45~49세","여자-미혼","","355",
"중구","45~49세","여자-배우자있음","","8442",
"중구","45~49세","여자-사별","","451",
"중구","45~49세","여자-이혼","","1132",
"중구","50~54세","내국인(15세이상)-계","","20479",
"중구","50~54세","내국인-미혼","","682",
"중구","50~54세","내국인-배우자있음","","16750",
"중구","50~54세","내국인-사별","","1031",
"중구","50~54세","내국인-이혼","","2016",
"중구","50~54세","남자(15세이상)-계","","9729",
"중구","50~54세","남자-미혼","","431",
"중구","50~54세","남자-배우자있음","","8239",
"중구","50~54세","남자-사별","","173",
"중구","50~54세","남자-이혼","","886",
"중구","50~54세","여자(15세이상)-계","","10750",
"중구","50~54세","여자-미혼","","251",
"중구","50~54세","여자-배우자있음","","8511",
"중구","50~54세","여자-사별","","858",
"중구","50~54세","여자-이혼","","1130",
"중구","55~59세","내국인(15세이상)-계","","16299",
"중구","55~59세","내국인-미혼","","348",
"중구","55~59세","내국인-배우자있음","","13269",
"중구","55~59세","내국인-사별","","1362",
"중구","55~59세","내국인-이혼","","1320",
"중구","55~59세","남자(15세이상)-계","","7818",
"중구","55~59세","남자-미혼","","170",
"중구","55~59세","남자-배우자있음","","6772",
"중구","55~59세","남자-사별","","223",
"중구","55~59세","남자-이혼","","653",
"중구","55~59세","여자(15세이상)-계","","8481",
"중구","55~59세","여자-미혼","","178",
"중구","55~59세","여자-배우자있음","","6497",
"중구","55~59세","여자-사별","","1139",
"중구","55~59세","여자-이혼","","667",
"중구","60~64세","내국인(15세이상)-계","","13348",
"중구","60~64세","내국인-미혼","","179",
"중구","60~64세","내국인-배우자있음","","10569",
"중구","60~64세","내국인-사별","","1847",
"중구","60~64세","내국인-이혼","","753",
"중구","60~64세","남자(15세이상)-계","","6455",
"중구","60~64세","남자-미혼","","84",
"중구","60~64세","남자-배우자있음","","5690",
"중구","60~64세","남자-사별","","288",
"중구","60~64세","남자-이혼","","393",
"중구","60~64세","여자(15세이상)-계","","6893",
"중구","60~64세","여자-미혼","","95",
"중구","60~64세","여자-배우자있음","","4879",
"중구","60~64세","여자-사별","","1559",
"중구","60~64세","여자-이혼","","360",
"중구","65~69세","내국인(15세이상)-계","","10630",
"중구","65~69세","내국인-미혼","","104",
"중구","65~69세","내국인-배우자있음","","7963",
"중구","65~69세","내국인-사별","","2167",
"중구","65~69세","내국인-이혼","","396",
"중구","65~69세","남자(15세이상)-계","","5007",
"중구","65~69세","남자-미혼","","48",
"중구","65~69세","남자-배우자있음","","4390",
"중구","65~69세","남자-사별","","378",
"중구","65~69세","남자-이혼","","191",
"중구","65~69세","여자(15세이상)-계","","5623",
"중구","65~69세","여자-미혼","","56",
"중구","65~69세","여자-배우자있음","","3573",
"중구","65~69세","여자-사별","","1789",
"중구","65~69세","여자-이혼","","205",
"중구","70~74세","내국인(15세이상)-계","","8821",
"중구","70~74세","내국인-미혼","","58",
"중구","70~74세","내국인-배우자있음","","5853",
"중구","70~74세","내국인-사별","","2720",
"중구","70~74세","내국인-이혼","","190",
"중구","70~74세","남자(15세이상)-계","","3917",
"중구","70~74세","남자-미혼","","20",
"중구","70~74세","남자-배우자있음","","3390",
"중구","70~74세","남자-사별","","401",
"중구","70~74세","남자-이혼","","106",
"중구","70~74세","여자(15세이상)-계","","4904",
"중구","70~74세","여자-미혼","","38",
"중구","70~74세","여자-배우자있음","","2463",
"중구","70~74세","여자-사별","","2319",
"중구","70~74세","여자-이혼","","84",
"중구","75~79세","내국인(15세이상)-계","","5920",
"중구","75~79세","내국인-미혼","","30",
"중구","75~79세","내국인-배우자있음","","3188",
"중구","75~79세","내국인-사별","","2626",
"중구","75~79세","내국인-이혼","","76",
"중구","75~79세","남자(15세이상)-계","","2389",
