"울산광역시",중구,1.44,4.58,238652,3430,10934,6648,4286
"울산광역시",남구,1.12,3.84,335439,3762,12896,7806,5090
"울산광역시",동구,0.96,4.21,169605,1622,7136,4383,2753
"울산광역시",북구,1.34,3.93,200718,2690,7894,4856,3038
"울산광역시",울주군,1.19,1.57,220718,2622,3461,1661,1800
"세종특별자치시",소계,1.11,3.79,280100,3100,10623,6248,4375
"경기도",소계,1.97,4.02,13255523,261050,533259,317854,215405
"경기도",수원시,1.46,3.38,1240480,18128,41908,24861,17047
"경기도",성남시,2.13,3.59,984446,20942,35312,20600,14712
"경기도",의정부시,3.12,4.55,445700,13903,20290,11751,8539
"경기도",안양시,1.55,3.58,594697,9228,21286,12503,8783
"경기도",부천시,2.00,4.18,871674,17452,36426,22124,14302
"경기도",광명시,2.00,4.08,338633,6759,13832,8275,5557
"경기도",평택시,2.11,4.55,502870,10634,22898,13615,9283
"경기도",동두천시,4.88,6.09,100266,4893,6102,3530,2572
"경기도",안산시,2.81,4.38,731443,20563,32009,19940,12069
"경기도",고양시,1.96,3.69,1054236,20638,38919,22454,16465
"경기도",과천시,1.43,3.23,57738,828,1863,1030,833
"경기도",구리시,2.61,4.28,201459,5250,8613,5139,3474
"경기도",남양주시,2.08,4.41,672120,13975,29611,17783,11828
"경기도",오산시,1.67,3.65,221865,3715,8103,4917,3186
"경기도",시흥시,1.91,3.91,451695,8615,17641,11151,6490
"경기도",군포시,1.90,3.85,287988,5458,11095,6513,4582
"경기도",의왕시,1.36,3.87,156957,2137,6072,3503,2569
"경기도",하남시,1.53,3.88,234634,3593,9103,5419,3684
"경기도",용인시,0.77,3.24,1021007,7894,33071,19171,13900
"경기도",파주시,2.54,4.35,448524,11384,19494,11406,8088
"경기도",이천시,2.09,4.65,220021,4607,10220,6127,4093
"경기도",안성시,2.80,5.44,193442,5411,10527,6344,4183
"경기도",김포시,1.61,3.79,410432,6618,15541,9440,6101
"경기도",화성시,1.06,3.33,727602,7710,24219,14941,9278
"경기도",광주시,1.42,4.12,358371,5087,14759,9061,5698
"경기도",양주시,2.84,5.12,219267,6219,11220,6619,4601
"경기도",포천시,3.55,6.02,165339,5872,9948,6126,3822
"경기도",여주시,3.58,6.17,115496,4137,7130,4177,2953
"경기도",연천군,5.15,7.18,46407,2390,3334,1932,1402
"경기도",가평군,5.38,8.20,64016,3447,5250,3075,2175
"경기도",양평군,3.05,6.40,116698,3563,7463,4327,3136
"강원도",소계,3.91,6.45,1550142,60627,99959,58021,41938
"강원도",춘천시,4.37,5.52,280514,12260,15474,9031,6443
"강원도",원주시,3.37,5.25,341337,11499,17914,10531,7383
"강원도",강릉시,3.93,6.21,213952,8409,13293,7721,5572
"강원도",동해시,3.80,7.28,92851,3530,6756,3973,2783
"강원도",태백시,4.02,9.33,45888,1844,4280,2527,1753
"강원도",속초시,5.40,6.03,82273,4443,4958,2876,2082
"강원도",삼척시,4.62,8.04,68514,3164,5510,3097,2413
"강원도",홍천군,2.91,7.22,70340,2048,5076,2995,2081
"강원도",횡성군,3.18,7.70,46281,1471,3565,2108,1457
"강원도",영월군,3.52,8.80,40067,1409,3524,1943,1581
"강원도",평창군,3.17,7.26,43092,1364,3128,1789,1339
"강원도",정선군,3.54,8.86,38173,1352,3383,1949,1434
"강원도",철원군,3.99,6.67,47185,1882,3147,1804,1343
"강원도",화천군,3.90,6.86,26022,1016,1785,1018,767
"강원도",양구군,4.84,6.50,23835,1154,1550,884,666
"강원도",인제군,3.48,6.05,32582,1135,1971,1118,853
"강원도",고성군,4.24,7.79,30029,1274,2340,1286,1054
"강원도",양양군,5.05,8.47,27207,1373,2305,1371,934
"충청북도",소계,3.21,5.99,1599252,51390,95844,55030,40814
"충청북도",청주시,2.60,4.64,837749,21784,38913,22549,16364
"충청북도",충주시,3.60,6.16,210504,7577,12961,7431,5530
"충청북도",제천시,4.25,7.77,135386,5758,10517,6086,4431
"충청북도",보은군,4.83,9.59,33680,1627,3230,1817,1413
"충청북도",옥천군,4.23,9.86,51465,2179,5073,2776,2297
"충청북도",영동군,4.04,9.21,49715,2009,4577,2489,2088
"충청북도",증평군,2.82,6.10,37317,1051,2277,1344,933
"충청북도",진천군,2.40,5.43,78218,1875,4246,2420,1826
"충청북도",괴산군,4.26,9.59,39133,1668,3751,2082,1669
"충청북도",음성군,4.65,7.78,95830,4457,7452,4413,3039
"충청북도",단양군,4.64,9.41,30255,1405,2847,1623,1224
"충청남도",소계,2.85,6.07,2116770,60411,128503,73976,54527
"충청남도",천안시,2.04,4.02,631531,12896,25368,15201,10167
"충청남도",공주시,4.50,8.03,108432,4883,8706,5017,3689
"충청남도",보령시,4.41,8.22,103198,4549,8486,4980,3506
"충청남도",아산시,2.51,4.77,311453,7807,14847,8741,6106
"충청남도",서산시,1.93,5.49,171678,3310,9424,5447,3977
"충청남도",논산시,5.53,8.76,122240,6759,10709,6057,4652
"충청남도",계룡시,1.25,3.57,43967,548,1570,844,726
"충청남도",당진시,1.64,5.86,167439,2748,9808,5758,4050
"충청남도",금산군,3.92,8.71,53894,2112,4692,2572,2120
"충청남도",부여군,4.99,10.22,69086,3444,7063,3935,3128
"충청남도",서천군,4.40,10.48,55175,2430,5780,3071,2709
