"행정구역별(1)",행정구역별(2),2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"행정구역별(1)",행정구역별(2),합계,합계,합계,상근의사,상근의사,비상근의사,비상근의사,치과의사,치과의사,한의사,한의사,약사,약사,조산사,조산사,간호사,간호사,간호조무사,간호조무사,의료기사,의료기사,의무기록사,의무기록사
"행정구역별(1)",행정구역별(2),의료인력수 (명),만명당의사수 (명),인구수(등록외국인포함) (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명),의료인력수 (명),만명당의사수 (명)
"광주광역시",북구,4645,105.00,443532,598,13.48,0,0.00,288,6.49,146,3.29,37,0.83,5,0.11,1377,31.05,1182,26.65,996,22.46,16,0.36
"광주광역시",광산구,5363,129.00,416285,673,16.17,0,0.00,203,4.88,145,3.48,55,1.32,0,0.00,1702,40.89,1489,35.77,1057,25.39,39,0.94
"대전광역시",소계,23664,156.00,1519658,3500,23.03,0,0.00,791,5.21,719,4.73,901,5.93,1,0.01,5960,39.22,6712,44.17,4829,31.78,251,1.65
"대전광역시",동구,2464,105.00,234726,296,12.61,0,0.00,95,4.05,114,4.86,48,2.04,0,0.00,413,17.59,1038,44.22,430,18.32,30,1.28
"대전광역시",중구,6021,240.00,250433,1101,43.96,0,0.00,137,5.47,111,4.43,287,11.46,1,0.04,2061,82.30,1190,47.52,1049,41.89,84,3.35
"대전광역시",서구,9310,190.00,490775,1420,28.93,0,0.00,343,6.99,320,6.52,415,8.46,0,0.00,2358,48.05,2600,52.98,1750,35.66,104,2.12
"대전광역시",유성구,3459,98.00,354519,412,11.62,0,0.00,138,3.89,116,3.27,0,0.00,0,0.00,579,16.33,1171,33.03,1031,29.08,12,0.34
"대전광역시",대덕구,2410,127.00,189205,271,14.32,0,0.00,78,4.12,58,3.07,151,7.98,0,0.00,549,29.02,713,37.68,569,30.07,21,1.11
"울산광역시",소계,13038,110.00,1185645,1612,13.60,0,0.00,432,3.64,362,3.05,294,2.48,7,0.06,3891,32.82,3712,31.31,2634,22.22,94,0.79
"울산광역시",중구,2154,89.00,240858,169,7.02,-,0.00,5,0.21,13,0.54,26,1.08,2,0.08,798,33.13,583,24.21,542,22.50,16,0.66
"울산광역시",남구,5556,163.00,340367,666,19.57,-,0.00,234,6.87,189,5.55,41,1.20,1,0.03,1410,41.43,1744,51.24,1233,36.23,38,1.12
"울산광역시",동구,2781,161.00,173096,462,26.69,-,0.00,77,4.45,46,2.66,128,7.39,3,0.17,1082,62.51,530,30.62,434,25.07,19,1.10
"울산광역시",북구,938,46.00,203234,143,7.04,-,0.00,55,2.71,50,2.46,10,0.49,-,0.00,269,13.24,264,12.99,143,7.04,4,0.20
"울산광역시",울주군,1609,71.00,228090,172,7.54,-,0.00,61,2.67,64,2.81,89,3.90,1,0.04,332,14.56,591,25.91,282,12.36,17,0.75
"세종특별자치시",소계,952,33.00,284225,-,0.00,-,0.00,84,2.96,70,2.46,106,3.73,0,0.00,76,2.67,348,12.24,266,9.36,2,0.07
"경기도",소계,120527,91.00,13255523,18630,14.05,7,0.01,5028,3.79,4031,3.04,2910,2.20,36,0.03,34369,25.93,30919,23.33,23774,17.94,823,0.62
"경기도",수원시,14506,117.00,1240480,2453,19.77,0,0.00,477,3.85,451,3.64,281,2.27,8,0.06,4967,40.04,3051,24.60,2723,21.95,95,0.77
"경기도",성남시,13789,140.00,984446,2850,28.95,0,0.00,544,5.53,458,4.65,187,1.90,1,0.01,4817,48.93,2042,20.74,2799,28.43,91,0.92
"경기도",의정부시,5177,116.00,445700,838,18.80,-,0.00,189,4.24,116,2.60,315,7.07,3,0.07,1350,30.29,1238,27.78,1090,24.46,38,0.85
"경기도",안양시,6111,103.00,594697,1111,18.68,0,0.00,285,4.79,227,3.82,49,0.82,2,0.03,1749,29.41,1433,24.10,1225,20.60,30,0.50
"경기도",부천시,11262,129.00,871674,1637,18.78,0,0.00,393,4.51,330,3.79,622,7.14,1,0.01,3480,39.92,2747,31.51,1965,22.54,87,1.00
"경기도",광명시,2681,79.00,338633,446,13.17,0,0.00,148,4.37,100,2.95,15,0.44,2,0.06,545,16.09,840,24.81,566,16.71,19,0.56
"경기도",평택시,3609,72.00,502870,0,0.00,0,0.00,173,3.44,128,2.55,283,5.63,1,0.02,833,16.56,1306,25.97,857,17.04,28,0.56
"경기도",동두천시,1132,113.00,100266,127,12.67,0,0.00,34,3.39,33,3.29,12,1.20,0,0.00,232,23.14,508,50.67,176,17.55,10,1.00
"경기도",안산시,8025,110.00,731443,1114,15.23,0,0.00,265,3.62,220,3.01,72,0.98,1,0.01,2515,34.38,2183,29.85,1586,21.68,69,0.94
"경기도",고양시,13169,125.00,1054236,2197,20.84,0,0.00,454,4.31,379,3.60,155,1.47,7,0.07,4695,44.53,2550,24.19,2623,24.88,109,1.03
"경기도",과천시,247,43.00,57738,47,8.14,2,0.35,23,3.98,18,3.12,0,0.00,0,0.00,13,2.25,80,13.86,64,11.08,0,0.00
"경기도",구리시,2817,140.00,201459,518,25.71,0,0.00,105,5.21,74,3.67,163,8.09,1,0.05,718,35.64,650,32.26,576,28.59,12,0.60
"경기도",남양주시,4153,62.00,672120,469,6.98,0,0.00,208,3.09,165,2.45,314,4.67,2,0.03,763,11.35,1503,22.36,695,10.34,34,0.51
"경기도",오산시,1643,74.00,221865,246,11.09,0,0.00,91,4.10,47,2.12,14,0.63,0,0.00,456,20.55,439,19.79,332,14.96,18,0.81
"경기도",시흥시,2860,63.00,451695,372,8.24,0,0.00,135,2.99,106,2.35,17,0.38,0,0.00,710,15.72,949,21.01,557,12.33,14,0.31
"경기도",군포시,2412,84.00,287988,368,12.78,0,0.00,124,4.31,86,2.99,23,0.80,3,0.10,634,22.01,679,23.58,478,16.60,17,0.59
"경기도",의왕시,916,58.00,156957,120,7.65,0,0.00,56,3.57,36,2.29,6,0.38,2,0.13,180,11.47,341,21.73,166,10.58,9,0.57
"경기도",하남시,1129,48.00,234634,168,7.16,0,0.00,74,3.15,57,2.43,7,0.30,0,0.00,117,4.99,451,19.22,246,10.48,9,0.38
"경기도",용인시,7104,70.00,1021007,972,9.52,5,0.05,384,3.76,258,2.53,45,0.44,1,0.01,1518,14.87,2153,21.09,1737,17.01,31,0.30
"경기도",파주시,2568,57.00,448524,340,7.58,0,0.00,115,2.56,100,2.23,25,0.56,0,0.00,580,12.93,940,20.96,449,10.01,19,0.42
"경기도",이천시,1455,66.00,220021,221,10.04,0,0.00,71,3.23,49,2.23,13,0.59,0,0.00,279,12.68,536,24.36,277,12.59,9,0.41
"경기도",안성시,1215,63.00,193442,151,7.81,0,0.00,53,2.74,46,2.38,12,0.62,0,0.00,311,16.08,388,20.06,246,12.72,8,0.41
"경기도",김포시,2893,70.00,410432,411,10.01,0,0.00,127,3.09,111,2.70,23,0.56,0,0.00,757,18.44,920,22.42,524,12.77,20,0.49
"경기도",화성시,3316,46.00,727602,556,7.64,0,0.00,199,2.74,160,2.20,49,0.67,0,0.00,843,11.59,967,13.29,528,7.26,14,0.19
"경기도",광주시,1693,47.00,358371,248,6.92,0,0.00,89,2.48,77,2.15,12,0.33,0,0.00,277,7.73,557,15.54,430,12.00,3,0.08
"경기도",양주시,1235,56.00,219267,184,8.39,0,0.00,52,2.37,42,1.92,27,1.23,1,0.05,236,10.76,473,21.57,207,9.44,13,0.59
"경기도",포천시,1170,71.00,165339,176,10.64,0,0.00,45,2.72,26,1.57,88,5.32,0,0.00,278,16.81,332,20.08,216,13.06,9,0.54
"경기도",여주시,605,52.00,115496,138,11.95,0,0.00,40,3.46,47,4.07,8,0.69,0,0.00,137,11.86,144,12.47,90,7.79,1,0.09
"경기도",연천군,164,35.00,46407,20,4.31,0,0.00,15,3.23,8,1.72,0,0.00,0,0.00,9,1.94,75,16.16,35,7.54,2,0.43
"경기도",가평군,489,76.00,64016,30,4.69,0,0.00,27,4.22,30,4.69,9,1.41,0,0.00,169,26.40,148,23.12,75,11.72,1,0.16
"경기도",양평군,982,84.00,116698,102,8.74,0,0.00,33,2.83,46,3.94,64,5.48,0,0.00,201,17.22,296,25.36,236,20.22,4,0.34
"강원도",소계,14646,93.00,1567091,2494,15.91,0,0.00,625,3.99,426,2.72,151,0.96,1,0.01,4824,30.78,3720,23.74,2348,14.98,57,0.36
"강원도",춘천시,3929,138.00,284192,673,23.68,0,0.00,117,4.12,82,2.89,41,1.44,0,0.00,1320,46.45,1077,37.90,604,21.25,15,0.53
"강원도",원주시,3720,108.00,344614,767,22.26,0,0.00,165,4.79,136,3.95,48,1.39,0,0.00,1380,40.04,724,21.01,493,14.31,7,0.20
"강원도",강릉시,2513,116.00,215856,458,21.22,0,0.00,157,7.27,57,2.64,25,1.16,0,0.00,1025,47.49,361,16.72,411,19.04,19,0.88
"강원도",동해시,933,100.00,93657,122,13.03,0,0.00,30,3.20,20,2.14,7,0.75,0,0.00,307,32.78,261,27.87,185,19.75,1,0.11
"강원도",태백시,421,91.00,46142,44,9.54,0,0.00,11,2.38,8,1.73,4,0.87,0,0.00,176,38.14,117,25.36,60,13.00,1,0.22
"강원도",속초시,815,98.00,83213,107,12.86,0,0.00,37,4.45,25,3.00,3,0.36,0,0.00,182,21.87,294,35.33,162,19.47,5,0.60
"강원도",삼척시,549,79.00,69339,68,9.81,0,0.00,18,2.60,14,2.02,2,0.29,0,0.00,130,18.75,199,28.70,117,16.87,1,0.14
"강원도",홍천군,428,60.00,71285,59,8.28,0,0.00,15,2.10,13,1.82,1,0.14,0,0.00,91,12.77,173,24.27,75,10.52,1,0.14
"강원도",횡성군,150,32.00,46912,22,4.69,0,0.00,8,1.71,13,2.77,2,0.43,1,0.21,13,2.77,62,13.22,28,5.97,1,0.21
"강원도",영월군,234,58.00,40327,36,8.93,0,0.00,7,1.74,6,1.49,1,0.25,0,0.00,65,16.12,83,20.58,33,8.18,3,0.74
"강원도",평창군,154,35.00,43592,20,4.59,0,0.00,12,2.75,13,2.98,0,0.00,0,0.00,19,4.36,65,14.91,25,5.73,0,0.00
"강원도",정선군,170,44.00,38429,23,5.99,0,0.00,5,1.30,5,1.30,2,0.52,0,0.00,55,14.31,46,11.97,33,8.59,1,0.26
"강원도",철원군,249,52.00,47921,34,7.10,0,0.00,10,2.09,9,1.88,2,0.42,0,0.00,32,6.68,119,24.83,41,8.56,2,0.42
"강원도",화천군,58,22.00,26252,9,3.43,0,0.00,6,2.29,3,1.14,0,0.00,0,0.00,1,0.38,30,11.43,9,3.43,0,0.00
"강원도",양구군,141,59.00,24098,22,9.13,0,0.00,10,4.15,8,3.32,0,0.00,0,0.00,17,7.05,48,19.92,36,14.94,0,0.00
"강원도",인제군,65,20.00,32901,16,4.86,0,0.00,6,1.82,6,1.82,0,0.00,0,0.00,5,1.52,26,7.90,6,1.82,0,0.00
"강원도",고성군,43,14.00,30871,8,2.59,0,0.00,5,1.62,4,1.30,0,0.00,0,0.00,1,0.32,19,6.15,6,1.94,0,0.00
"강원도",양양군,74,27.00,27490,6,2.18,0,0.00,6,2.18,4,1.46,13,4.73,0,0.00,5,1.82,16,5.82,24,8.73,0,0.00
"충청북도",소계,16623,102.00,1631088,2030,12.45,96,0.59,576,3.53,495,3.03,159,0.97,6,0.04,3954,24.24,5612,34.41,3563,21.84,132,0.81
"충청북도",청주시,10189,120.00,847915,1366,16.11,45,0.53,352,4.15,268,3.16,94,1.11,6,0.07,2485,29.31,3137,37.00,2379,28.06,57,0.67
"충청북도",충주시,2158,101.00,213359,235,11.01,43,2.02,72,3.37,61,2.86,23,1.08,0,0.00,649,30.42,630,29.53,413,19.36,32,1.50
"충청북도",제천시,1456,106.00,137908,73,5.29,1,0.07,45,3.26,62,4.50,13,0.94,0,0.00,397,28.79,549,39.81,300,21.75,16,1.16
"충청북도",보은군,271,78.00,34538,33,9.55,2,0.58,6,1.74,10,2.90,4,1.16,0,0.00,43,12.45,130,37.64,38,11.00,5,1.45
"충청북도",옥천군,519,99.00,52507,61,11.62,0,0.00,12,2.29,18,3.43,7,1.33,0,0.00,93,17.71,235,44.76,90,17.14,3,0.57
"충청북도",영동군,385,76.00,50798,46,9.06,1,0.20,11,2.17,19,3.74,4,0.79,0,0.00,62,12.21,177,34.84,55,10.83,10,1.97
"충청북도",증평군,192,50.00,38455,27,7.02,0,0.00,10,2.60,8,2.08,1,0.26,0,0.00,11,2.86,110,28.60,24,6.24,1,0.26
"충청북도",진천군,514,65.00,79252,66,8.33,3,0.38,21,2.65,16,2.02,3,0.38,0,0.00,70,8.83,233,29.40,98,12.37,4,0.50
"충청북도",괴산군,171,43.00,39854,30,7.53,0,0.00,7,1.76,5,1.25,2,0.50,0,0.00,27,6.77,71,17.82,28,7.03,1,0.25
"충청북도",음성군,664,63.00,106053,81,7.64,1,0.09,33,3.11,23,2.17,7,0.66,0,0.00,107,10.09,290,27.34,119,11.22,3,0.28
"충청북도",단양군,104,34.00,30449,12,3.94,0,0.00,7,2.30,5,1.64,1,0.33,0,0.00,10,3.28,50,16.42,19,6.24,0,0.00
"충청남도",소계,22048,101.00,2179423,3010,13.81,2,0.01,862,3.96,751,3.45,1100,5.05,1,0.00,5032,23.09,6932,31.81,4156,19.07,202,0.93
"충청남도",천안시,8982,138.00,650402,1413,21.73,0,0.00,378,5.81,235,3.61,471,7.24,0,0.00,2511,38.61,2122,32.63,1766,27.15,86,1.32
"충청남도",공주시,1422,129.00,110428,173,15.67,0,0.00,32,2.90,53,4.80,15,1.36,0,0.00,424,38.40,492,44.55,217,19.65,16,1.45
"충청남도",보령시,728,69.00,105843,92,8.69,0,0.00,24,2.27,33,3.12,5,0.47,0,0.00,105,9.92,317,29.95,150,14.17,2,0.19
"충청남도",아산시,2669,81.00,327657,329,10.04,0,0.00,113,3.45,91,2.78,173,5.28,0,0.00,467,14.25,989,30.18,480,14.65,27,0.82
"충청남도",서산시,1373,78.00,175769,162,9.22,0,0.00,56,3.19,54,3.07,103,5.86,1,0.06,274,15.59,429,24.41,287,16.33,7,0.40
"충청남도",논산시,1693,134.00,126192,222,17.59,0,0.00,54,4.28,60,4.75,15,1.19,0,0.00,382,30.27,616,48.81,329,26.07,15,1.19
"충청남도",계룡시,256,58.00,44174,38,8.60,0,0.00,15,3.40,18,4.07,20,4.53,0,0.00,27,6.11,87,19.69,49,11.09,2,0.45
"충청남도",당진시,1342,78.00,172816,157,9.08,0,0.00,59,3.41,47,2.72,86,4.98,0,0.00,182,10.53,505,29.22,297,17.19,9,0.52
"충청남도",금산군,355,64.00,55807,49,8.78,0,0.00,14,2.51,20,3.58,4,0.72,0,0.00,52,9.32,150,26.88,62,11.11,4,0.72
