"행정구역(시군구)별",2020,2020,2020,2020,2020,2020,2020,2020
"행정구역(시군구)별",총전입 (명),총전출 (명),순이동 (명),시도내이동-시군구내 (명),시도내이동-시군구간 전입 (명),시도내이동-시군구간 전출 (명),시도간전입 (명),시도간전출 (명)
"횡성군",4832,4581,251,636,1361,1747,2835,2198
"영월군",3786,3971,-185,479,737,915,2570,2577
"평창군",4031,4167,-136,542,953,1387,2536,2238
"정선군",3516,3669,-153,909,873,1100,1734,1660
"철원군",4372,5182,-810,1165,437,528,2770,3489
"화천군",3667,3679,-12,614,804,1162,2249,1903
"양구군",2821,3284,-463,563,779,957,1479,1764
"인제군",4823,4789,34,1239,946,1117,2638,2433
"고성군",3171,3438,-267,540,1171,1491,1460,1407
"양양군",3848,3414,434,845,1018,1208,1985,1361
"충청북도",229895,226441,3454,118937,28216,28216,82742,79288
"청주시",136888,132403,4485,86534,9963,8138,40391,37731
"충주시",29948,29887,61,16714,2695,2822,10539,10351
"제천시",15958,17060,-1102,8216,1448,1663,6294,7181
"청원군",0,0,0,0,0,0,0,0
"보은군",2943,3051,-108,628,733,978,1582,1445
"옥천군",4099,4174,-75,700,423,482,2976,2992
"영동군",4518,5326,-808,884,380,584,3254,3858
"증평군",4062,4567,-505,132,2081,2506,1849,1929
"진천군",12291,9705,2586,1996,4570,3197,5725,4512
"괴산군",6360,5725,635,750,2703,2627,2907,2348
"음성군",10555,11930,-1375,1940,2693,4429,5922,5561
"단양군",2273,2613,-340,443,527,790,1303,1380
"충청남도",287127,286386,741,117462,45904,45904,123761,123020
"천안시",108656,103959,4697,54901,14655,12245,39100,36813
"공주시",12978,14252,-1274,4943,1519,1762,6516,7547
"보령시",13571,13892,-321,6830,1545,1738,5196,5324
"아산시",45651,44441,1210,15768,11483,11448,18400,17225
"서산시",22595,21659,936,9968,2940,2777,9687,8914
"논산시",12891,14277,-1386,4518,1529,1733,6844,8026
"계룡시",8738,8893,-155,1750,810,766,6178,6377
"당진시",20823,21472,-649,9131,2291,3018,9401,9323
"금산군",4661,5024,-363,896,260,347,3505,3781
"연기군",0,0,0,0,0,0,0,0
"논산군",0,0,0,0,0,0,0,0
"부여군",5341,6014,-673,1588,965,1263,2788,3163
"서천군",4433,4821,-388,1186,505,583,2742,3052
"청양군",2954,3339,-385,500,795,1106,1659,1733
"홍성군",10504,10487,17,2714,3094,3020,4696,4753
"예산군",7249,7697,-448,1658,2405,2643,3186,3396
"태안군",6082,6159,-77,1111,1108,1455,3863,3593
"당진군",0,0,0,0,0,0,0,0
"전라북도",249083,257577,-8494,132951,53507,53507,62625,71119
"전주시",107423,104277,3146,64303,22167,16765,20953,23209
"군산시",40013,41781,-1768,25450,4708,4550,9855,11781
"익산시",34814,39411,-4597,19815,5699,7778,9300,11818
"정읍시",13017,14149,-1132,6997,2339,2795,3681,4357
"남원시",10765,10952,-187,6059,1464,1630,3242,3263
"김제시",9078,9722,-644,3320,3523,3917,2235,2485
"완주군",11482,11729,-247,1442,6870,7029,3170,3258
"진안군",2565,2698,-133,406,1251,1416,908,876
"무주군",2142,2134,8,461,325,395,1356,1278
"장수군",1914,2096,-182,382,693,890,839,824
"임실군",2789,4133,-1344,416,1399,2548,974,1169
"순창군",2913,3265,-352,814,650,829,1449,1622
"고창군",5005,5451,-446,1232,937,1204,2836,3015
"부안군",5163,5779,-616,1854,1482,1761,1827,2164
"전라남도",239016,248770,-9754,92950,58263,58263,87803,97557
"목포시",35366,40621,-5255,19522,8365,11814,7479,9285
"여수시",38167,40171,-2004,23819,4535,5733,9813,10619
"순천시",42742,40029,2713,20847,12179,8287,9716,10895
"나주시",18111,16879,1232,5208,2305,1982,10598,9689
"여천시",0,0,0,0,0,0,0,0
"광양시",17189,22419,-5230,4518,5827,7998,6844,9903
"담양군",5596,5543,53,872,568,592,4156,4079
"곡성군",2599,3077,-478,469,408,491,1722,2117
"구례군",2893,3481,-588,788,728,1007,1377,1686
"여천군",0,0,0,0,0,0,0,0
"고흥군",5627,5827,-200,1465,1405,1600,2757,2762
"보성군",3562,4003,-441,655,1067,1245,1840,2103
"화순군",6441,6267,174,1168,874,839,4399,4260
"장흥군",3307,3791,-484,773,666,850,1868,2168
"강진군",3262,3627,-365,989,762,869,1511,1769
"해남군",5431,6422,-991,1512,1314,1690,2605,3220
"영암군",5772,6370,-598,1016,2126,2528,2630,2826
"무안군",17995,12658,5337,4156,9916,4562,3923,3940
"함평군",2811,3264,-453,520,443,564,1848,2180
"영광군",4926,5593,-667,1377,648,662,2901,3554
"장성군",5698,6715,-1017,869,499,602,4330,5244
"완도군",4055,4427,-372,977,906,1117,2172,2333
"진도군",3846,3064,782,971,951,796,1924,1297
"신안군",3620,4522,-902,459,1771,2435,1390,1628
"경상북도",317701,334679,-16978,138869,57609,57609,121223,138201
"포항시",61001,64528,-3527,38170,6071,5592,16760,20766
"경주시",29067,29929,-862,13158,3702,4068,12207,12703
"김천시",16981,17180,-199,7101,3509,3154,6371,6925
"안동시",21654,21983,-329,11205,4738,4035,5711,6743
"구미시",52183,56607,-4424,25977,10157,9070,16049,21560
"영주시",10789,12056,-1267,5744,1698,1882,3347,4430
"영천시",14212,14057,155,4855,3167,2944,6190,6258
"상주시",10836,13440,-2604,5209,1959,2750,3668,5481
"문경시",9250,9552,-302,3400,2021,2005,3829,4147
"경산시",38546,37705,841,14386,5123,4877,19037,18442
"군위군",2125,2422,-297,203,538,711,1384,1508
"의성군",4484,4669,-185,819,1222,1390,2443,2460
"청송군",2448,2496,-48,372,872,829,1204,1295
"영양군",1212,1306,-94,187,370,470,655,649
"영덕군",3027,3665,-638,744,930,1282,1353,1639
"청도군",4237,4347,-110,906,716,814,2615,2627
"고령군",2904,3596,-692,382,288,427,2234,2787
"성주군",4760,5016,-256,851,835,978,3074,3187
"칠곡군",11949,13946,-1997,1880,4540,5227,5529,6839
"예천군",7197,6325,872,1188,3093,2628,2916,2509
"봉화군",2536,2821,-285,484,706,913,1346,1424
"울진군",5054,5271,-217,1452,946,939,2656,2880
"울릉군",1249,1762,-513,196,408,624,645,942
"경상남도",403339,419997,-16658,204318,74992,74992,124029,140687
"창원시",0,0,0,0,0,0,0,0
"창원시",132567,140425,-7858,85224,18172,18944,29171,36257
"울산시",0,0,0,0,0,0,0,0
"마산시",0,0,0,0,0,0,0,0
"진주시",50419,49242,1177,29277,10803,8348,10339,11617
"진해시",0,0,0,0,0,0,0,0
"통영시",13561,16092,-2531,7432,2653,3573,3476,5087
"사천시",15911,16277,-366,7831,4318,4434,3762,4012
"김해시",61638,62359,-721,28041,12478,11359,21119,22959
"밀양시",13179,13096,83,6401,2351,2228,4427,4467
"거제시",29264,32158,-2894,15006,4429,4362,9829,12790
"양산시",44133,43322,811,16431,3745,4206,23957,22685
"의령군",2628,2666,-38,502,1254,1211,872,953
"함안군",5908,6971,-1063,1135,3168,3843,1605,1993
"창녕군",6733,7200,-467,1334,2263,2192,3136,3674
"양산군",0,0,0,0,0,0,0,0
"고성군",4324,4743,-419,732,2148,2273,1444,1738
"남해군",3728,3794,-66,867,1169,1210,1692,1717
"하동군",3914,5208,-1294,885,1238,1906,1791,2417
"산청군",3525,3638,-113,583,1715,1819,1227,1236
"함양군",3386,3493,-107,743,1028,1053,1615,1697
"거창군",4784,4995,-211,1107,1212,988,2465,2900
"합천군",3737,4318,-581,787,848,1043,2102,2488
"제주특별자치도",98114,94736,3378,52035,9363,9363,36716,33338
"제주시",71080,68574,2506,41607,5233,4130,24240,22837
"서귀포시",27034,26162,872,10428,4130,5233,12476,10501
"북제주군",0,0,0,0,0,0,0,0
"남제주군",0,0,0,0,0,0,0,0
